"","source","month_arabic","day_arabic","year","island","order","family","genus","specificEp","scientificName"
"10789","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10790","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10791","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10792","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10793","Bohart",6,14,1978,"San Clemente","Hymenoptera","Megachilidae","Anthidium","collectum","Anthidium collectum"
"10794","Bohart",4,13,1938,"Santa Catalina","Hymenoptera","Andrenidae","Andrena","perimelas","Andrena perimelas"
"10795","Bohart",5,13,1938,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10796","Bohart",7,16,1979,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10797","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10798","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10799","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10800","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10801","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10802","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10803","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10804","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10805","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10806","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10807","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10808","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10809","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10810","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10811","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10812","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10813","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10814","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10815","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10816","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10817","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10818","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10819","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10820","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10821","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10822","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10823","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10824","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10825","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10826","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10827","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10828","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10829","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10830","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10831","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10832","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10833","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10834","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10835","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10836","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10837","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10838","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10839","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10840","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10841","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10842","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10843","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10844","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10845","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10846","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10847","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10848","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10849","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10850","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10851","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10852","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10853","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10854","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10855","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10856","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10857","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10858","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10859","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10860","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10861","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10862","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10863","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10864","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10865","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10866","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10867","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10868","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10869","Bohart",7,2,1968,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"10870","Bohart",7,2,1968,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"10871","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"10872","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis mimetica"
"10873","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10874","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10875","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10876","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10877","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10878","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10879","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10880","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10881","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10882","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10883","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10884","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10885","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10886","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10887","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10888","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10889","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10890","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10891","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10892","Bohart",4,13,1938,"Santa Catalina","Hymenoptera","Halictidae","Augochlorella","pomoniella","Augochlorella pomoniella"
"10893","Bohart",4,13,1938,"Santa Catalina","Hymenoptera","Halictidae","Augochlorella","pomoniella","Augochlorella pomoniella"
"10894","Bohart",7,23,1979,"Santa Catalina","Hymenoptera","Megachilidae","Megachile","coquilletti","Megachile coquilletti"
"10895","Bohart",8,5,1939,"Santa Rosa","Hymenoptera","Apidae","Diadasia","mimetica","Diadasia mimetica"
"10896","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10897","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10898","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10899","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10900","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10901","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10902","Bohart",5,14,1973,"San Clemente","Hymenoptera","Apidae","Diadasia","bituberculata","Diadasia bituberculata"
"10903","Bohart",4,14,1980,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10904","Bohart",4,14,1980,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10905","Bohart",4,14,1980,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10906","Bohart",4,14,1980,"San Clemente","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10907","Bohart",4,14,1980,"San Clemente","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10908","Bohart",4,14,1980,"San Clemente","Hymenoptera","Halictidae","Agapostemon","femoratus","Agapostemon femoratus"
"10909","Bohart",4,14,1980,"San Clemente","Hymenoptera","Halictidae","Agapostemon","femoratus","Agapostemon femoratus"
"10910","Bohart",4,14,1980,"San Clemente","Hymenoptera","Halictidae","Agapostemon","femoratus","Agapostemon femoratus"
"10911","Bohart",4,14,1980,"San Clemente","Hymenoptera","Megachilidae","Anthidium","collectum","Anthidium collectum"
"10912","Bohart",4,14,1980,"San Clemente","Hymenoptera","Megachilidae","Anthidium","collectum","Anthidium collectum"
"10913","Bohart",4,13,1980,"San Clemente","Hymenoptera","Andrenidae","Pseudopanurgus","pterosarus","Pseudopanurgus pterosarus"
"10914","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Halictus","nigrescens","Halictus nigrescens avalonensis"
"10915","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Halictus","nigrescens","Halictus nigrescens avalonensis"
"10916","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Halictus","nigrescens","Halictus nigrescens avalonensis"
"10917","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Halictus","nigrescens","Halictus nigrescens avalonensis"
"10918","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10919","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10920","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10921","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10922","Bohart",4,13,1980,"San Clemente","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10923","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10924","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10925","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10926","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10927","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10928","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10929","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10930","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10931","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10932","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Halictus","tripartitus","Halictus tripartitus"
"10933","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","californiae","Lasioglossum californiae"
"10934","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","ovaliceps","Lasioglossum ovaliceps"
"10935","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","ovaliceps","Lasioglossum ovaliceps"
"10936","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","ovaliceps","Lasioglossum ovaliceps"
"10937","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","ovaliceps","Lasioglossum ovaliceps"
"10938","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10939","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10940","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10941","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10942","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10943","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10944","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10945","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10946","Bohart",7,2,1978,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","megastictum","Lasioglossum megastictum"
"10947","Bohart",6,28,1978,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10948","Bohart",6,28,1978,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10949","Bohart",6,28,1978,"Santa Catalina","Hymenoptera","Apidae","Diadasia","rinconis","Diadasia rinconis"
"10950","Bohart",6,28,1978,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10951","Bohart",8,10,1981,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10952","Bohart",8,1,1981,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10953","Bohart",8,14,1980,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10954","Bohart",8,8,1981,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10955","Bohart",8,8,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10956","Bohart",8,10,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10957","Bohart",8,10,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10958","Bohart",8,10,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10959","Bohart",3,23,1981,"Santa Catalina","Hymenoptera","Andrenidae","Andrena","gnaphalii","Andrena gnaphalii"
"10960","Bohart",3,23,1981,"Santa Catalina","Hymenoptera","Andrenidae","Andrena","gnaphalii","Andrena gnaphalii"
"10961","Bohart",3,23,1981,"Santa Catalina","Hymenoptera","Andrenidae","Andrena","gnaphalii","Andrena gnaphalii"
"10962","Bohart",6,14,1981,"Santa Catalina","Hymenoptera","Apidae","Epeolus","minimus","Epeolus minimus"
"10963","Bohart",7,1,1981,"Santa Catalina","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"10964","Bohart",7,1,1981,"Santa Catalina","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"10965","Bohart",6,14,1986,"Santa Catalina","Hymenoptera","Colletidae","Colletes","hyalinus","Colletes hyalinus"
"10966","Bohart",6,30,1981,"Santa Catalina","Hymenoptera","Colletidae","Hylaeus","polifolii","Hylaeus polifolii catalinensis"
"10967","Bohart",3,23,1987,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10968","Bohart",1,13,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10969","Bohart",1,13,1981,"Santa Catalina","Hymenoptera","Halictidae","Agapostemon","texanus","Agapostemon texanus"
"10970","Bohart",1,13,1981,"Santa Catalina","Hymenoptera","Halictidae","Lasioglossum","nigrescens","Lasioglossum nigrescens"
"10971","Bohart",5,10,1981,"Santa Catalina","Hymenoptera","Megachilidae","Osmia","clarescens","Osmia clarescens"
"10972","Bohart",5,11,1973,"San Clemente","Hymenoptera","Megachilidae","Osmia","kincaidii","Osmia kincaidii"
"10973","Bohart",5,11,1973,"San Clemente","Hymenoptera","Megachilidae","Osmia","laeta","Osmia laeta"
"10974","Bohart",5,10,1973,"San Clemente","Hymenoptera","Megachilidae","Anthidium","collectum","Anthidium collectum"
"10975","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10976","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Apidae","Apis","mellifera","Apis mellifera"
"10977","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Colletidae","Hyalinus","gaudialis","Hyalinus gaudialis"
"10978","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Colletidae","Hyalinus","gaudialis","Hyalinus gaudialis"
"10979","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Colletidae","Hyalinus","gaudialis","Hyalinus gaudialis"
"10980","Bohart",8,10,1980,"Santa Catalina","Hymenoptera","Colletidae","Hyalinus","gaudialis","Hyalinus gaudialis"
"10981","Bohart",6,10,1978,"Santa Rosa","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10982","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10983","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10984","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10985","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10986","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10987","Bohart",4,12,1981,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"10988","Bohart",4,12,1980,"San Clemente","Hymenoptera","Apidae","Synhalonia","actuosa","Synhalonia actuosa"
"10989","Bohart",4,12,1980,"San Clemente","Hymenoptera","Apidae","Synhalonia","actuosa","Synhalonia actuosa"
"10990","Bohart",4,12,1980,"San Clemente","Hymenoptera","Apidae","Synhalonia","actuosa","Synhalonia actuosa"
"10991","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10992","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana catalinae"
"10993","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10994","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10995","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10996","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10997","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10998","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"10999","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"11000","Bohart",6,14,1978,"San Clemente","Hymenoptera","Apidae","Anthophora","urbana","Anthophora urbana clementina"
"11001","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11002","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11003","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11004","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11005","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11006","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11007","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11008","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11009","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11010","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11011","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11012","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11013","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11014","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11015","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11016","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
"11017","Bohart",3,21,1972,"San Clemente","Hymenoptera","Apidae","Anthophora","edwardsii","Anthophora edwardsii"
