obs_num,observed_o,observed_1,user_id,quality_gr,place_gues,latitude,longitude,ArcMap_IslandName,month,day,year,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus,subgenus,species,scientific,island
710,2019-05-29 3:13:08 PM PDT,5/29/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.39332041,-118.3706995,Santa Catalina,5,29,2019,,,,Anthophila,Apidae,,,,Diadasia,,ochracea,Diadasia ochracea,Santa Catalina
711,2010/03/01 4:45 AM CST,3/1/10 0:00,105431,needs_id,"Los Angeles County, CA, USA",33.35637078,-118.4414529,Santa Catalina,3,1,2010,,,,,Ichneumonidae,,,,Ophion,,,Ophion,Santa Catalina
712,9/1/10,9/1/10 0:00,105431,needs_id,"Los Angeles County, CA, USA",33.37105717,-118.4802573,Santa Catalina,9,1,2010,,,,Anthophila,Apidae,,,,Bombus,Pyrobombus,,Pyrobombus,Santa Catalina
713,Sat Jun 01 2019 15:00:43 GMT-0700 (PDT),6/1/19 0:00,315042,needs_id,"Santa Catalina Island, , CA, US",33.44066025,-118.4821195,Santa Catalina,6,1,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
714,Sat Jun 01 2019 11:58:42 GMT-0700 (PDT),6/1/19 0:00,1688203,needs_id,"Santa Catalina Island, , CA, US",33.38344167,-118.400955,Santa Catalina,6,1,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
715,2019-06-01 11:57:41 AM PDT,6/1/19 0:00,1502858,needs_id,"Santa Catalina Island, California 90704, USA",33.38343811,-118.401062,Santa Catalina,6,1,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
716,2019-06-01 11:40:38 AM PDT,6/1/19 0:00,1502858,needs_id,"Santa Catalina Island, California 90704, USA",33.38035584,-118.3979416,Santa Catalina,6,1,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
717,Sat Jun 01 2019 16:05:29 GMT-0700 (PDT),6/1/19 0:00,1314623,needs_id,"Los Angeles County, US-CA, US",33.46846211,-118.5383978,Santa Catalina,6,1,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
718,Sun Mar 24 2019 15:59:58 GMT-0400 (EDT),3/24/19 0:00,11480,research,"Divide Rd, Avalon, CA, US",33.32308667,-118.3432217,Santa Catalina,3,24,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
719,2019-06-03 6:51:44 PM PDT,6/3/19 0:00,1680342,research,"Avalon, CA 90704, USA",33.34453127,-118.3254801,Santa Catalina,6,3,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
720,Tue Jun 04 2019 11:35:05 GMT-0700 (PDT),6/4/19 0:00,1529544,needs_id,"Santa Catalina Island, , CA, US",33.36031558,-118.4092783,Santa Catalina,6,4,2019,,,,,Cynipidae,,,,Andricus,,,Andricus,Santa Catalina
721,Sun Jun 02 2019 13:07:30 GMT-0700 (PDT),6/2/19 0:00,442471,needs_id,"Santa Catalina Island, , CA, US",33.373795,-118.355645,Santa Catalina,6,2,2019,,Apocrita,,, ,,,,,,,Apocrita,Santa Catalina
722,2019-06-04 10:54:13 AM PDT,6/4/19 0:00,305051,needs_id,"Santa Catalina Island, California 90704, USA",33.36823273,-118.4763641,Santa Catalina,6,4,2019,,,,,Ichneumonidae,,,,Compsocryptus,,,Compsocryptus,Santa Catalina
723,2019-06-04 12:20:43 PM PDT,6/4/19 0:00,305051,needs_id,"Santa Catalina Island, California 90704, USA",33.36445999,-118.4644775,Santa Catalina,6,4,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
724,Fri May 24 2019 09:17:26 GMT-0700 (PDT),5/24/19 0:00,1372719,research,"Santa Catalina Island, , CA, US",33.36893333,-118.3480383,Santa Catalina,5,24,2019,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,Santa Catalina
725,2019-06-14 9:57:10 AM PDT,6/14/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.32519981,-118.4527156,Santa Catalina,6,14,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
726,2019/06/05 4:43 PM HST,6/5/19 0:00,280979,needs_id,"Los Angeles County, CA, USA",33.46859661,-118.5383313,Santa Catalina,6,5,2019,,,,,Cynipidae,,,,,,,Cynipidae,Santa Catalina
727,2019/06/16 3:01 PM PDT,6/16/19 0:00,1263262,needs_id,"Avalon, CA 90704, USA",33.33530556,-118.3160556,Santa Catalina,6,16,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
728,2019/06/16 3:44 PM PDT,6/16/19 0:00,1263262,needs_id,"Avalon, CA 90704, USA",33.33214167,-118.3168861,Santa Catalina,6,16,2019,,,,,Ichneumonidae,,,,,,,Ichneumonidae,Santa Catalina
729,2019-06-23 1:44:50 PM PDT,6/23/19 0:00,392423,needs_id,"Los Angeles County, US-CA, US",33.40540786,-118.4024471,Santa Catalina,6,23,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
730,2019-06-23 1:46:12 PM PDT,6/23/19 0:00,392423,needs_id,"Los Angeles County, US-CA, US",33.40536078,-118.4023814,Santa Catalina,6,23,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
731,Sat Jun 22 2019 10:12:40 GMT-0700 (PDT),6/22/19 0:00,152848,research,"Santa Catalina Island, , CA, US",33.38273038,-118.4728785,Santa Catalina,6,22,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
732,2019-06-24 11:04:34 AM PDT,6/24/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.4121309,-118.4019243,Santa Catalina,6,24,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
733,Fri Jun 21 2019 11:42:19 GMT-0700 (PDT),6/21/19 0:00,152848,research,"Los Angeles County, US-CA, US",33.324955,-118.4385383,Santa Catalina,6,21,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
734,Sun Jun 23 2019 14:44:50 GMT-0700 (PDT),6/23/19 0:00,152848,needs_id,"Lower Jensen Hunting Rd, , CA, US",33.38676324,-118.4748232,Santa Catalina,6,23,2019,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,Santa Catalina
735,Sun Jun 23 2019 15:02:48 GMT-0700 (PDT),6/23/19 0:00,152848,needs_id,"Ben Weston Beach, , CA, US",33.36780648,-118.4810714,Santa Catalina,6,23,2019,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,Santa Catalina
736,Sun Jun 23 2019 15:03:10 GMT-0700 (PDT),6/23/19 0:00,152848,needs_id,"Ben Weston Beach, , CA, US",33.36788775,-118.481095,Santa Catalina,6,23,2019,,,,,Vespidae,Eumeninae,,,,,,Eumeninae,Santa Catalina
737,Tue Jun 04 2019 18:15:22 GMT-0700 (PDT),6/4/19 0:00,81668,research,"Middle Ranch Rd, , CA, US",33.355655,-118.4371717,Santa Catalina,6,4,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
738,Wed Jul 03 2019 09:04:08 GMT-0700 (PDT),7/3/19 0:00,86100,research,"Santa Catalina Island, , CA, US",33.35174167,-118.3615283,Santa Catalina,7,3,2019,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,Santa Catalina
739,Wed Jul 03 2019 08:54:07 GMT-0700 (PDT),7/3/19 0:00,86100,needs_id,"Trans Catalina Trail, , CA, US",33.35307167,-118.36325,Santa Catalina,7,3,2019,,,,,Formicidae,,,,Pogonomyrmex,,,Pogonomyrmex,Santa Catalina
740,Wed Jun 26 2019 07:50:04 GMT-0700 (PDT),6/26/19 0:00,86100,needs_id,"Santa Catalina Island, , CA, US",33.366245,-118.3574617,Santa Catalina,6,26,2019,,,,Anthophila,Apidae,,,,Bombus,Pyrobombus,,Pyrobombus,Santa Catalina
741,Thu Jul 04 2019 10:49:08 GMT-0700 (PDT),7/4/19 0:00,841826,needs_id,"Los Angeles County, US-CA, US",33.32641842,-118.3404918,Santa Catalina,7,4,2019,,,,,Ichneumonidae,,,,Cryptina,,,Cryptina,Santa Catalina
742,Sat Jun 22 2019 11:03:00 GMT-0700 (PDT),6/22/19 0:00,1512775,research,"Catalina Airport, , CA, US",33.40299855,-118.4150566,Santa Catalina,6,22,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
743,2019/07/05 11:01 AM PDT,7/5/19 0:00,86100,research,"Los Angeles County, CA, USA",33.36893508,-118.3472768,Santa Catalina,7,5,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
744,2019/07/05 9:51 PM PDT,7/5/19 0:00,86100,research,"Los Angeles, California, United States",33.36913536,-118.3484468,Santa Catalina,7,5,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
745,2019/06/19 2:15 PM PDT,6/19/19 0:00,704502,research,"Whites Landing, Santa Catalina Island, Los Angeles County, CA, USA",33.39090901,-118.3690701,Santa Catalina,6,19,2019,,,,,Vespidae,,,,Vespula,,,Vespula,Santa Catalina
746,2019/06/19 3:51 PM PDT,6/19/19 0:00,704502,research,"Whites Landing, Santa Catalina Island, Los Angeles County, CA, USA",33.39133845,-118.3703214,Santa Catalina,6,19,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
747,2019-07-17 11:52:43 AM PDT,7/17/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.38594486,-118.4579101,Santa Catalina,7,17,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
748,2019-07-20 11:12:04 AM PDT,7/20/19 0:00,392423,needs_id,"Santa Catalina Island, California 90704, USA",33.40289798,-118.4148359,Santa Catalina,7,20,2019,,,,Anthophila,Apidae,,,,Anthophorula,,,Anthophorula,Santa Catalina
749,2019-07-20 12:18:29 PM PDT,7/20/19 0:00,392423,needs_id,"Santa Catalina Island, California 90704, USA",33.40375058,-118.4108909,Santa Catalina,7,20,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
750,2019-07-20 2:20:26 PM PDT,7/20/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.36770354,-118.473013,Santa Catalina,7,20,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
751,2019-07-25 8:00:23 AM PDT,7/25/19 0:00,392423,research,"Santa Catalina Island, California 90704, USA",33.3564155,-118.4360934,Santa Catalina,7,25,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
752,2019-07-25 11:55:25 AM PDT,7/25/19 0:00,392423,needs_id,"Los Angeles County, US-CA, US",33.38191646,-118.4271538,Santa Catalina,7,25,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
753,2019-07-24 9:28:12 AM PDT,7/24/19 0:00,1693477,research,"Santa Catalina Island, California 90704, USA",33.4522934,-118.5048752,Santa Catalina,7,24,2019,,,,,Sphecidae,,,,Sceliphron,,caementarium,Sceliphron caementarium,Santa Catalina
754,2019-07-23 8:09:13 AM PDT,7/23/19 0:00,1693477,needs_id,"Santa Catalina Island, California 90704, USA",33.45045853,-118.5059052,Santa Catalina,7,23,2019,,,,,Formicidae,,,,Pheidole,,,Pheidole,Santa Catalina
755,2019-07-25 4:37:17 PM PDT,7/25/19 0:00,1693477,needs_id,"Santa Catalina Island, California 90704, USA",33.4507098,-118.505533,Santa Catalina,7,25,2019,,,,,Vespidae,Eumeninae,,,,,,Eumeninae,Santa Catalina
756,Fri Jul 19 2019 11:09:35 GMT-0700 (PDT),7/19/19 0:00,152848,needs_id,"Skull Ridge Rd, , CA, US",33.361175,-118.3948617,Santa Catalina,7,19,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
757,2019-08-01 10:56:57 AM PDT,8/1/19 0:00,392423,needs_id,"Los Angeles County, US-CA, US",33.38933361,-118.443446,Santa Catalina,8,1,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
758,Sun Jun 23 2019 10:07:36 GMT-0700 (PDT),6/23/19 0:00,77126,needs_id,"Los Angeles County, US-CA, US",33.44131167,-118.47795,Santa Catalina,6,23,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
759,2019-08-07 9:51:19 AM PDT,8/7/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.38127467,-118.4535207,Santa Catalina,8,7,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
760,2019-08-14 11:37:41 AM PDT,8/14/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.45868636,-118.5673567,Santa Catalina,8,14,2019,,,,,Sphecidae,,,,Sceliphron,,caementarium,Sceliphron caementarium,Santa Catalina
761,2019-08-22 6:19:04 PM PDT,8/22/19 0:00,392423,research,"Avalon, CA 90704, USA",33.34352382,-118.329438,Santa Catalina,8,22,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
762,2019/08/19 11:19 AM HST,8/19/19 0:00,1065785,needs_id,"Los Angeles County, CA, USA",33.47014285,-118.5755801,Santa Catalina,8,19,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
763,2019-08-26 10:50:19 AM PDT,8/26/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.32721523,-118.3725077,Santa Catalina,8,26,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
764,2019-08-26 1:06:50 PM PDT,8/26/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.33315639,-118.3741395,Santa Catalina,8,26,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
765,2019-08-30 8:32:00 AM PDT,8/30/19 0:00,2172158,research,"Santa Catalina Island, California 90704, USA",33.46893692,-118.5320129,Santa Catalina,8,30,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
766,2019-09-04 6:08:09 PM PDT,9/4/19 0:00,772899,research,"Los Angeles County, US-CA, US",33.38316162,-118.4726882,Santa Catalina,9,4,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
767,2019-09-07 8:52:11 AM PDT,9/7/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.32736731,-118.4472205,Santa Catalina,9,7,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
768,2019-09-11 7:13:03 PM PDT,9/11/19 0:00,2243343,research,"Los Angeles County, US-CA, US",33.44170256,-118.4822927,Santa Catalina,9,11,2019,,,,,Sphecidae,,,,Sceliphron,,caementarium,Sceliphron caementarium,Santa Catalina
769,Fri Sep 13 2019 14:48:56 GMT-0700 (PDT),9/13/19 0:00,2251813,research,"Los Angeles County, US-CA, US",33.44107339,-118.4823377,Santa Catalina,9,13,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
770,Fri Sep 13 2019 16:45:01 GMT-0700 (PDT),9/13/19 0:00,745528,research,"Santa Catalina Island, CA, US",33.44030833,-118.491975,Santa Catalina,9,13,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
771,2019-09-13 3:07:35 PM PDT,9/13/19 0:00,2251840,research,"Los Angeles County, US-CA, US",33.43963194,-118.4817289,Santa Catalina,9,13,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
772,Fri Sep 13 2019 14:46:37 GMT-0700 (PDT),9/13/19 0:00,2251843,research,"Santa Catalina Island, CA, US",33.441095,-118.48233,Santa Catalina,9,13,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
773,Fri Sep 13 2019 14:45:34 GMT-0700 (PDT),9/13/19 0:00,2251946,needs_id,"Santa Catalina Island, CA, US",33.44115833,-118.4823083,Santa Catalina,9,13,2019,,,,,Cynipidae,,,,Andricus,,,Andricus,Santa Catalina
774,Fri Sep 13 2019 14:45:17 GMT-0700 (PDT),9/13/19 0:00,2251841,research,"Santa Catalina Island, CA, US",33.44128,-118.4823833,Santa Catalina,9,13,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
775,2019-09-15 10:09:14 AM PDT,9/15/19 0:00,2251983,needs_id,"Santa Catalina Island, California 90704, USA",33.4464931,-118.5008113,Santa Catalina,9,15,2019,,,,,Formicidae,Myrmicinae,,,,,,Myrmicinae,Santa Catalina
776,Sun Sep 15 2019 13:14:58 GMT-0700 (PDT),9/15/19 0:00,2251839,needs_id,"USC Wrigley Marine Science Center, CA, US",33.44481569,-118.4825861,Santa Catalina,9,15,2019,Aculeata,,,, ,,,,,,,Aculeata,Santa Catalina
777,2019-09-15 12:40:18 PM PDT,9/15/19 0:00,392423,research,"Avalon, CA 90704, USA",33.34232709,-118.3273939,Santa Catalina,9,15,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
778,2019-09-18 11:25:17 AM MST,9/18/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.3254605,-118.3410214,Santa Catalina,9,18,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
779,Thu Sep 19 2019 16:45:30 GMT-0700 (PDT),9/19/19 0:00,481431,research,"Los Angeles County, US-CA, US",33.35662438,-118.4445452,Santa Catalina,9,19,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
780,Thu Sep 19 2019 20:55:19 GMT-0700 (PDT),9/19/19 0:00,481431,needs_id,"Middle Ranch Rd, , CA, US",33.35598833,-118.4423833,Santa Catalina,9,19,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
781,Thu Sep 19 2019 17:11:01 GMT-0700 (PDT),9/19/19 0:00,481431,needs_id,"Thompson Dam Rd, , CA, US",33.354905,-118.4421783,Santa Catalina,9,19,2019,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
782,Sun Sep 22 2019 07:34:50 GMT-0700 (PDT),9/22/19 0:00,152848,needs_id,"Santa Catalina Island, CA, US",33.35562938,-118.3561188,Santa Catalina,9,22,2019,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,Santa Catalina
783,2019-10-01 10:03:18 AM PDT,10/1/19 0:00,392423,needs_id,"Avalon, CA 90704, USA",33.34116967,-118.3380522,Santa Catalina,10,1,2019,,,,,Vespidae,,,,Polistes,,aurifer,Polistes aurifer,Santa Catalina
784,10/5/19 9:19,10/5/19 0:00,784631,research,"Avalon, CA 90704, USA",33.32575839,-118.3411906,Santa Catalina,10,5,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
785,2019/10/11 8:43 AM PDT,10/11/19 0:00,80984,research,"Los Angeles County, CA, USA",33.43834246,-118.497776,Santa Catalina,10,11,2019,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,Santa Catalina
786,Mon Oct 14 2019 10:03:01 GMT-0700 (PDT),10/14/19 0:00,481431,research,"Los Angeles County, US-CA, US",33.367445,-118.4547367,Santa Catalina,10,14,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
787,Mon Oct 14 2019 14:20:13 GMT-0700 (PDT),10/14/19 0:00,481431,research,"Eagles Nest Loop, , CA, US",33.36903,-118.465705,Santa Catalina,10,14,2019,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,Santa Catalina
788,2019-10-28 12:57:58 PM PDT,10/28/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.33468933,-118.386813,Santa Catalina,10,28,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
789,2019-10-28 1:56:25 PM PDT,10/28/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.32294328,-118.4380396,Santa Catalina,10,28,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
790,2019-11-05 11:28:12 AM PST,11/5/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.34175692,-118.4719548,Santa Catalina,11,5,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
791,2019-11-06 9:38:38 AM PST,11/6/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.31188489,-118.3337341,Santa Catalina,11,6,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
792,2019-11-06 2:17:46 PM PST,11/6/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.3564186,-118.4361326,Santa Catalina,11,6,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
793,2019-09-15 1:14:51 PM PDT,9/15/19 0:00,2251983,needs_id,"Santa Catalina Island, California 90704, USA",33.4448209,-118.4832874,Santa Catalina,9,15,2019,,,,,Pompilidae,,,,,,,Pompilidae,Santa Catalina
794,2019-11-08 9:07:28 AM PST,11/8/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.30340003,-118.319955,Santa Catalina,11,8,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
795,2019-11-19 10:14:46 AM PST,11/19/19 0:00,392423,research,"Los Angeles County, US-CA, US",33.35773762,-118.477229,Santa Catalina,11,19,2019,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
796,Thu Oct 31 2019 11:19:33 GMT-0700 (PDT),10/31/19 0:00,481431,needs_id,"Upper Cape Reservoir Rd, , CA, US",33.37309167,-118.4048783,Santa Catalina,10,31,2019,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,Santa Catalina
797,Fri Feb 07 2020 10:09:37 GMT-0800 (PST),2/7/20 0:00,517693,research,"USC Wrigley Marine Science Center, CA, US",33.44487816,-118.4822859,Santa Catalina,2,7,2020,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
798,2020-02-07 2:52:17 PM PST,2/7/20 0:00,2571534,research,"Santa Catalina Island, California 90704, USA",33.44264893,-118.4827001,Santa Catalina,2,7,2020,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
799,Thu May 18 2017 04:57:13 GMT-0700 (PDT),5/18/17 0:00,91327,needs_id,"Los Angeles County, US-CA, US",33.39121637,-118.4403045,Santa Catalina,5,18,2017,,,,,Sphecidae,,,,Ammophila,,,Ammophila,Santa Catalina
800,Thu May 18 2017 04:19:14 GMT-0700 (PDT),5/18/17 0:00,91327,needs_id,"Los Angeles County, US-CA, US",33.30404747,-118.4081415,Santa Catalina,5,18,2017,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,Santa Catalina
801,2019/06/17 5:25 PM PDT,6/17/19 0:00,704502,needs_id,"Whites Landing Road, Santa Catalina Island, Los Angeles County, CA, USA",33.38793382,-118.3782203,Santa Catalina,6,17,2019,,,,,Ichneumonidae,,Cryptini,,,,,Cryptini,Santa Catalina
802,2020-02-28 5:19:14 PM PST,2/28/20 0:00,1680342,research,"Los Angeles County, US-CA, US",33.34885868,-118.3336539,Santa Catalina,2,28,2020,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,Santa Catalina
803,Fri Mar 27 2020 13:35:33 GMT-0700 (PDT),3/27/20 0:00,1512775,research,"Santa Catalina Island, Avalon, CA, US",33.34203454,-118.3253871,Santa Catalina,3,27,2020,,,,Anthophila,Apidae,,,,Bombus,,melanopygus,Bombus melanopygus,Santa Catalina
804,Fri Mar 27 2020 14:56:42 GMT-0700 (PDT),3/27/20 0:00,1512775,research,"Los Angeles County, US-CA, US",33.34879685,-118.3337289,Santa Catalina,3,27,2020,,,,Anthophila,Apidae,,,,Bombus,,melanopygus,Bombus melanopygus,Santa Catalina
805,2020-04-24 1:43:24 PM PDT,4/24/20 0:00,1502858,needs_id,"Avalon, CA 90704, USA",33.342187,-118.328226,Santa Catalina,4,24,2020,,,,Anthophila,Apidae,,,,Xylocopa,,,Xylocopa,Santa Catalina
806,2020-04-24 1:46:35 PM PDT,4/24/20 0:00,1502858,research,"Avalon, CA 90704, USA",33.34228197,-118.328252,Santa Catalina,4,24,2020,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
807,Sat Mar 21 2020 12:05:10 GMT-0700 (PDT),3/21/20 0:00,517693,research,"Santa Catalina Island, CA, US",33.44108577,-118.501404,Santa Catalina,3,21,2020,,,,Anthophila,Apidae,,,,Bombus,,melanopygus,Bombus melanopygus,Santa Catalina
808,Fri Jun 05 2020 12:31:07 GMT-0700 (PDT),6/5/20 0:00,1512775,needs_id,"Los Angeles County, US-CA, US",33.41211936,-118.4249593,Santa Catalina,6,5,2020,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,Santa Catalina
809,Sun Jun 21 2020 12:53:28 GMT-0700 (PDT),6/21/20 0:00,946460,needs_id,"Santa Catalina Island, CA, US",33.35076167,-118.3484333,Santa Catalina,6,21,2020,,,,Anthophila,Megachilidae,,,,Megachile,,policaris,Megachile policaris,Santa Catalina
810,Sun Jun 21 2020 11:35:58 GMT-0700 (PDT),6/21/20 0:00,946460,needs_id,"Santa Catalina Island, CA, US",33.36424402,-118.3720424,Santa Catalina,6,21,2020,,,,Anthophila,Halictidae,Halictinae,,,,,,Halictinae,Santa Catalina
811,Sun Jun 21 2020 10:24:36 GMT-0700 (PDT),6/21/20 0:00,946460,research,"Santa Catalina Island, CA, US",33.396275,-118.3973833,Santa Catalina,6,21,2020,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,Santa Catalina
812,Sun Jun 21 2020 13:14:27 GMT-0700 (PDT),6/21/20 0:00,946460,research,"Santa Catalina Island, Avalon, CA, US",33.34743833,-118.3351283,Santa Catalina,6,21,2020,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,Santa Catalina
813,Fri Jun 12 2020 18:19:19 GMT-0700 (PDT),6/12/20 0:00,152848,needs_id,"Santa Catalina Island, CA, US",33.32679833,-118.3613583,Santa Catalina,6,12,2020,,,,Anthophila,Apidae,,,,Nomada,,,Nomada,Santa Catalina
814,Fri Jun 12 2020 18:55:26 GMT-0700 (PDT),6/12/20 0:00,152848,needs_id,"Santa Catalina Island, CA, US",33.324995,-118.3725967,Santa Catalina,6,12,2020,,,,,Sphecidae,,,,Sceliphron,,caementarium,Sceliphron caementarium,Santa Catalina
815,Fri Jun 26 2020 14:09:14 GMT-0700 (PDT),6/26/20 0:00,946460,needs_id,"Santa Catalina Island, CA, US",33.44476333,-118.5279,Santa Catalina,6,26,2020,,,,Anthophila, ,,,,,,,Anthophila,Santa Catalina
816,Fri Jun 26 2020 12:14:57 GMT-0700 (PDT),6/26/20 0:00,946460,needs_id,"Santa Catalina Island, CA, US",33.44101333,-118.5259033,Santa Catalina,6,26,2020,,,,Anthophila, ,,,,,,,Anthophila,Santa Catalina
