id,observed_o,observed_1,time_obser,time_zone,user_id,user_login,created_at,updated_at,quality_gr,license,url,image_url,sound_url,tag_list,descriptio,num_identi,num_iden_1,oauth_appl,place_gues,latitude,longitude,ArcMap_IslandName,positional,public_pos,taxon_geop,coordinate,positionin,position_1,place_coun,species_gu,infraorder,suborder,superfamily,bee,family,subfamily,tribe,subtribe,genus ,subgenus,species,scientific,taxon_id,,
25012339,Sun May 12 2019 11:48:06 GMT-0700 (PDT),5/12/19 0:00,2019-05-12 18:48:06 UTC,Pacific Time (US & Canada),1688203,garydojo,2019-05-12 18:49:52 UTC,2020-10-08 21:18:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/25012339,https://inaturalist-open-data.s3.amazonaws.com/photos/38701810/medium.jpg?1557687003, , , ,2,0,3,"333 Wrigley Terrace Rd, Avalon, CA, US",33.34148833,-118.3239833,Santa Catalina,6,6, ,FALSE, , ,United States,Pacific Velvet Ant,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,119733,,
25195252,2019-05-15 11:58:26 AM PDT,5/15/19 0:00,2019-05-15 18:58:26 UTC,Pacific Time (US & Canada),392423,bjdion,2019-05-16 02:26:47 UTC,2019-05-20 05:34:39 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25195252,https://inaturalist-open-data.s3.amazonaws.com/photos/39001563/medium.jpeg?1557973609, , ,In Opuntia littoralis flower,1,0,2,"Los Angeles County, US-CA, US",33.38550319,-118.449628,Santa Catalina,16,16, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
25583702,Wed May 22 2019 06:06:06 GMT-0700 (PDT),5/22/19 0:00,2019-05-22 13:06:06 UTC,Pacific Time (US & Canada),24051,clifechris,2019-05-22 21:40:04 UTC,2021-01-01 17:44:23 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25583702,https://inaturalist-open-data.s3.amazonaws.com/photos/39642662/medium.jpg?1558561249, , , ,2,0,3,"Santa Catalina Island, , CA, US",33.45468,-118.5134883,Santa Catalina,5,5, ,FALSE, , ,United States,Campopleginae,,,,,Ichneumonidae,Campopleginae,,,,,,Campopleginae,338596,,
25640427,Thu May 23 2019 12:34:48 GMT-0700 (PDT),5/23/19 0:00,2019-05-23 19:34:48 UTC,Pacific Time (US & Canada),986533,georgesandpatricia,2019-05-23 21:43:50 UTC,2019-12-04 03:36:20 UTC,needs_id, ,https://www.inaturalist.org/observations/25640427,https://static.inaturalist.org/photos/39798575/medium.jpg?1558712742, , , ,0,0,3,"Los Angeles County, US-CA, US",33.36279513,-118.3597927,Santa Catalina,5,5, ,FALSE, , ,United States, ,,,,,Cynipidae,,,,,,,Cynipidae,55594,,
25641006,Thu May 23 2019 14:06:05 GMT-0700 (PDT),5/23/19 0:00,2019-05-23 21:06:05 UTC,Pacific Time (US & Canada),1372719,andrew517,2019-05-23 21:56:23 UTC,2019-05-23 21:57:09 UTC,needs_id, ,https://www.inaturalist.org/observations/25641006,https://static.inaturalist.org/photos/39737208/medium.jpg?1558648611, , ,Any ideas on what this is?,0,0,3,"Santa Catalina Island, , CA, US",33.36959667,-118.3483583,Santa Catalina,64,64, ,FALSE, , ,United States, ,,,Ichneumonoidea,, ,,,,,,,Ichneumonoidea,47200,,
25776906,Sat May 25 2019 13:12:05 GMT-0700 (PDT),5/25/19 0:00,2019-05-25 20:12:05 UTC,Pacific Time (US & Canada),592810,jaredburton,2019-05-26 01:03:11 UTC,2019-05-28 19:17:39 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/25776906,https://inaturalist-open-data.s3.amazonaws.com/photos/39959724/medium.jpg?1558832595, , , ,1,0,3,"Divide Rd, Avalon, CA, US",33.32140333,-118.3434667,Santa Catalina,5,5, ,FALSE, , ,United States,Dasymutilla aureola,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,119733,,
26019595,Wed May 29 2019 13:27:29 GMT-0700 (PDT),5/29/19 0:00,2019-05-29 20:27:29 UTC,Pacific Time (US & Canada),1511801,robynoutside,2019-05-29 20:29:11 UTC,2019-08-17 05:45:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26019595,https://inaturalist-open-data.s3.amazonaws.com/photos/40365293/medium.jpg?1559161771, , ,Possibly Lassioglossum sp.,1,0,3,"Krbt Station Rd, , CA, US",33.36191373,-118.3715257,Santa Catalina,10,10, ,FALSE, , ,United States,Metallic Sweat Bees,,,,Anthophila,Halictidae,,,,Lasioglossum,Dialictus,,Dialictus,126545,,
26098434,2019-05-29 2:59:43 PM MST,5/29/19 0:00,2019-05-29 20:59:43 UTC,Mountain Time (US & Canada),392423,bjdion,2019-05-31 04:19:35 UTC,2020-01-09 21:38:05 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26098434,https://inaturalist-open-data.s3.amazonaws.com/photos/40495669/medium.jpeg?1559276381, , ,On Malacothamnus fascicularis catalinensis,1,0,2,"Los Angeles County, US-CA, US",33.39329483,-118.3704717,Santa Catalina,9,9, ,FALSE, , ,United States,Western Honey Bee,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,47219,,
26098463,2019-05-29 2:58:03 PM MST,5/29/19 0:00,2019-05-29 20:58:03 UTC,Mountain Time (US & Canada),392423,bjdion,2019-05-31 04:20:10 UTC,2020-01-09 21:30:56 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26098463,https://inaturalist-open-data.s3.amazonaws.com/photos/40495711/medium.jpeg?1559276416, , ,On Malacothamnus fascicularis catalinensis,1,0,2,"Los Angeles County, US-CA, US",33.39317703,-118.3708191,Santa Catalina,0,0, ,FALSE,gps,gps,United States,Ochraceous Chimney Bee,,,,Anthophila,Apidae,,,,Diadasia,,ochracea,Diadasia ochracea,361448,,
26098466,2019-05-29 3:03:06 PM MST,5/29/19 0:00,2019-05-29 21:03:06 UTC,Mountain Time (US & Canada),392423,bjdion,2019-05-31 04:20:21 UTC,2020-01-09 21:29:37 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26098466,https://inaturalist-open-data.s3.amazonaws.com/photos/40495722/medium.jpeg?1559276427, , ,On Malacothamnus fascicularis catalinensis,2,0,2,"Los Angeles County, US-CA, US",33.39328499,-118.3706009,Santa Catalina,10,10, ,FALSE, , ,United States,Ochraceous Chimney Bee,,,,Anthophila,Apidae,,,,Diadasia,,ochracea,Diadasia ochracea,361448,,
26098653,2019-05-29 3:07:03 PM PDT,5/29/19 0:00,2019-05-29 22:07:03 UTC,Pacific Time (US & Canada),392423,bjdion,2019-05-31 04:25:55 UTC,2020-01-09 21:24:59 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26098653,https://inaturalist-open-data.s3.amazonaws.com/photos/40496059/medium.jpeg?1559276761, , ,On Malacothamnus fascicularis catalinensis,2,0,2,"Los Angeles County, US-CA, US",33.39326857,-118.3706662,Santa Catalina,7,7, ,FALSE, , ,United States,Ochraceous Chimney Bee,,,,Anthophila,Apidae,,,,Diadasia,,ochracea,Diadasia ochracea,361448,,
26098666,2019-05-29 3:13:08 PM PDT,5/29/19 0:00,2019-05-29 22:13:08 UTC,Pacific Time (US & Canada),392423,bjdion,2019-05-31 04:26:25 UTC,2020-01-09 21:28:02 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/26098666,https://inaturalist-open-data.s3.amazonaws.com/photos/40496097/medium.jpeg?1559276791, , ,On Malacothamnus fascicularis catalinensis,2,0,2,"Los Angeles County, US-CA, US",33.39332041,-118.3706995,Santa Catalina,9,9, ,FALSE, , ,United States,Ochraceous Chimney Bee,,,,Anthophila,Apidae,,,,Diadasia,,ochracea,Diadasia ochracea,361448,,
26198008,2010/03/01 4:45 AM CST,3/1/10 0:00,2010-03-01 10:45:00 UTC,Central Time (US & Canada),105431,shaunmichael,2019-06-01 19:25:47 UTC,2019-11-26 20:18:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26198008,https://static.inaturalist.org/photos/40657454/medium.jpeg?1559416605, , , ,2,0,0,"Los Angeles County, CA, USA",33.35637078,-118.4414529,Santa Catalina,4,4, ,FALSE, , ,United States,Ophion,,,,,Ichneumonidae,,,,Ophion,,,Ophion,47993,,
26198744,9/1/10,9/1/10 0:00, ,Central Time (US & Canada),105431,shaunmichael,2019-06-01 19:34:08 UTC,2021-01-19 06:04:51 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26198744,https://static.inaturalist.org/photos/40659094/medium.jpg?1559417539, , ,"Bumble bee, deposited in the Santa Barbara Natural History Museum in 2014",2,0,0,"Los Angeles County, CA, USA",33.37105717,-118.4802573,Santa Catalina,244,244, ,FALSE, , ,United States,Pyrobombus,,,,Anthophila,Apidae,,,,Bombus,Pyrobombus,,Pyrobombus,538900,,
26208233,Sat Jun 01 2019 15:00:43 GMT-0700 (PDT),6/1/19 0:00,2019-06-01 22:00:43 UTC,Pacific Time (US & Canada),315042,adrianejones,2019-06-01 22:06:29 UTC,2019-06-01 22:06:39 UTC,needs_id, ,https://www.inaturalist.org/observations/26208233,https://static.inaturalist.org/photos/40675287/medium.jpg?1559426795, , , ,0,0,3,"Santa Catalina Island, , CA, US",33.44066025,-118.4821195,Santa Catalina,5,5, ,FALSE, , ,United States, ,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
26213020,Sat Jun 01 2019 11:58:42 GMT-0700 (PDT),6/1/19 0:00,2019-06-01 18:58:42 UTC,Pacific Time (US & Canada),1688203,garydojo,2019-06-01 23:22:31 UTC,2019-08-17 05:43:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26213020,https://inaturalist-open-data.s3.amazonaws.com/photos/40683201/medium.jpg?1559431358, , , ,1,0,3,"Santa Catalina Island, , CA, US",33.38344167,-118.400955,Santa Catalina,7,7, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
26216318,2019-06-01 11:57:41 AM PDT,6/1/19 0:00,2019-06-01 18:57:41 UTC,Pacific Time (US & Canada),1502858,jeanshelton,2019-06-02 00:14:57 UTC,2020-09-12 03:00:44 UTC,needs_id, ,https://www.inaturalist.org/observations/26216318,https://static.inaturalist.org/photos/40689041/medium.jpeg?1559434613, , ,Carpenter bees/Xylocopa californica,3,1,2,"Santa Catalina Island, California 90704, USA",33.38343811,-118.401062,Santa Catalina,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
26217361,2019-06-01 11:40:38 AM PDT,6/1/19 0:00,2019-06-01 18:40:38 UTC,Pacific Time (US & Canada),1502858,jeanshelton,2019-06-02 00:33:44 UTC,2019-08-17 06:55:50 UTC,needs_id, ,https://www.inaturalist.org/observations/26217361,https://static.inaturalist.org/photos/40690966/medium.jpeg?1559435690, , ,Prickly Pear Cactus Blossoms,1,0,2,"Santa Catalina Island, California 90704, USA",33.38035584,-118.3979416,Santa Catalina,0,0, ,FALSE,gps,gps,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
26227721,Sat Jun 01 2019 16:05:29 GMT-0700 (PDT),6/1/19 0:00,2019-06-01 23:05:29 UTC,Pacific Time (US & Canada),1314623,abby_gm,2019-06-02 03:34:43 UTC,2019-06-02 03:34:54 UTC,needs_id, ,https://www.inaturalist.org/observations/26227721,https://static.inaturalist.org/photos/40708866/medium.jpg?1559446491, , , ,0,0,3,"Los Angeles County, US-CA, US",33.46846211,-118.5383978,Santa Catalina,48,48, ,FALSE, , ,United States, ,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
26275915,Sun Mar 24 2019 15:59:58 GMT-0400 (EDT),3/24/19 0:00,2019-03-24 19:59:58 UTC,Eastern Time (US & Canada),11480,mmnat,2019-06-02 20:28:14 UTC,2019-06-03 16:51:24 UTC,research, ,https://www.inaturalist.org/observations/26275915,https://static.inaturalist.org/photos/40786171/medium.jpg?1559507298, , , ,1,0,3,"Divide Rd, Avalon, CA, US",33.32308667,-118.3432217,Santa Catalina,10,10, ,FALSE, , ,United States,Dasymutilla aureola,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,119733,,
26365388,2019-06-03 6:51:44 PM PDT,6/3/19 0:00,2019-06-04 01:51:44 UTC,Pacific Time (US & Canada),1680342,ecozippertfb,2019-06-04 01:54:28 UTC,2019-06-04 02:16:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26365388,https://inaturalist-open-data.s3.amazonaws.com/photos/40934974/medium.jpeg?1559613270, , , ,1,0,2,"Avalon, CA 90704, USA",33.34453127,-118.3254801,Santa Catalina,65,65, ,FALSE, , ,United States,Western Honey Bee,,,,Anthophila,Apidae,,,,Apis,,mellifera,Apis mellifera,47219,,
26405749,Tue Jun 04 2019 11:35:05 GMT-0700 (PDT),6/4/19 0:00,2019-06-04 18:35:05 UTC,Pacific Time (US & Canada),1529544,avalon365,2019-06-04 21:05:37 UTC,2019-06-06 18:33:32 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26405749,https://inaturalist-open-data.s3.amazonaws.com/photos/41003661/medium.jpg?1559686355, , ,It is attached to the leafs leaving a pin hole into the leaf.,0,0,3,"Santa Catalina Island, , CA, US",33.36031558,-118.4092783,Santa Catalina,4038,4038, ,FALSE, , ,United States,Oak fungus,,,,,Cynipidae,,,,Andricus,,,Andricus,55596,,
26426300,Sun Jun 02 2019 13:07:30 GMT-0700 (PDT),6/2/19 0:00,2019-06-02 20:07:30 UTC,Pacific Time (US & Canada),442471,cnicholson12,2019-06-05 04:47:43 UTC,2019-06-06 21:57:35 UTC,needs_id, ,https://www.inaturalist.org/observations/26426300,https://static.inaturalist.org/photos/41034477/medium.jpg?1559710287, , , ,2,0,3,"Santa Catalina Island, , CA, US",33.373795,-118.355645,Santa Catalina,10,10, ,FALSE, , ,United States,Narrow-waisted Hymenopterans,,Apocrita,,, ,,,,,,,Apocrita,124417,,
26474306,2019-06-04 10:54:13 AM PDT,6/4/19 0:00,2019-06-04 17:54:13 UTC,Pacific Time (US & Canada),305051,kylegunther,2019-06-06 02:27:35 UTC,2019-06-07 02:12:05 UTC,needs_id, ,https://www.inaturalist.org/observations/26474306,https://static.inaturalist.org/photos/41113370/medium.jpeg?1559788066, , , ,1,0,2,"Santa Catalina Island, California 90704, USA",33.36823273,-118.4763641,Santa Catalina,0,0, ,FALSE,gps,gps,United States,Compsocryptus,,,,,Ichneumonidae,,,,Compsocryptus,,,Compsocryptus,250284,,
26475625,2019-06-04 12:20:43 PM PDT,6/4/19 0:00,2019-06-04 19:20:43 UTC,Pacific Time (US & Canada),305051,kylegunther,2019-06-06 03:04:12 UTC,2020-05-07 05:42:33 UTC,needs_id, ,https://www.inaturalist.org/observations/26475625,https://static.inaturalist.org/photos/41115997/medium.jpeg?1559790259, , , ,1,0,2,"Santa Catalina Island, California 90704, USA",33.36445999,-118.4644775,Santa Catalina,0,0, ,FALSE,gps,gps,United States,Crystalline Gall Wasp,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
26517285,Fri May 24 2019 09:17:26 GMT-0700 (PDT),5/24/19 0:00,2019-05-24 16:17:26 UTC,Pacific Time (US & Canada),1372719,andrew517,2019-06-06 21:44:10 UTC,2019-06-06 21:53:50 UTC,research, ,https://www.inaturalist.org/observations/26517285,https://static.inaturalist.org/photos/41182150/medium.jpg?1559857472, , , ,1,0,3,"Santa Catalina Island, , CA, US",33.36893333,-118.3480383,Santa Catalina,12,12, ,FALSE, , ,United States,Yellow-faced Bumble Bee,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,57689,,
27027625,2019-06-14 9:57:10 AM PDT,6/14/19 0:00,2019-06-14 16:57:10 UTC,Pacific Time (US & Canada),392423,bjdion,2019-06-15 16:07:39 UTC,2019-06-16 02:35:54 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/27027625,https://inaturalist-open-data.s3.amazonaws.com/photos/42009140/medium.jpeg?1560614867, , , ,1,0,2,"Los Angeles County, US-CA, US",33.32519981,-118.4527156,Santa Catalina,9,9, ,FALSE, , ,United States,Western Yellowjacket,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,61355,,
27135130,2019/06/05 4:43 PM HST,6/5/19 0:00,2019-06-06 02:43:00 UTC,Hawaii,280979,emshaph,2019-06-17 03:47:29 UTC,2019-06-17 19:14:45 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27135130,https://inaturalist-open-data.s3.amazonaws.com/photos/42187471/medium.jpg?1560742896, , , ,1,0,0,"Los Angeles County, CA, USA",33.46859661,-118.5383313,Santa Catalina,5,5, ,FALSE, , ,United States,Gall Wasps,,,,,Cynipidae,,,,,,,Cynipidae,55594,,
27178418,2019/06/16 3:01 PM PDT,6/16/19 0:00,2019-06-16 22:01:00 UTC,Pacific Time (US & Canada),1263262,sessilefielder,2019-06-17 22:17:22 UTC,2019-06-18 01:28:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27178418,https://static.inaturalist.org/photos/42259389/medium.jpg?1560809502, , , ,2,0,0,"Avalon, CA 90704, USA",33.33530556,-118.3160556,Santa Catalina,48,48, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
27180421,2019/06/16 3:44 PM PDT,6/16/19 0:00,2019-06-16 22:44:00 UTC,Pacific Time (US & Canada),1263262,sessilefielder,2019-06-17 22:55:40 UTC,2020-03-23 19:41:03 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27180421,https://static.inaturalist.org/photos/42261958/medium.png?1560811389, , , ,1,0,0,"Avalon, CA 90704, USA",33.33214167,-118.3168861,Santa Catalina,64,64, ,FALSE, , ,United States,Ichneumonid Wasps,,,,,Ichneumonidae,,,,,,,Ichneumonidae,47199,,
27548428,2019-06-23 1:44:50 PM PDT,6/23/19 0:00,2019-06-23 20:44:50 UTC,Pacific Time (US & Canada),392423,bjdion,2019-06-24 02:51:32 UTC,2019-06-24 04:16:57 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/27548428,https://inaturalist-open-data.s3.amazonaws.com/photos/42875062/medium.jpeg?1561344697, , , ,2,0,2,"Los Angeles County, US-CA, US",33.40540786,-118.4024471,Santa Catalina,10,10, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
27548454,2019-06-23 1:46:12 PM PDT,6/23/19 0:00,2019-06-23 20:46:12 UTC,Pacific Time (US & Canada),392423,bjdion,2019-06-24 02:52:08 UTC,2019-06-24 04:18:03 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/27548454,https://inaturalist-open-data.s3.amazonaws.com/photos/42875127/medium.jpeg?1561344733, , , ,2,0,2,"Los Angeles County, US-CA, US",33.40536078,-118.4023814,Santa Catalina,12,12, ,FALSE, , ,United States,Diadasia,,,,Anthophila,Apidae,,,,Diadasia,,,Diadasia,121512,,
27673578,Sat Jun 22 2019 10:12:40 GMT-0700 (PDT),6/22/19 0:00,2019-06-22 17:12:40 UTC,Pacific Time (US & Canada),152848,aaron_echols,2019-06-26 02:51:33 UTC,2019-07-02 05:28:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27673578,https://inaturalist-open-data.s3.amazonaws.com/photos/43081460/medium.jpg?1561517496, , , ,2,0,3,"Santa Catalina Island, , CA, US",33.38273038,-118.4728785,Santa Catalina,47,47, ,FALSE, , ,United States,Western Yellowjacket,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,61355,,
27708525,2019-06-24 11:04:34 AM PDT,6/24/19 0:00,2019-06-24 18:04:34 UTC,Pacific Time (US & Canada),392423,bjdion,2019-06-26 18:41:31 UTC,2019-07-26 02:55:56 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/27708525,https://inaturalist-open-data.s3.amazonaws.com/photos/43140520/medium.jpeg?1561574498, , ,On Quercus pacifica leaves,1,0,2,"Los Angeles County, US-CA, US",33.4121309,-118.4019243,Santa Catalina,10,10, ,FALSE, , ,United States,Crystalline Gall Wasp,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
27740729,Fri Jun 21 2019 11:42:19 GMT-0700 (PDT),6/21/19 0:00,2019-06-21 18:42:19 UTC,Pacific Time (US & Canada),152848,aaron_echols,2019-06-27 04:46:10 UTC,2019-06-27 06:57:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/27740729,https://inaturalist-open-data.s3.amazonaws.com/photos/43194204/medium.jpg?1561610774, , , ,1,0,3,"Los Angeles County, US-CA, US",33.324955,-118.4385383,Santa Catalina,32,32, ,FALSE, , ,United States,Crystalline Gall Wasp,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
27828385,Sun Jun 23 2019 14:44:50 GMT-0700 (PDT),6/23/19 0:00,2019-06-23 21:44:50 UTC,Pacific Time (US & Canada),152848,aaron_echols,2019-06-28 19:47:46 UTC,2019-06-29 13:03:40 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27828385,https://inaturalist-open-data.s3.amazonaws.com/photos/43338489/medium.jpg?1561751272, , , ,1,0,3,"Lower Jensen Hunting Rd, , CA, US",33.38676324,-118.4748232,Santa Catalina,47,47, ,FALSE, , ,United States,Cellophane Bees,,,,Anthophila,Colletidae,,,,Colletes,,,Colletes,127741,,
27828539,Sun Jun 23 2019 15:02:48 GMT-0700 (PDT),6/23/19 0:00,2019-06-23 22:02:48 UTC,Pacific Time (US & Canada),152848,aaron_echols,2019-06-28 19:50:42 UTC,2019-08-17 05:43:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27828539,https://inaturalist-open-data.s3.amazonaws.com/photos/43338756/medium.jpg?1561751445, , , ,1,0,3,"Ben Weston Beach, , CA, US",33.36780648,-118.4810714,Santa Catalina,33,33, ,FALSE, , ,United States,Texas Striped Sweat Bee,,,,Anthophila,Halictidae,,,,Agapostemon,,texanus,Agapostemon texanus,133797,,
27828735,Sun Jun 23 2019 15:03:10 GMT-0700 (PDT),6/23/19 0:00,2019-06-23 22:03:10 UTC,Pacific Time (US & Canada),152848,aaron_echols,2019-06-28 19:53:54 UTC,2019-06-30 03:32:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27828735,https://inaturalist-open-data.s3.amazonaws.com/photos/43339103/medium.jpg?1561751635, , , ,1,0,3,"Ben Weston Beach, , CA, US",33.36788775,-118.481095,Santa Catalina,109,109, ,FALSE, , ,United States,Potter and Mason Wasps,,,,,Vespidae,Eumeninae,,,,,,Eumeninae,119344,,
27926974,Tue Jun 04 2019 18:15:22 GMT-0700 (PDT),6/4/19 0:00,2019-06-05 01:15:22 UTC,Pacific Time (US & Canada),81668,monicatydlaska,2019-06-30 13:13:51 UTC,2021-04-15 03:00:19 UTC,research, ,https://www.inaturalist.org/observations/27926974,https://static.inaturalist.org/photos/43498653/medium.jpg?1561900438, , , ,2,0,3,"Middle Ranch Rd, , CA, US",33.355655,-118.4371717,Santa Catalina,5,5, ,FALSE, , ,United States,Crystalline Gall Wasp,,,,,Cynipidae,,,,Andricus,,crystallinus,Andricus crystallinus,155380,,
28124901,Wed Jul 03 2019 09:04:08 GMT-0700 (PDT),7/3/19 0:00,2019-07-03 16:04:08 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-03 17:06:10 UTC,2019-07-04 04:18:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28124901,https://static.inaturalist.org/photos/43821373/medium.jpg?1562174403, , , ,1,0,3,"Santa Catalina Island, , CA, US",33.35174167,-118.3615283,Santa Catalina,10,10, ,FALSE, , ,United States,Yellow-faced Bumble Bee,,,,Anthophila,Apidae,,,,Bombus,,vosnesenskii,Bombus vosnesenskii,57689,,
28125580,Wed Jul 03 2019 08:54:07 GMT-0700 (PDT),7/3/19 0:00,2019-07-03 15:54:07 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-03 17:20:27 UTC,2019-07-03 17:21:35 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/28125580,https://static.inaturalist.org/photos/43821488/medium.jpg?1562174470, , , ,0,0,3,"Trans Catalina Trail, , CA, US",33.35307167,-118.36325,Santa Catalina,5,5, ,FALSE, , ,United States, ,,,,,Formicidae,,,,Pogonomyrmex,,,Pogonomyrmex,69114,,
28157801,Wed Jun 26 2019 07:50:04 GMT-0700 (PDT),6/26/19 0:00,2019-06-26 14:50:04 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-04 04:28:51 UTC,2020-03-27 19:03:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/28157801,https://static.inaturalist.org/photos/43875063/medium.jpg?1562214542, , , ,2,0,3,"Santa Catalina Island, , CA, US",33.366245,-118.3574617,Santa Catalina,5,5, ,FALSE, , ,United States,Yellow-faced Bumble Bee,,,,Anthophila,Apidae,,,,Bombus,Pyrobombus,,Pyrobombus,538900,,
28211362,Thu Jul 04 2019 10:49:08 GMT-0700 (PDT),7/4/19 0:00,2019-07-04 17:49:08 UTC,Pacific Time (US & Canada),841826,enviroval,2019-07-05 02:07:20 UTC,2020-03-23 20:05:39 UTC,needs_id, ,https://www.inaturalist.org/observations/28211362,https://static.inaturalist.org/photos/44214374/medium.jpg?1562512330, , , ,1,0,3,"Los Angeles County, US-CA, US",33.32641842,-118.3404918,Santa Catalina,28,28, ,FALSE, , ,United States,Ichneumonid Wasps,,,,,Ichneumonidae,,,,Cryptina,,,Cryptina,639544,,
28253655,Sat Jun 22 2019 11:03:00 GMT-0700 (PDT),6/22/19 0:00,2019-06-22 18:03:00 UTC,Pacific Time (US & Canada),1512775,parisrebl,2019-07-05 21:28:50 UTC,2019-07-08 20:31:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28253655,https://inaturalist-open-data.s3.amazonaws.com/photos/44030521/medium.jpg?1562362133, , , ,1,0,3,"Catalina Airport, , CA, US",33.40299855,-118.4150566,Santa Catalina,5,5, ,FALSE, , ,United States,Dasymutilla aureola,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,119733,,
28457317,2019/07/05 11:01 AM PDT,7/5/19 0:00,2019-07-05 18:01:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-08 20:50:41 UTC,2019-07-10 01:42:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28457317,https://static.inaturalist.org/photos/44361835/medium.jpg?1562618866, , , ,1,0,0,"Los Angeles County, CA, USA",33.36893508,-118.3472768,Santa Catalina,0,0, ,FALSE, , ,United States,Dasymutilla aureola,,,,,Mutillidae,,,,Dasymutilla,,aureola,Dasymutilla aureola,119733,,
28457340,2019/07/05 9:51 PM PDT,7/5/19 0:00,2019-07-06 04:51:00 UTC,Pacific Time (US & Canada),86100,naturenate,2019-07-08 20:50:51 UTC,2019-07-09 23:06:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/28457340,https://static.inaturalist.org/photos/44361910/medium.jpg?1562618907, , , ,2,0,0,"Los Angeles, California, United States",33.36913536,-118.3484468,Santa Catalina,0,0, ,FALSE, , ,United States,Western Yellowjacket,,,,,Vespidae,,,,Vespula,,pensylvanica,Vespula pensylvanica,61355,,
