record,source,month_arabic,day_arabic,year,island,order,family,genus,acceptedGenus,specificEp,acceptedEpithet,scientificName,acceptedScientificName
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,11,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,12,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,10,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,4,4,2012,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,8,13,2010,Santa Catalina,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,1,1982,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,1975,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,0,1976,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,1976,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,11,1960,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,1975,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,20,1989,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,0,1976,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,1,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,8,1981,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,21,1978,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,5,13,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,5,21,1973,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,5,13,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,8,1981,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,13,1989,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,1975,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,13,1989,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,8,1981,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,30,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,13,1989,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,8,12,1939,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,5,13,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,7,13,1989,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,6,30,1983,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,18,1975,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,21,1992,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,31,1980,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,30,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,30,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,10,31,1980,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Cal-IBIS,9,23,1979,Santa Cruz,Hymenoptera,Vespidae,Vespula,Vespula,pensylvanica,pensylvanica,Vespula pensylvanica,Vespula pensylvanica
occurrence,Bohart,5,12,1973,San Clemente,Hymenoptera,Apidae,Anthophora,Anthophora,urbana,urbana,Anthophora urbana catalinae,Anthophora urbana catalinae
occurrence,Bohart,5,12,1973,San Clemente,Hymenoptera,Apidae,Diadasia,Diadasia,rinconis,rinconis,Diadasia rinconis,Diadasia rinconis
occurrence,Bohart,5,4,1978,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,4,1978,Santa Catalina,Hymenoptera,Apidae,Ceratina,Ceratina,nanula,nanula,Ceratina nanula,Ceratina nanula
occurrence,Bohart,5,4,1978,Santa Catalina,Hymenoptera,Apidae,Ceratina,Ceratina,nanula,nanula,Ceratina nanula,Ceratina nanula
occurrence,Bohart,5,4,1978,Santa Catalina,Hymenoptera,Apidae,Eucera,Eucera,lunata,lunata,Eucera lunata,Eucera lunata
occurrence,Bohart,8,24,1981,Santa Catalina,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus,Colletes hyalinus
occurrence,Bohart,8,24,1981,Santa Catalina,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus,Colletes hyalinus
occurrence,Bohart,8,24,1981,Santa Catalina,Hymenoptera,Colletidae,Hylaeus,Hylaeus,polifolii,polifolii,Hylaeus polifolii catalinensis,Hylaeus polifolii catalinensis
occurrence,Bohart,8,24,1981,Santa Catalina,Hymenoptera,Halictidae,Augochlorella,Augochlorella,pomoniella,pomoniella,Augochlorella pomoniella,Augochlorella pomoniella
occurrence,Bohart,3,23,1938,Santa Catalina,Hymenoptera,Apidae,Eucera,Eucera,cordleyi,cordleyi,Eucera cordleyi,Eucera cordleyi
occurrence,Bohart,3,25,1938,Santa Catalina,Hymenoptera,Apidae,Eucera,Eucera,cordleyi,cordleyi,Eucera cordleyi,Eucera cordleyi
occurrence,Bohart,6,22,1978,San Nicolas,Hymenoptera,Apidae,Anthophora,Anthophora,urbana,urbana,Anthophora urbana clementina,Anthophora urbana clementina
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Apidae,Anthophora,Anthophora,californica,californica,Anthophora californica,Anthophora californica
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Apidae,Anthophora,Anthophora,californica,californica,Anthophora californica,Anthophora californica
occurrence,Bohart,6,5,1978,Santa Rosa,Hymenoptera,Apidae,Anthophora,Anthophora,californica,californica,Anthophora californica,Anthophora californica
occurrence,Bohart,8,8,1980,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,8,8,1980,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,5,2,1978,Santa Catalina,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus,Colletes hyalinus
occurrence,Bohart,5,2,1978,Santa Catalina,Hymenoptera,Colletidae,Colletes,Colletes,hyalinus,hyalinus,Colletes hyalinus,Colletes hyalinus
occurrence,Bohart,5,2,1978,Santa Catalina,Hymenoptera,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,8,8,1980,Santa Catalina,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,8,8,1980,Santa Catalina,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,megastictum,megastictus,Lasioglossum megastictum,Lasioglossum megastictus
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Apidae,Apis,Apis,mellifera,mellifera,Apis mellifera,Apis mellifera
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Colletidae,Hyalinus,Colletes,gaudialis,hylainus gaudialis,Hyalinus gaudialis,Colletes hylainus gaudialis 
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Halictidae,Agapostemon,Agapostemon,texanus,texanus,Agapostemon texanus,Agapostemon texanus
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,6,30,1978,Santa Catalina,Hymenoptera,Halictidae,Halictus,Halictus,tripartitus,tripartitus,Halictus tripartitus,Halictus tripartitus
occurrence,Bohart,6,28,1978,Santa Catalina,Hymenoptera,Halictidae,Lasioglossum,Lasioglossum,californiae,californiae,Lasioglossum californiae,Lasioglossum californiae
