source,month,year,island,acceptedOrder,acceptedFamily,acceptedGenus,acceptedName,latitude,longitude
iNaturalist,12,2019,NA,Stylommatophora,Vertiginidae,Vertigo,Vertigo clementina,33.38479782,-119.5055094
iNaturalist,3,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82803584,-118.5453537
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89845082,-118.5156537
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.01279674,-118.5520436
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.00425017,-118.471081
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99407222,-118.5484861
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9586647,-118.4638727
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81601712,-118.4492726
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.86578435,-118.5789587
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81774768,-118.4795228
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88572323,-118.4897158
iNaturalist,6,2021,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97486809,-118.4085291
iNaturalist,7,2021,San Nicolas,Stylommatophora,Helminthoglyptidae,NA,NA,33.25983773,-119.4907132
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88081737,-118.5944509
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99690538,-118.4645253
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85212412,-118.5931991
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9100591,-118.5783671
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.90272491,-118.4690254
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80097819,-118.4445243
iNaturalist,1,2017,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93864839,-118.5191546
iNaturalist,1,2017,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85492118,-118.5404161
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.00590489,-118.5573013
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94710909,-118.5371899
iNaturalist,9,2017,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96398382,-118.5036888
iNaturalist,5,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89309113,-118.5245199
iNaturalist,10,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80466969,-118.4476513
iNaturalist,12,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89171983,-118.523011
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84943197,-118.4426473
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81700373,-118.5130507
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82650641,-118.5836929
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97837795,-118.426065
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98016788,-118.4074935
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.01497702,-118.4473115
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.02707843,-118.4808349
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85015249,-118.599591
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92523817,-118.539528
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87372817,-118.5772436
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94301265,-118.4018885
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81782006,-118.5415881
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96654365,-118.5632289
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.95254885,-118.56422
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9088018,-118.4446159
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87569163,-118.4411606
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89984318,-118.4865849
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92663168,-118.4687917
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.8048079,-118.5547017
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87857272,-118.5250634
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97471295,-118.4227654
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82713376,-118.5709766
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88193326,-118.5332556
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82807228,-118.4852955
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84298451,-118.5551544
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83046664,-118.4508798
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.8761243,-118.4049245
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.8293903,-118.5765859
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96664387,-118.5573426
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99449994,-118.5561594
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92359367,-118.5581215
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92134351,-118.5232911
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80117609,-118.4245429
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92505385,-118.4668994
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91519791,-118.4243732
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83122428,-118.5727656
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89276795,-118.4974037
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94087106,-118.4104378
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84614466,-118.535628
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89075224,-118.4101972
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94483279,-118.5441526
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98788464,-118.4551769
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87331414,-118.4522937
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94380135,-118.5260429
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94879389,-118.5681495
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.90070861,-118.5331868
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97857594,-118.5111151
iNaturalist,4,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84566771,-118.4943398
iNaturalist,5,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94863441,-118.4842553
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82289311,-118.585143
iNaturalist,7,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9064961,-118.5355191
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94776865,-118.4049726
iNaturalist,7,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80183525,-118.4679559
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91975279,-118.4584755
iNaturalist,8,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.08951485,-118.57492
iNaturalist,8,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80153841,-118.5644418
iNaturalist,11,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80104502,-118.453814
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99152602,-118.4521169
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93033604,-118.5637242
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.09265665,-118.5306407
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83959745,-118.438901
iNaturalist,12,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.830471,-118.414523
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91766695,-118.5472391
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.05285594,-118.4990492
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84178048,-118.5593616
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88816361,-118.4372301
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89271102,-118.4654154
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80806011,-118.4385434
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97089614,-118.4850188
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94117841,-118.5059981
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89194274,-118.5432168
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88212905,-118.5750321
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94979886,-118.4648584
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89920559,-118.4395552
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87637447,-118.555422
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.90306224,-118.4290752
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83716561,-118.4953864
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82719637,-118.5176915
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.11574427,-118.557234
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.09304493,-118.5169654
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97608069,-118.4329209
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96396409,-118.4678849
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93255118,-118.5100157
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87372508,-118.4132754
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92904998,-118.4352219
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94544705,-118.5745921
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.06429144,-118.5285512
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98976095,-118.4883245
iNaturalist,1,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93486876,-118.4296154
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.08795276,-118.5100249
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.01517969,-118.4451537
iNaturalist,2,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.09710697,-118.6246335
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92296929,-118.5478044
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.90253265,-118.4518024
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84525704,-118.4074381
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87826192,-118.5988533
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92751532,-118.56044
iNaturalist,3,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97569543,-118.5279444
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.86459162,-118.5515382
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93664479,-118.4348808
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98516766,-118.4104925
iNaturalist,6,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91151323,-118.4416127
iNaturalist,12,2020,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9217785,-118.4644682
iNaturalist,1,2021,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83038954,-118.5582984
iNaturalist,1,2021,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82349934,-118.4060642
iNaturalist,3,2021,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98712289,-118.5842144
iNaturalist,2,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.19431999,-118.4388212
iNaturalist,2,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.0781643,-118.4027471
iNaturalist,2,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.17050121,-118.5993061
iNaturalist,NA,NA,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.16777533,-118.5287918
iNaturalist,3,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.05525645,-118.4120423
iNaturalist,3,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,32.90438293,-118.2770808
iNaturalist,4,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.1413789,-118.4281166
iNaturalist,4,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.12601433,-118.5076967
iNaturalist,4,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.07227033,-118.4408199
iNaturalist,12,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.14805245,-118.5436151
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.142558,-118.5935495
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.15671567,-118.7021663
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.17395997,-118.5476188
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.10778301,-118.476066
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.06882172,-118.4317223
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.11235058,-118.4822828
iNaturalist,1,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.19491548,-118.5343125
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.09084791,-118.4079981
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.18185758,-118.5586269
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.12420066,-118.4266845
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.14358007,-118.4651985
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.17813232,-118.4047479
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.16921045,-118.4204891
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.04396275,-118.4425695
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.02128898,-118.7975197
iNaturalist,2,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.12881357,-118.6741225
iNaturalist,3,2020,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,32.93084043,-118.3182519
iNaturalist,6,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.11245746,-118.4541474
iNaturalist,5,2021,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta intercisa,33.11959711,-118.4700787
iNaturalist,NA,NA,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.32235286,-118.3646827
iNaturalist,NA,NA,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.34775872,-118.2566726
iNaturalist,8,2016,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.28141687,-118.2590981
iNaturalist,6,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.35020757,-118.2461699
iNaturalist,12,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.36720266,-118.4692945
iNaturalist,12,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.46153643,-118.5728599
iNaturalist,12,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.36082799,-118.5390845
iNaturalist,12,2017,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.36378411,-118.5844848
iNaturalist,3,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.53471755,-118.4645587
iNaturalist,3,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.31008735,-118.4168697
iNaturalist,4,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.24738468,-118.4748945
iNaturalist,4,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.35439195,-118.4040254
iNaturalist,4,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.26886177,-118.4834437
iNaturalist,5,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.23901554,-118.2557289
iNaturalist,6,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.40691295,-118.4784064
iNaturalist,9,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.34103638,-118.3630939
iNaturalist,10,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.4466086,-118.5403492
iNaturalist,12,2018,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.33612196,-118.2052575
iNaturalist,3,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.42283055,-118.5347918
iNaturalist,4,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.54631652,-118.5880264
iNaturalist,7,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.29186975,-118.4633411
iNaturalist,9,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.24310583,-118.4398985
iNaturalist,10,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.5159935,-118.547905
iNaturalist,10,2019,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.30543956,-118.2707193
iNaturalist,NA,NA,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.22496666,-118.3000637
iNaturalist,4,2021,Santa Catalina,Stylommatophora,Helminthoglyptidae,NA,NA,33.30928196,-118.5615275
iNaturalist,8,2015,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.59176463,-118.5151983
iNaturalist,11,2017,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.55634367,-118.4712259
iNaturalist,1,2018,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.58552227,-118.280539
iNaturalist,3,2018,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.52084229,-118.4086785
iNaturalist,4,2018,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.25862875,-118.2195304
iNaturalist,8,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.59233017,-118.4313741
iNaturalist,9,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.56605022,-118.5616221
iNaturalist,10,2019,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.56585747,-118.4522987
iNaturalist,4,2021,NA,Stylommatophora,Xanthonychidae,Xerarionta,Xerarionta kellettii,33.59897643,-118.493025
iNaturalist,12,2016,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.84249539,-118.4549798
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.04191632,-118.4985624
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96519429,-118.5303679
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89083351,-118.5168693
iNaturalist,9,2017,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.8352764,-118.5716673
iNaturalist,3,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.96819807,-118.5454652
iNaturalist,5,2018,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91319726,-118.5964694
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94395699,-118.5322463
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89898048,-118.5234485
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.95734528,-118.5811241
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87121424,-118.4250767
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81935289,-118.5094866
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89809433,-118.596593
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97189908,-118.4174319
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,33.01583055,-118.4574805
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.89190748,-118.4101967
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9418838,-118.5889522
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97120427,-118.5827883
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.95590426,-118.526903
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91965233,-118.48296
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97465636,-118.5528018
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92890849,-118.5745705
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.97475502,-118.5836837
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88558301,-118.4901052
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94167976,-118.5417298
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.81103703,-118.5922723
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87111276,-118.4959086
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93317392,-118.4895323
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.87133699,-118.4389707
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9274311,-118.5477251
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94222315,-118.5671296
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.90432355,-118.5145555
iNaturalist,2,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.93573736,-118.5977235
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.91323711,-118.506691
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.94237267,-118.4168234
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.83532015,-118.4027157
iNaturalist,1,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9138963,-118.5690068
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.85660175,-118.5536877
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.98164345,-118.4133114
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.9474298,-118.5405887
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80848086,-118.5717172
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.80931181,-118.505763
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.92802247,-118.5303401
iNaturalist,NA,NA,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.82323792,-118.4613689
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.88516889,-118.3811846
iNaturalist,3,2019,San Clemente,Stylommatophora,Helminthoglyptidae,NA,NA,32.99461795,-118.4891293
