source,id,observed_on_string,observed_on,time_observed_at_split,year,month,day,time_observed_at_split2,time_observed_at_split3,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_phylum_name,taxon_class_name,acceptedOrder,acceptedFamily,acceptedGenus,acceptedName
iNaturalist,25297220,2019/03/25 5:39 PM PDT,3/25/2019 0:00,3/26/2019,2019,3,26,3:39:00,300,Pacific Time (US & Canada),195291,stephanomeria,2019-05-18 06:31:32 +0300,2020-05-03 21:07:10 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/25297220,https://inaturalist-open-data.s3.amazonaws.com/photos/39166454/medium.jpeg?1558149201,,,,3,0,FALSE,,Grove Canyon,San Clemente,32.87903608,-118.4345851,169,169,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Striatura,Striatura,,Mollusca,171814,Mollusca,Gastropoda,,Gastrodontidae,,
iNaturalist,38662629,2/13/2020,2/13/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-02-15 11:15:10 +0300,2021-03-09 09:45:59 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38662629,https://inaturalist-open-data.s3.amazonaws.com/photos/61479933/medium.jpeg?1581753152,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.87548705,-118.4823154,129,129,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Striatura,Striatura,,Mollusca,171814,Mollusca,Gastropoda,,Gastrodontidae,,
iNaturalist,39394390,2020/02/23 1:40 PM PST,2/23/2020 0:00,2/24/2020,2020,2,24,0:40:00,300,Pacific Time (US & Canada),12809,cedric_lee,2020-03-01 10:35:54 +0300,2020-05-03 21:06:32 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39394390,https://inaturalist-open-data.s3.amazonaws.com/photos/62487580/medium.jpeg?1583041730,,,,2,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.84200116,-118.4422543,173,173,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Striatura,Striatura,,Mollusca,171814,Mollusca,Gastropoda,,Gastrodontidae,,
iNaturalist,39395980,2020/02/24 1:03 PM PST,2/24/2020 0:00,2/25/2020,2020,2,25,0:03:00,300,Pacific Time (US & Canada),12809,cedric_lee,2020-03-01 11:51:23 +0300,2020-05-03 21:06:20 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39395980,https://inaturalist-open-data.s3.amazonaws.com/photos/62494511/medium.jpeg?1583048961,,,,1,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,32.86937726,-118.4314459,177,177,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Striatura,Striatura,,Mollusca,171814,Mollusca,Gastropoda,,Gastrodontidae,,
iNaturalist,22545156,4/11/2019 14:25,4/11/2019 0:00,4/12/2019,2019,4,12,0:25:00,300,Pacific Time (US & Canada),6971,silversea_starsong,2019-04-16 07:45:05 +0300,2021-02-26 05:56:34 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/22545156,https://inaturalist-open-data.s3.amazonaws.com/photos/114035779/medium.jpeg?1614308168,,,,4,0,FALSE,,"Santa Barbara County, CA, USA",Santa Cruz,34.00377167,-119.7595833,,,,,FALSE,,,,Santa Barbara,California,United States,California,Santa Barbara,Striatura,Striatura,,Mollusca,171814,Mollusca,Gastropoda,,Gastrodontidae,,
iNaturalist,21816793,2019/03/26 10:00 AM PDT,3/26/2019 0:00,3/26/2019,2019,3,26,20:00:00,300,Pacific Time (US & Canada),12809,cedric_lee,2019-03-31 08:34:57 +0300,2020-04-24 01:35:47 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/21816793,https://inaturalist-open-data.s3.amazonaws.com/photos/33795839/medium.jpeg?1554008966,,,probably Micrarionta,1,0,FALSE,,"California, US",San Clemente,32.94604852,-118.5268675,15,29039,obscured,,TRUE,,,,Los Angeles,California,United States,California,Los Angeles,Common Land Snails and Slugs,Stylommatophora,Common Land Snails and Slugs,Mollusca,47485,Mollusca,Gastropoda,,,,
iNaturalist,37914409,Thu Jan 23 2020 10:26:08 GMT-0800 (PST),1/23/2020 0:00,1/23/2020,2020,1,23,21:26:08,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-24 16:27:12 +0300,2020-02-28 01:39:37 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/37914409,https://inaturalist-open-data.s3.amazonaws.com/photos/60179378/medium.jpg?1579872459,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,33.00179614,-118.557622,8,8,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Stylommatophora,Common Land Snails and Slugs,Mollusca,47485,Mollusca,Gastropoda,,,,
iNaturalist,90432855,Sun Aug 08 2021 11:59:23 GMT-0700 (PDT),8/8/2021 0:00,8/8/2021,2021,8,8,21:59:23,300,Pacific Time (US & Canada),676484,linarose,2021-08-08 21:59:58 +0300,2021-08-08 22:00:50 +0300,needs_id,,https://www.inaturalist.org/observations/90432855,https://static.inaturalist.org/photos/149461238/medium.jpg?1628449214,,,,0,0,FALSE,3,"Santa Catalina Island, CA, US",Santa Catalina,33.42828747,-118.4954392,11,11,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,,Stylommatophora,Common Land Snails and Slugs,Mollusca,47485,Mollusca,Gastropoda,,,,
iNaturalist,38109824,Mon Jan 27 2020 12:19:28 GMT-0800 (PST),1/27/2020 0:00,1/27/2020,2020,1,27,23:19:28,300,Pacific Time (US & Canada),12809,cedric_lee,2020-01-30 07:00:49 +0300,2021-06-11 22:30:17 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38109824,https://inaturalist-open-data.s3.amazonaws.com/photos/60521888/medium.jpg?1580356895,,,,0,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.94845415,-118.5322166,12,12,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,38194299,2020/01/26 11:19 AM PST,1/26/2020 0:00,1/26/2020,2020,1,26,22:19:00,300,Pacific Time (US & Canada),12809,cedric_lee,2020-02-02 00:32:37 +0300,2021-06-11 22:30:18 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38194299,https://inaturalist-open-data.s3.amazonaws.com/photos/60660171/medium.jpeg?1580586842,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,33.0257768,-118.5719494,31,31,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583008,2/21/2020,2/21/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:38 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583008,https://inaturalist-open-data.s3.amazonaws.com/photos/62811770/medium.jpeg?1583439492,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.871,-118.448,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583009,2/20/2020,2/20/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:38 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583009,https://inaturalist-open-data.s3.amazonaws.com/photos/62811798/medium.jpeg?1583439512,,,,0,0,FALSE,,"Channel Islands, California, USA",San Clemente,33.023,-118.595,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583010,2/26/2020,2/26/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:38 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583010,https://inaturalist-open-data.s3.amazonaws.com/photos/62811834/medium.jpeg?1583439540,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.897,-118.525,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583011,1/31/2020,1/31/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:42 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583011,https://inaturalist-open-data.s3.amazonaws.com/photos/62811855/medium.jpeg?1583439556,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.996787,-118.549527,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583012,2/13/2020,2/13/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:43 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583012,https://inaturalist-open-data.s3.amazonaws.com/photos/62811877/medium.jpeg?1583439571,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.887,-118.484,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583013,2/20/2020,2/20/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:43 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583013,https://inaturalist-open-data.s3.amazonaws.com/photos/62811891/medium.jpeg?1583439581,,,,0,0,FALSE,,"Channel Islands, California, USA",San Clemente,33.023,-118.595,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583014,2/21/2020,2/21/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:46 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583014,https://inaturalist-open-data.s3.amazonaws.com/photos/62811917/medium.jpeg?1583439597,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.873,-118.447,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583015,2/21/2020,2/21/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:47 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583015,https://inaturalist-open-data.s3.amazonaws.com/photos/62811947/medium.jpeg?1583439619,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.873,-118.447,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583017,2/21/2020,2/21/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:49 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583017,https://inaturalist-open-data.s3.amazonaws.com/photos/62811972/medium.jpeg?1583439642,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.873,-118.447,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583021,2/19/2020,2/19/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:51 +0300,2021-03-09 09:46:05 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583021,https://inaturalist-open-data.s3.amazonaws.com/photos/62811999/medium.jpeg?1583439668,,,,0,0,FALSE,,"Channel Islands, California, USA",San Clemente,33.024,-118.59,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583022,2/20/2020,2/20/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:51 +0300,2021-03-09 09:46:06 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583022,https://inaturalist-open-data.s3.amazonaws.com/photos/62812019/medium.jpeg?1583439689,,,,0,0,FALSE,,"Los Angeles County, CA, USA",San Clemente,33.0214705,-118.5952141,42,42,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,39583026,2/20/2020,2/20/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-05 23:28:54 +0300,2021-03-09 09:46:06 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39583026,https://inaturalist-open-data.s3.amazonaws.com/photos/62812038/medium.jpeg?1583439705,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.9,-118.471,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40057357,2/22/2020,2/22/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-16 03:39:27 +0300,2021-03-09 09:46:06 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40057357,https://inaturalist-open-data.s3.amazonaws.com/photos/63618398/medium.jpg?1584319616,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.901,-118.47,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40057358,2/22/2020,2/22/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-16 03:39:28 +0300,2021-03-09 09:46:06 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40057358,https://inaturalist-open-data.s3.amazonaws.com/photos/63617600/medium.jpeg?1584319126,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.898,-118.471,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40115849,1/26/2020,1/26/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-17 07:19:09 +0300,2020-03-17 07:51:10 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40115849,https://inaturalist-open-data.s3.amazonaws.com/photos/63717857/medium.jpeg?1584418706,,,,0,0,FALSE,,"Unnamed Road, California, USA",San Clemente,33.025,-118.574,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172594,1/24/2020,1/24/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:00 +0300,2020-03-18 18:52:50 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172594,https://inaturalist-open-data.s3.amazonaws.com/photos/63811886/medium.jpeg?1584525497,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,33.001,-118.553,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172595,1/23/2020,1/23/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:01 +0300,2020-03-18 18:52:44 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172595,https://inaturalist-open-data.s3.amazonaws.com/photos/63811912/medium.jpeg?1584525531,,,,1,0,FALSE,,"Unnamed Road, CA, USA",San Clemente,33.0018,-118.5559,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172596,2/8/2020,2/8/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:01 +0300,2020-03-18 18:52:38 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172596,https://inaturalist-open-data.s3.amazonaws.com/photos/63811925/medium.jpeg?1584525554,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,33.0195,-118.573,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172597,2/20/2020,2/20/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:04 +0300,2020-03-18 18:52:33 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172597,https://inaturalist-open-data.s3.amazonaws.com/photos/63811948/medium.jpeg?1584525588,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,33.028,-118.602,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172598,1/31/2020,1/31/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:04 +0300,2021-01-13 08:48:11 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172598,https://inaturalist-open-data.s3.amazonaws.com/photos/63811968/medium.jpeg?1584525623,,,,2,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.997,-118.549,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172599,2/7/2020,2/7/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:04 +0300,2020-03-18 18:52:21 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172599,https://inaturalist-open-data.s3.amazonaws.com/photos/63811981/medium.jpeg?1584525650,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,33.001,-118.567,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172603,1/28/2020,1/28/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:08 +0300,2020-03-18 18:52:16 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172603,https://inaturalist-open-data.s3.amazonaws.com/photos/63811996/medium.jpeg?1584525681,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.947,-118.535,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172604,2/7/2020,2/7/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:08 +0300,2020-03-18 18:52:11 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172604,https://inaturalist-open-data.s3.amazonaws.com/photos/63812013/medium.jpeg?1584525712,,,,1,0,FALSE,,"Channel Islands, California, USA",San Clemente,33.0214,-118.5798,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172605,2/26/2020,2/26/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:08 +0300,2020-03-18 18:52:06 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172605,https://inaturalist-open-data.s3.amazonaws.com/photos/63812030/medium.jpeg?1584525744,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.897,-118.525,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172606,2/26/2020,2/26/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:11 +0300,2020-03-18 18:52:01 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172606,https://inaturalist-open-data.s3.amazonaws.com/photos/63812042/medium.jpeg?1584525767,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.897,-118.525,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172607,2/21/2020,2/21/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:11 +0300,2020-03-18 18:51:55 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172607,https://inaturalist-open-data.s3.amazonaws.com/photos/63812062/medium.jpeg?1584525799,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.873,-118.447,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,40172608,2/22/2020,2/22/2020 0:00,,,,,,,Pacific Time (US & Canada),12809,cedric_lee,2020-03-18 13:16:11 +0300,2020-03-18 18:51:48 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40172608,https://inaturalist-open-data.s3.amazonaws.com/photos/63812080/medium.jpeg?1584525830,,,,1,0,FALSE,,"Unnamed Road, California, USA",San Clemente,32.901,-118.47,,,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Succinea,Succinea,,Mollusca,92304,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,20345443,Tue Feb 05 2019 11:02:29 GMT-0800 (PST),2/5/2019 0:00,2/5/2019,2019,2,5,22:02:29,300,Pacific Time (US & Canada),1474963,stephlbartlett,2019-02-14 19:50:18 +0300,2020-02-27 21:33:50 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20345443,https://inaturalist-open-data.s3.amazonaws.com/photos/31415432/medium.jpg?1550163023,,,,2,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.918764,-118.540278,200,200,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,20368154,Fri Feb 15 2019 08:19:36 GMT-0800 (PST),2/15/2019 0:00,2/15/2019,2019,2,15,19:19:36,300,Pacific Time (US & Canada),266196,shrike2,2019-02-15 21:50:11 +0300,2020-02-25 00:38:47 +0300,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/20368154,https://static.inaturalist.org/photos/31452316/medium.jpg?1550256656,,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,33.00215185,-118.5562581,5,5,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,20368432,Fri Feb 15 2019 08:37:59 GMT-0800 (PST),2/15/2019 0:00,2/15/2019,2019,2,15,19:37:59,300,Pacific Time (US & Canada),266196,shrike2,2019-02-15 22:03:42 +0300,2020-02-25 00:38:56 +0300,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/20368432,https://static.inaturalist.org/photos/31452731/medium.jpg?1550257471,,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,33.00220567,-118.5563442,19,19,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,20464491,Mon Feb 18 2019 09:42:52 GMT-0800 (PST),2/18/2019 0:00,2/18/2019,2019,2,18,20:42:52,300,Pacific Time (US & Canada),1474963,stephlbartlett,2019-02-19 00:28:58 +0300,2020-02-27 21:33:14 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/20464491,https://inaturalist-open-data.s3.amazonaws.com/photos/31589012/medium.jpg?1550525341,,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.91413833,-118.4846883,5,5,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,21094598,Sat Mar 09 2019 13:58:51 GMT-0800 (PST),3/9/2019 0:00,3/10/2019,2019,3,10,0:58:51,300,Pacific Time (US & Canada),266196,shrike2,2019-03-10 02:22:27 +0300,2020-02-25 00:39:35 +0300,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/21094598,https://static.inaturalist.org/photos/32599202/medium.jpg?1552173770,,,,2,0,FALSE,3,"Los Angeles County, US-CA, US",San Clemente,32.86756434,-118.4567121,5,5,,,FALSE,,,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,21230937,2019-03-06 3:06:41 PM PST,3/6/2019 0:00,3/7/2019,2019,3,7,2:06:41,300,Pacific Time (US & Canada),34488,pileated,2019-03-14 18:27:31 +0300,2020-04-23 21:20:33 +0300,needs_id,CC-BY,https://www.inaturalist.org/observations/21230937,https://inaturalist-open-data.s3.amazonaws.com/photos/32820679/medium.jpg?1552577252,,,,2,0,FALSE,2,"Los Angeles County, US-CA, US",San Clemente,32.99835968,-118.5529099,,,,,FALSE,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
iNaturalist,21350803,2019-03-06 4:10:47 PM PST,3/6/2019 0:00,,,,,,,Pacific Time (US & Canada),34488,pileated,2019-03-18 09:05:35 +0300,2020-04-23 21:20:57 +0300,needs_id,CC-BY,https://www.inaturalist.org/observations/21350803,https://inaturalist-open-data.s3.amazonaws.com/photos/33022449/medium.jpg?1552889137,,,,1,0,FALSE,2,"Unnamed Road, California, USA",San Clemente,33.00235773,-118.5543435,176,176,,,FALSE,gps,gps,,Los Angeles,California,United States,California,Los Angeles,Amber Snails,Succineidae,Amber Snails,Mollusca,86090,Mollusca,Gastropoda,Stylommatophora,Succineidae,,
