"","id","observed_o","month","year","observed_1","time_obser","time_zone","user_id","user_login","created_at","updated_at","quality_gr","license","url","image_url","sound_url","tag_list","descriptio","num_identi","num_iden_1","captive_cu","oauth_appl","place_gues","island","latitude","longitude","positional","public_pos","geoprivacy","taxon_geop","coordinate","positionin","position_1","place_coun","place_stat","place_co_1","species_gu","scientificName","common_nam","iconic_tax","taxon_id","taxon_orde","taxon_fami","taxon_genu","taxon_spec","taxon_subs","order","acceptedFamily","acceptedGenus","acceptedName"
"69",11999663,"2018/04/28 3:01 PM PDT",4,2018,"4/28/2018 0:00","2018-04-28 22:01:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2018-05-01 17:46:37 UTC","2018-05-02 04:25:58 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/11999663","https://inaturalist-open-data.s3.amazonaws.com/photos/17192490/medium.jpeg?1525196594",,,,1,0,FALSE,,"Los Angeles County, CA, USA","Santa Catalina",33.394465,-118.3958833,,,,,FALSE,,,"Los Angeles","California","United States","Pallid-winged Grasshopper","Trimerotropis pallidipennis","Pallid-winged Grasshopper","Insecta",51493,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis",,"Orthoptera","Acrididae","Trimerotropis","Trimerotropis pallidipennis"
"70",12530920,"2018-05-16 10:27:28 AM MST",5,2018,"5/16/2018 0:00","2018-05-16 16:27:28 UTC","Mountain Time (US & Canada)",392423,"bjdion","2018-05-17 00:54:59 UTC","2021-02-14 01:53:49 UTC","needs_id","CC-BY-NC-SA","https://www.inaturalist.org/observations/12530920","https://inaturalist-open-data.s3.amazonaws.com/photos/18097555/medium.jpeg?1526518510",,,"In dense fennel (Foeniculum vulgare) stand",2,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.35056379,-118.4328483,9,9,,,FALSE,,,"Los Angeles","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"71",12678021,"2018/04/20 4:55 PM EDT",4,2018,"4/20/2018 0:00","2018-04-20 20:55:00 UTC","Eastern Time (US & Canada)",975206,"micahfreedman","2018-05-21 15:15:58 UTC","2018-11-07 05:52:15 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/12678021","https://inaturalist-open-data.s3.amazonaws.com/photos/18350045/medium.jpeg?1526915581",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",33.99716531,-119.7257692,200,200,,,FALSE,,,"Santa Barbara","California","United States","Scudder's Bush Katydids","Scudderia","Scudder's Bush Katydids","Insecta",55958,"Orthoptera","Tettigoniidae","Scudderia",,,"Orthoptera","Tettigoniidae","Scudderia",
"72",12802866,"2018-05-23 11:15:34 AM PDT",5,2018,"5/23/2018 0:00","2018-05-23 18:15:34 UTC","Pacific Time (US & Canada)",392423,"bjdion","2018-05-25 17:09:15 UTC","2021-05-08 00:26:05 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/12802866","https://inaturalist-open-data.s3.amazonaws.com/photos/18564021/medium.jpeg?1527268164",,,,3,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.46912045,-118.587974,12,12,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"73",12972860,"Tue May 22 2018 14:02:19 GMT-0700 (PDT)",5,2018,"5/22/2018 0:00","2018-05-22 21:02:19 UTC","Pacific Time (US & Canada)",557919,"samwhit","2018-05-31 02:49:53 UTC","2018-05-31 02:51:49 UTC","needs_id",,"https://www.inaturalist.org/observations/12972860","https://static.inaturalist.org/photos/18862516/medium.jpg?1527735008",,,,1,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.05505283,-119.7585367,5,5,,,FALSE,,,"Santa Barbara","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"74",13443960,"Thu Jun 14 2018 13:08:19 GMT-0700 (PDT)",6,2018,"6/14/2018 0:00","2018-06-14 20:08:19 UTC","Pacific Time (US & Canada)",736558,"kees_hood","2018-06-15 05:45:05 UTC","2021-05-07 21:14:54 UTC","needs_id",,"https://www.inaturalist.org/observations/13443960","https://static.inaturalist.org/photos/19732147/medium.jpg?1529041822",,,,5,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.05068097,-119.5845789,25,25,,,FALSE,,,"Santa Barbara","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"75",13695084,"Fri Jun 22 2018 12:30:07 GMT-0700 (PDT)",6,2018,"6/22/2018 0:00","2018-06-22 19:30:07 UTC","Pacific Time (US & Canada)",280979,"emshaph","2018-06-23 10:40:07 UTC","2018-07-02 01:19:23 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/13695084","https://inaturalist-open-data.s3.amazonaws.com/photos/20173852/medium.jpg?1529750430",,,,1,0,FALSE,3,"Santa Catalina Island, , CA, US","Santa Catalina",33.47276838,-118.5351104,22,22,,,FALSE,,,"Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"76",14525884,"2018/07/19 10:36 AM PDT",7,2018,"7/19/2018 0:00","2018-07-19 17:36:00 UTC","Pacific Time (US & Canada)",23091,"sue_meiman","2018-07-19 21:52:06 UTC","2018-07-26 16:23:22 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/14525884","https://inaturalist-open-data.s3.amazonaws.com/photos/21629680/medium.jpg?1532036271",,,,1,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.88757088,-118.4486476,75,75,,,FALSE,,,"Los Angeles","California","United States","Chortophagini","Chortophagini",,"Insecta",210441,"Orthoptera","Acrididae",,,,"Orthoptera","Acrididae",,
"77",15009134,"2018/04/21 12:19 AM PDT",4,2018,"4/21/2018 0:00","2018-04-21 07:19:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2018-08-01 05:33:23 UTC","2018-08-04 04:46:18 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/15009134","https://inaturalist-open-data.s3.amazonaws.com/photos/22394931/medium.jpeg?1533101541",,,,2,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",33.99442667,-119.7123017,,,,,FALSE,,,"Santa Barbara","California","United States","Pristoceuthophilus","Pristoceuthophilus",,"Insecta",91306,"Orthoptera","Rhaphidophoridae","Pristoceuthophilus",,,"Orthoptera","Rhaphidophoridae","Pristoceuthophilus",
"78",15025372,"2018/04/20 5:26 PM PDT",4,2018,"4/20/2018 0:00","2018-04-21 00:26:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2018-08-01 20:16:22 UTC","2018-11-07 07:42:51 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/15025372","https://inaturalist-open-data.s3.amazonaws.com/photos/22423184/medium.jpeg?1533154025",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.03084167,-119.7961367,,,,,FALSE,,,"Santa Barbara","California","United States","Oedaleonotus phryneicus","Oedaleonotus phryneicus",,"Insecta",226253,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus",,"Orthoptera","Acrididae","Oedaleonotus","Oedaleonotus phryneicus"
"79",15028384,"2018/04/21 11:47 AM PDT",4,2018,"4/21/2018 0:00","2018-04-21 18:47:00 UTC","Pacific Time (US & Canada)",6971,"silversea_starsong","2018-08-01 21:50:07 UTC","2020-11-10 07:18:09 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/15028384","https://inaturalist-open-data.s3.amazonaws.com/photos/22427336/medium.jpeg?1533158776",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.00759667,-119.772065,,,,,FALSE,,,"Santa Barbara","California","United States","Aglaothorax morsei santacruzae","Aglaothorax morsei santacruzae",,"Insecta",470077,"Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei","Aglaothorax morsei santacruzae","Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei santacruzae"
"80",15616466,"2017-11-20 1:35:22 PM PST",11,2017,"11/20/2017 0:00","2017-11-20 21:35:22 UTC","Pacific Time (US & Canada)",1022491,"jeffharding","2018-08-18 13:37:42 UTC","2021-05-07 21:14:46 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/15616466","https://inaturalist-open-data.s3.amazonaws.com/photos/23342280/medium.jpeg?1534599558",,,,3,0,FALSE,2,"Smugglers Rd, Ventura, CA 93001, USA","Santa Cruz",34.04397156,-119.5624015,526,526,,,FALSE,"gps","gps","Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"81",15636793,"2018/08/18 9:15 AM PDT",8,2018,"8/18/2018 0:00","2018-08-18 16:15:00 UTC","Pacific Time (US & Canada)",23091,"sue_meiman","2018-08-18 19:53:59 UTC","2021-05-08 00:25:45 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/15636793","https://inaturalist-open-data.s3.amazonaws.com/photos/23364256/medium.jpeg?1534621843",,,,3,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.85410119,-118.4736167,394,394,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"82",16194454,"2018/09/01 11:34 AM PDT",9,2018,"9/1/2018 0:00","2018-09-01 18:34:00 UTC","Pacific Time (US & Canada)",438168,"christinet","2018-09-04 03:54:20 UTC","2018-09-15 03:21:18 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/16194454","https://inaturalist-open-data.s3.amazonaws.com/photos/24291645/medium.jpeg?1536033171",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.02857189,-119.5619948,7813,7813,,,FALSE,,,"Santa Barbara","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"83",16504631,"2018-08-29 10:28:34 AM PDT",8,2018,"8/29/2018 0:00","2018-08-29 17:28:34 UTC","Pacific Time (US & Canada)",1004735,"duncan_haunold","2018-09-13 22:05:18 UTC","2019-01-08 04:10:28 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/16504631","https://inaturalist-open-data.s3.amazonaws.com/photos/24838649/medium.jpeg?1536876353",,,"Found indoors",3,0,FALSE,2,"100 Avalon Cyn Rd, Avalon, CA 90704, USA","Santa Catalina",33.32985859,-118.3371995,8,8,,,FALSE,,,"Los Angeles","California","United States","Long-horned Orthopterans","Ensifera","Long-horned Orthopterans","Insecta",132694,"Orthoptera",,,,,,,,
"84",16604407,"2018/09/16 9:15 AM PDT",9,2018,"9/16/2018 0:00","2018-09-16 16:15:00 UTC","Pacific Time (US & Canada)",23091,"sue_meiman","2018-09-16 21:34:14 UTC","2018-11-07 03:58:41 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/16604407","https://inaturalist-open-data.s3.amazonaws.com/photos/25017043/medium.jpg?1537132880",,,,1,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.86831211,-118.4248033,197,197,,,FALSE,,,"Los Angeles","California","United States","Scudder's Bush Katydids","Scudderia","Scudder's Bush Katydids","Insecta",55958,"Orthoptera","Tettigoniidae","Scudderia",,,"Orthoptera","Tettigoniidae","Scudderia",
"85",16974710,"2018/09/08 12:42 PM PDT",9,2018,"9/8/2018 0:00","2018-09-08 19:42:00 UTC","Pacific Time (US & Canada)",757388,"irenek","2018-09-27 19:54:08 UTC","2018-10-01 01:28:01 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/16974710","https://inaturalist-open-data.s3.amazonaws.com/photos/25661219/medium.jpg?1538077727",,,,1,0,FALSE,,"Santa Barbara County, CA, USA","Santa Rosa",33.99699576,-120.0416483,1882,1882,,,FALSE,,,"Santa Barbara","California","United States","Trimerotropis","Trimerotropis",,"Insecta",51494,"Orthoptera","Acrididae","Trimerotropis",,,"Orthoptera","Acrididae","Trimerotropis",
"86",17415897,"2018-10-11 12:58:50 PM PDT",10,2018,"10/11/2018 0:00","2018-10-11 19:58:50 UTC","Pacific Time (US & Canada)",1004735,"duncan_haunold","2018-10-11 20:00:47 UTC","2018-10-13 23:25:14 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/17415897","https://inaturalist-open-data.s3.amazonaws.com/photos/26463849/medium.jpeg?1539288073",,,,2,0,FALSE,2,"100 Avalon Cyn Rd, Avalon, CA 90704, USA","Santa Catalina",33.32994101,-118.3372135,12,12,,,FALSE,,,"Los Angeles","California","United States","Phaneropterine Katydids","Phaneropterinae","Leaf Katydids","Insecta",48128,"Orthoptera","Tettigoniidae",,,,"Orthoptera","Tettigoniidae",,
"87",17682194,"2018-10-18 2:14:31 PM PDT",10,2018,"10/18/2018 0:00","2018-10-18 21:14:31 UTC","Pacific Time (US & Canada)",392423,"bjdion","2018-10-20 17:28:49 UTC","2020-07-30 00:57:45 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/17682194","https://inaturalist-open-data.s3.amazonaws.com/photos/26946774/medium.jpeg?1540056607",,,,2,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.46959651,-118.5366262,7,7,,,FALSE,,,"Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"88",17810963,"2018-10-24 11:40:51 AM PDT",10,2018,"10/24/2018 0:00","2018-10-24 18:40:51 UTC","Pacific Time (US & Canada)",392423,"bjdion","2018-10-25 00:20:14 UTC","2018-10-28 23:43:35 UTC","research","CC-BY-NC-SA","https://www.inaturalist.org/observations/17810963","https://inaturalist-open-data.s3.amazonaws.com/photos/27179564/medium.jpeg?1540426855",,,,1,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.37583851,-118.427629,13,13,,,FALSE,,,"Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"89",18401204,"2018/10/23 12:06 PM EDT",10,2018,"10/23/2018 0:00","2018-10-23 16:06:00 UTC","Eastern Time (US & Canada)",25237,"bryanjbd","2018-11-15 01:17:57 UTC","2019-02-24 16:51:33 UTC","needs_id","CC-BY-NC-ND","https://www.inaturalist.org/observations/18401204","https://inaturalist-open-data.s3.amazonaws.com/photos/28126013/medium.jpg?1542244653",,"California, Catalina, Catalina Island, Channel Islands, Los Angeles County, Pacific Ocean, Santa Catalina Island, USA, XplorMor International, entomology, grasshopper, insect, island life, xplormor","Santa Catalina Island, California, USA",1,0,FALSE,,"Los Angeles County, CA, USA","Santa Catalina",33.40098333,-118.418975,,,,,FALSE,,,"Los Angeles","California","United States","Trimerotropis","Trimerotropis",,"Insecta",51494,"Orthoptera","Acrididae","Trimerotropis",,,"Orthoptera","Acrididae","Trimerotropis",
"90",18921154,"Fri Dec 07 2018 15:39:23 GMT-0800 (PST)",12,2018,"12/7/2018 0:00","2018-12-07 23:39:23 UTC","Pacific Time (US & Canada)",682364,"lwind54","2018-12-09 17:04:02 UTC","2021-05-07 21:14:33 UTC","research",,"https://www.inaturalist.org/observations/18921154","https://static.inaturalist.org/photos/29002270/medium.jpg?1544375063",,,,6,1,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.04944007,-119.5757569,22,22,,,FALSE,,,"Santa Barbara","California","United States","North American Jerusalem Crickets","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"91",19038452,"Sat Dec 15 2018 11:13:02 GMT-0800 (PST)",12,2018,"12/15/2018 0:00","2018-12-15 19:13:02 UTC","Pacific Time (US & Canada)",521220,"drbh2o","2018-12-16 00:24:04 UTC","2018-12-18 17:33:22 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/19038452","https://static.inaturalist.org/photos/29201385/medium.jpg?1544919879",,,,1,0,FALSE,3,"Santa Catalina Island, , CA, US","Santa Catalina",33.316625,-118.3282867,5,5,,,FALSE,,,"Los Angeles","California","United States","Trimerotropis","Trimerotropis",,"Insecta",51494,"Orthoptera","Acrididae","Trimerotropis",,,"Orthoptera","Acrididae","Trimerotropis",
"92",19450186,"2019/01/05 10:03 AM PST",1,2019,"1/5/2019 0:00","2019-01-05 18:03:00 UTC","Pacific Time (US & Canada)",266196,"shrike2","2019-01-05 21:59:38 UTC","2019-01-06 18:21:41 UTC","needs_id","CC-BY-NC-ND","https://www.inaturalist.org/observations/19450186","https://inaturalist-open-data.s3.amazonaws.com/photos/29922883/medium.jpg?1546724588",,,,2,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.89995278,-118.4711611,,,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"93",19450214,"2019/01/05 10:56 AM PST",1,2019,"1/5/2019 0:00","2019-01-05 18:56:00 UTC","Pacific Time (US & Canada)",266196,"shrike2","2019-01-05 22:00:13 UTC","2019-01-06 18:21:34 UTC","needs_id","CC-BY-NC-ND","https://www.inaturalist.org/observations/19450214","https://inaturalist-open-data.s3.amazonaws.com/photos/29923582/medium.jpg?1546725429",,,,2,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.90191389,-118.472,,,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"94",19618805,"2011/02/27 4:53 PM AST",2,2011,"2/27/2011 0:00","2011-02-27 20:53:00 UTC","Atlantic Time (Canada)",813200,"parzudak","2019-01-13 18:27:53 UTC","2021-05-07 21:14:26 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/19618805","https://inaturalist-open-data.s3.amazonaws.com/photos/30205547/medium.jpg?1547402396",,,,4,0,FALSE,,"Santa Barbara County, CA, USA","Santa Cruz",34.01605869,-119.6776666,258,258,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"95",20403030,"Sat Feb 16 2019 14:43:06 GMT-0800 (PST)",2,2019,"2/16/2019 0:00","2019-02-16 22:43:06 UTC","Pacific Time (US & Canada)",1474963,"stephlbartlett","2019-02-17 00:35:31 UTC","2021-05-08 00:25:49 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/20403030","https://inaturalist-open-data.s3.amazonaws.com/photos/31505219/medium.jpg?1550363733",,,,3,0,FALSE,3,"San Clemente Island Underwater Range, , CA, US","San Clemente",33.00131495,-118.5519842,111,111,,,FALSE,,,"Los Angeles","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"96",20722306,"Sat Feb 23 2019 12:42:15 GMT-0800 (PST)",2,2019,"2/23/2019 0:00","2019-02-23 20:42:15 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-02-24 07:35:19 UTC","2021-05-07 03:53:44 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/20722306","https://inaturalist-open-data.s3.amazonaws.com/photos/31948793/medium.jpg?1550993727",,,,2,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.0224445,-119.6924533,10,10,,,FALSE,,,"Santa Barbara","California","United States","Aglaothorax morsei santacruzae","Aglaothorax morsei santacruzae",,"Insecta",470077,"Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei","Aglaothorax morsei santacruzae","Orthoptera","Tettigoniidae","Aglaothorax","Aglaothorax morsei santacruzae"
"97",20729101,"Sat Feb 23 2019 09:52:00 GMT-0800 (PST)",2,2019,"2/23/2019 0:00","2019-02-23 17:52:00 UTC","Pacific Time (US & Canada)",173183,"serpophaga","2019-02-24 15:41:20 UTC","2019-04-25 04:08:07 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/20729101","https://inaturalist-open-data.s3.amazonaws.com/photos/31959894/medium.jpg?1551022891",,,,1,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.01839167,-119.6862417,10,10,,,FALSE,,,"Santa Barbara","California","United States","Gammarotettix genitalis","Gammarotettix genitalis",,"Insecta",155265,"Orthoptera","Rhaphidophoridae","Gammarotettix","Gammarotettix genitalis",,"Orthoptera","Rhaphidophoridae","Gammarotettix","Gammarotettix genitalis"
"98",20774028,"Mon Feb 25 2019 09:24:51 GMT-0800 (PST)",2,2019,"2/25/2019 0:00","2019-02-25 17:24:51 UTC","Pacific Time (US & Canada)",5179,"leptonia","2019-02-26 05:16:17 UTC","2019-04-25 04:11:32 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/20774028","https://inaturalist-open-data.s3.amazonaws.com/photos/32036347/medium.jpg?1551158194",,,,2,0,FALSE,3,"San Nicolas Naval Facility, , CA, US","San Nicolas",33.25459215,-119.4864154,395,395,,,FALSE,,,"Ventura","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"99",21138703,"Sun Mar 10 2019 12:24:11 GMT-0700 (PDT)",3,2019,"3/10/2019 0:00","2019-03-10 19:24:11 UTC","Pacific Time (US & Canada)",805798,"rayquazasaur","2019-03-11 05:35:13 UTC","2019-04-25 00:16:56 UTC","research",,"https://www.inaturalist.org/observations/21138703","https://static.inaturalist.org/photos/32675854/medium.jpg?1552282535",,,,1,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.02562783,-119.5452283,5,5,,,FALSE,,,"Santa Barbara","California","United States","Texas Range Grasshopper","Psoloessa texana","Texas Range Grasshopper","Insecta",229240,"Orthoptera","Acrididae","Psoloessa","Psoloessa texana",,"Orthoptera","Acrididae","Psoloessa","Psoloessa texana"
"100",21263475,"2019/01/06 2:21 PM PST",1,2019,"1/6/2019 0:00","2019-01-06 22:21:00 UTC","Pacific Time (US & Canada)",266196,"shrike2","2019-03-15 18:33:57 UTC","2019-04-24 06:51:05 UTC","needs_id","CC-BY-NC-ND","https://www.inaturalist.org/observations/21263475","https://static.inaturalist.org/photos/32874985/medium.jpg?1552674279",,,,2,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.99422222,-118.548775,,,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"101",21580094,"2019-03-24 12:14:26 PM MST",3,2019,"3/24/2019 0:00","2019-03-24 18:14:26 UTC","Mountain Time (US & Canada)",392423,"bjdion","2019-03-25 01:13:44 UTC","2019-04-24 06:17:11 UTC","needs_id","CC-BY-NC-SA","https://www.inaturalist.org/observations/21580094","https://inaturalist-open-data.s3.amazonaws.com/photos/33403068/medium.jpeg?1553476442",,,,1,0,FALSE,2,"Los Angeles County, US-CA, US","Santa Catalina",33.38382157,-118.3934098,21,21,,,FALSE,,,"Los Angeles","California","United States","Saussure's Blue-winged Grasshopper","Leprus intermedius","Saussure's Blue-winged Grasshopper","Insecta",155259,"Orthoptera","Acrididae","Leprus","Leprus intermedius",,"Orthoptera","Acrididae","Leprus","Leprus intermedius"
"102",21658555,"Wed Mar 20 2019 14:23:51 GMT-0700 (PDT)",3,2019,"3/20/2019 0:00","2019-03-20 21:23:51 UTC","Pacific Time (US & Canada)",1372719,"andrew517","2019-03-27 06:38:45 UTC","2021-05-07 21:14:20 UTC","needs_id",,"https://www.inaturalist.org/observations/21658555","https://static.inaturalist.org/photos/33533233/medium.jpg?1553668813",,,,4,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Rosa",33.99461167,-120.0447833,8,8,,,FALSE,,,"Santa Barbara","California","United States","Ammopelmatus","Ammopelmatus","North American Jerusalem Crickets","Insecta",86400,"Orthoptera","Stenopelmatidae","Ammopelmatus",,,"Orthoptera","Stenopelmatidae","Ammopelmatus",
"103",21769764,"3/22/2019",3,2019,"3/22/2019 0:00",,"Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-30 07:37:35 UTC","2020-04-23 23:02:49 UTC","needs_id","CC-BY-NC","https://www.inaturalist.org/observations/21769764","https://inaturalist-open-data.s3.amazonaws.com/photos/33714052/medium.jpeg?1553921664",,,,2,0,FALSE,,"Los Angeles, California, United States","San Clemente",32.98229333,-118.5700517,,,,,FALSE,,,"Los Angeles","California","United States","Gryllus","Gryllus",,"Insecta",71251,"Orthoptera","Gryllidae","Gryllus",,,"Orthoptera","Gryllidae","Gryllus",
"104",21777923,"Fri Mar 29 2019 15:49:29 GMT-0700 (PDT)",3,2019,"3/29/2019 0:00","2019-03-29 22:49:29 UTC","Pacific Time (US & Canada)",526853,"jillsohm","2019-03-30 14:53:28 UTC","2021-05-07 18:45:57 UTC","research",,"https://www.inaturalist.org/observations/21777923","https://static.inaturalist.org/photos/33731673/medium.jpg?1553957621",,,,2,0,FALSE,3,"Channel Islands National Park, , CA, US","Santa Cruz",34.00358888,-119.745895,9,9,,,FALSE,,,"Santa Barbara","California","United States","Gray Bird Grasshopper","Schistocerca nitens","Gray Bird Grasshopper","Insecta",52158,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens",,"Orthoptera","Acrididae","Schistocerca","Schistocerca nitens"
"105",21793353,"2019/03/23 12:28 PM PDT",3,2019,"3/23/2019 0:00","2019-03-23 19:28:00 UTC","Pacific Time (US & Canada)",12809,"cedric_lee","2019-03-30 19:44:45 UTC","2020-09-24 20:45:50 UTC","research","CC-BY-NC","https://www.inaturalist.org/observations/21793353","https://inaturalist-open-data.s3.amazonaws.com/photos/33749621/medium.jpeg?1553970344",,,"Just molted
@alice_abela Any thoughts?",2,0,FALSE,,"Los Angeles County, CA, USA","San Clemente",32.82522,-118.3655733,,,,,FALSE,,,"Los Angeles","California","United States","Cnemotettix pulvillifer","Cnemotettix pulvillifer",,"Insecta",503117,"Orthoptera","Anostostomatidae","Cnemotettix","Cnemotettix pulvillifer",,"Orthoptera","Anostostomatidae","Cnemotettix","Cnemotettix pulvillifer"
