"","source","year","month","island","order","acceptedFamily","acceptedGenus","acceptedName"
"18455","LACM",1970,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18456","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18457","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18458","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18459","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18460","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18461","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18462","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18463","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Calathus","Calathus ruficollis ruficollis"
"18464","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18465","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18466","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18467","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18468","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18469","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18470","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18471","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18472","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18473","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18474","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18475","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18476","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18477","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18478","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18479","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18480","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18481","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18482","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18483","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18484","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18485","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18486","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18487","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18488","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18489","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18490","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18491","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18492","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Brachinus","Brachinus gebhardis"
"18493","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18494","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18495","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18496","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18497","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18498","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18499","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18500","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18501","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18502","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18503","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18504","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18505","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18506","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18507","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18508","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18509","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18510","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18511","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18512","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18513","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18514","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18515","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18516","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18517","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18518","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18519","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18520","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18521","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18522","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18523","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18524","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18525","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18526","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18527","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18528","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18529","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18530","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18531","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18532","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18533","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18534","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18535","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18536","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18537","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18538","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18539","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18540","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18541","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18542","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18543","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18544","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18545","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18546","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18547","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18548","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18549","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18550","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18551","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18552","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18553","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18554","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18555","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18556","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18557","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18558","LACM",1980,8,"Santa Catalina","Coleoptera","Carabidae","Omophron","Omophron dentatum"
"18559","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18560","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18561","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18562","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18563","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18564","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18565","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18566","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18567","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18568","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18569","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18570","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18571","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18572","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18573","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18574","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18575","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18576","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18577","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18578","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18579","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18580","LACM",1989,7,"San Nicolas","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18581","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18582","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18583","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18584","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18585","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18586","LACM",1939,7,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18587","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18588","LACM",1939,8,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18589","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18590","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18591","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18592","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18593","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18594","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18595","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18596","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18597","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18598","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18599","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18600","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18601","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18602","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18603","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18604","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18605","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18606","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18607","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18608","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18609","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18610","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18611","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18612","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18613","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18614","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18615","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18616","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18617","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18618","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18619","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18620","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18621","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18622","LACM",1939,7,"Santa Cruz","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18623","LACM",1940,4,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18624","LACM",1940,4,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18625","LACM",1940,4,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18626","LACM",1940,4,"San Miguel","Coleoptera","Carabidae","Akephorus","Akephorus marinus"
"18627","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18628","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18629","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18630","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18631","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18632","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18633","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18634","LACM",1939,8,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18635","LACM",1980,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18636","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18637","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18638","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18639","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18640","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18641","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18642","LACM",1981,7,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18643","LACM",1970,8,"San Miguel","Coleoptera","Carabidae","Pterostichus",
"18644","LACM",1981,12,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18645","LACM",1981,12,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18646","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18647","LACM",1939,5,"Santa Rosa","Coleoptera","Carabidae","Pterostichus",
"18648","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18649","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae","Pterostichus",
"18650","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18651","LACM",1983,7,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18652","LACM",1983,7,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18653","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18654","LACM",1941,2,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18655","LACM",1941,2,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18656","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18657","LACM",1941,2,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18658","LACM",1941,2,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18659","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18660","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Pterostichus",
"18661","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18662","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18663","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18664","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18665","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18666","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18667","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18668","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Pterostichus",
"18669","LACM",1979,4,"San Clemente","Coleoptera","Carabidae",,
"18670","LACM",1979,4,"San Clemente","Coleoptera","Carabidae",,
"18671","LACM",1941,3,"Santa Cruz","Coleoptera","Carabidae",,
"18672","LACM",1984,3,"Santa Catalina","Coleoptera","Carabidae",,
"18673","LACM",1981,1,"Santa Catalina","Coleoptera","Carabidae",,
"18674","LACM",1981,1,"Santa Catalina","Coleoptera","Carabidae",,
"18675","LACM",1981,1,"Santa Catalina","Coleoptera","Carabidae",,
"18676","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle"
"18677","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle"
"18678","LACM",1941,3,"Santa Catalina","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle"
"18679","LACM",1941,2,"San Clemente","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle"
"18680","LACM",1984,5,"Santa Catalina","Coleoptera","Carabidae","Tanystoma","Tanystoma maculicolle"
"18681","LACM",1979,6,"Santa Cruz","Coleoptera","Carabidae","Lachnophorus","Lachnophorus leucopterus"
"18682","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18683","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18684","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18685","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18686","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18687","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18688","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18689","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18690","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18691","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18692","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18693","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18694","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18695","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18696","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18697","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18698","LACM",1940,3,"Santa Barbara","Coleoptera","Carabidae","Amara",
"18699","LACM",1940,4,"San Nicolas","Coleoptera","Carabidae","Amara",
"18700","LACM",1940,4,"San Nicolas","Coleoptera","Carabidae","Amara",
"18701","LACM",1940,4,"San Nicolas","Coleoptera","Carabidae","Amara",
"18702","LACM",1941,11,"Santa Rosa","Coleoptera","Carabidae","Amara",
"18703","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18704","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18705","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18706","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18707","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18708","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18709","LACM",1939,12,"San Clemente","Coleoptera","Carabidae","Amara",
"18710","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18711","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18712","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18713","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18714","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18715","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18716","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18717","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18718","LACM",1940,4,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18719","LACM",1939,8,"San Miguel","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18720","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18721","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18722","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18723","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18724","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18725","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18726","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18727","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18728","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18729","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18730","LACM",1939,7,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18731","LACM",1940,4,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18732","LACM",1940,4,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18733","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18734","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18735","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18736","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18737","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18738","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18739","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18740","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18741","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18742","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18743","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
"18744","LACM",1940,11,"San Nicolas","Coleoptera","Staphylinidae","Cafius","Cafius canescens"
