record,source,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,iconic_taxon_name,taxon_id,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,id,month,year,time_obser,ved_at,time_3,time_zone,scientificName,order,acceptedName,common_name,user_login,quality_grade,license,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id
occurrence,iNaturalist,"Ventura County, CA, USA",San Nicolas,33.26679814,-119.5178206,4000,4000,,,FALSE,,,Habronattus tarsalis,Arachnida,318896,Salticidae,Salticidae,Habronattus,Habronattus,Habronattus tarsalis,,19684326,10,2012,10/13/12,21:15:00,100,Mountain Time (US & Canada),Habronattus tarsalis,Araneae,Habronattus tarsalis,,tsirtalis,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/19684326,https://static.inaturalist.org/photos/30318581/medium.jpeg?1547684361,,1,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the area from which the specimens were sampled.",San Clemente,32.8779,-118.4353,40,40,,,FALSE,,,Harmochirina,Arachnida,1109241,Salticidae,Salticidae,,,,,73881496,,,,,,Pacific Time (US & Canada),Harmochirina,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/73881496,https://inaturalist-open-data.s3.amazonaws.com/photos/120678597/medium.jpg?1618348360,"Collected in a steep, forested canyon via beat sheet of Lyonothamnus floribundus aspleniifolius. Images by Nolan K. Weiss.",1,0,FALSE,
occurrence,iNaturalist,"San Pedro Channel, CA, US",Santa Catalina,33.45333233,-118.4813376,18770,18770,,,FALSE,,,Jumping Spiders,Arachnida,250072,Salticidae,Salticidae,Metacyrba,Metacyrba,,,72962726,4,2021,4/4/21,18:02:50,100,Pacific Time (US & Canada),Metacyrba,Araneae,,,harlanpace,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/72962726,https://inaturalist-open-data.s3.amazonaws.com/photos/119054951/medium.jpg?1617584497,"2 different spiders of the same species. Catalina Island, CA, USA.",1,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, , CA, US",Santa Cruz,34.03125283,-119.5489283,5,5,,,FALSE,,,Metacyrba taeniola,Arachnida,263950,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,,21138545,3,2019,3/10/19,19:04:24,0,Pacific Time (US & Canada),Metacyrba taeniola,Araneae,Metacyrba taeniola,Ribbon Jumping Spider,rayquazasaur,research,,https://www.inaturalist.org/observations/21138545,https://static.inaturalist.org/photos/32675579/medium.jpg?1552282071,,1,0,FALSE,3
occurrence,iNaturalist,"Los Angeles County, US-CA, US",San Clemente,33.00104485,-118.5584221,5,5,,,FALSE,,,Metacyrba taeniola,Arachnida,263950,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,,24087223,4,2019,4/30/19,0:22:33,100,Pacific Time (US & Canada),Metacyrba taeniola,Araneae,Metacyrba taeniola,Ribbon Jumping Spider,vireolanius,research,CC-BY-NC,https://www.inaturalist.org/observations/24087223,https://inaturalist-open-data.s3.amazonaws.com/photos/37250248/medium.jpg?1556585569,,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, , CA, US",San Clemente,32.99643,-118.5520383,10,10,,,FALSE,,,Metacyrba taeniola,Arachnida,263950,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,,28432146,7,2019,7/8/19,14:48:36,100,Pacific Time (US & Canada),Metacyrba taeniola,Araneae,Metacyrba taeniola,Ribbon Jumping Spider,stephlbartlett,research,CC-BY-NC,https://www.inaturalist.org/observations/28432146,https://inaturalist-open-data.s3.amazonaws.com/photos/44322010/medium.jpg?1562593830,,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.99721333,-118.5568,17,17,,,FALSE,,,Metacyrba taeniola,Arachnida,263950,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,,50347391,6,2020,6/21/20,1:23:14,100,Pacific Time (US & Canada),Metacyrba taeniola,Araneae,Metacyrba taeniola,Ribbon Jumping Spider,shrike2,needs_id,CC-BY-NC-ND,https://www.inaturalist.org/observations/50347391,https://static.inaturalist.org/photos/79945748/medium.jpg?1592699525,,1,0,FALSE,3
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.91947,-118.490145,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,21769796,,,,,,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,cedric_lee,research,CC-BY-NC,https://www.inaturalist.org/observations/21769796,https://inaturalist-open-data.s3.amazonaws.com/photos/33715729/medium.jpeg?1553924315,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.82513167,-118.3653633,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,21793351,3,2019,3/23/19,19:18:00,0,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,cedric_lee,research,CC-BY-NC,https://www.inaturalist.org/observations/21793351,https://inaturalist-open-data.s3.amazonaws.com/photos/33749602/medium.jpeg?1553970330,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.86972222,-118.495,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,21825532,3,2019,3/27/19,18:33:00,0,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,cedric_lee,research,CC-BY-NC,https://www.inaturalist.org/observations/21825532,https://inaturalist-open-data.s3.amazonaws.com/photos/33811016/medium.jpeg?1554040228,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,32.99584,-118.557375,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,38194310,1,2020,1/30/20,3:19:00,0,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,cedric_lee,research,CC-BY-NC,https://www.inaturalist.org/observations/38194310,https://inaturalist-open-data.s3.amazonaws.com/photos/60660380/medium.jpeg?1580587065,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles, California, United States",San Clemente,33.01329833,-118.5699567,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,38661390,,,,,,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,cedric_lee,research,CC-BY-NC,https://www.inaturalist.org/observations/38661390,https://inaturalist-open-data.s3.amazonaws.com/photos/61477125/medium.jpeg?1581746780,,1,0,FALSE,
occurrence,iNaturalist,"San Clemente Island, California",San Clemente,32.886161,-118.517987,890,890,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,17998179,10,2018,10/29/18,20:49:00,0,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,jim_carretta,research,CC-BY-NC,https://www.inaturalist.org/observations/17998179,https://inaturalist-open-data.s3.amazonaws.com/photos/27512728/medium.jpeg?1541030504,https://bugguide.net/node/view/1607950,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.06269333,-119.917025,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,6435788,5,2017,5/20/17,0:20:00,100,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,silversea_starsong,research,CC-BY-NC,https://www.inaturalist.org/observations/6435788,https://inaturalist-open-data.s3.amazonaws.com/photos/8128605/medium.jpeg?1496181486,,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island, Santa Barbara County, California,  USA",Santa Cruz,34.0232056,-119.7657663,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,65655497,,,,,,Pacific Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,pjbryant,research,CC-BY-NC,https://www.inaturalist.org/observations/65655497,https://static.inaturalist.org/photos/105710254/medium.jpeg?1606423737,,1,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",Anacapa,34.01486111,-119.3623417,,,,,FALSE,,,Metacyrba taeniola similis,Arachnida,486832,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola similis,6309346,10,2016,10/11/16,19:56:00,100,Eastern Time (US & Canada),Metacyrba taeniola similis,Araneae,Metacyrba taeniola,,kgarner,research,,https://www.inaturalist.org/observations/6309346,https://static.inaturalist.org/photos/7943575/medium.jpeg?1495406051,,2,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.91635886,-118.486809,606,606,,,FALSE,,,Metacyrba taeniola taeniola,Arachnida,1057335,Salticidae,Salticidae,Metacyrba,Metacyrba,Metacyrba taeniola,Metacyrba taeniola taeniola,41857077,6,2019,6/20/19,1:48:00,100,Pacific Time (US & Canada),Metacyrba taeniola taeniola,Araneae,Metacyrba taeniola,,serpophaga,research,CC-BY-NC,https://www.inaturalist.org/observations/41857077,https://inaturalist-open-data.s3.amazonaws.com/photos/66417479/medium.jpeg?1586554284,,2,0,FALSE,
occurrence,iNaturalist,"Anacapa Island, Channel Islands National Park, Channel Islands, Ventura, California, United States",Anacapa,34.015725,-119.3622889,,,,,FALSE,,,Metaphidippus,Arachnida,158642,Salticidae,Salticidae,Metaphidippus,Metaphidippus,,,58562211,7,2020,7/19/20,20:01:00,100,Pacific Time (US & Canada),Metaphidippus,Araneae,,,serpophaga,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/58562211,https://inaturalist-open-data.s3.amazonaws.com/photos/93505922/medium.jpeg?1599267564,,1,0,FALSE,
occurrence,iNaturalist,"Malva Planting, Ventura County, CA, USA",Anacapa,34.01575278,-119.3602324,286,286,,,FALSE,,,Metaphidippus,Arachnida,158642,Salticidae,Salticidae,Metaphidippus,Metaphidippus,,,64693037,8,2020,8/29/20,17:03:00,100,Pacific Time (US & Canada),Metaphidippus,Araneae,,,stephanomeria,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/64693037,https://inaturalist-open-data.s3.amazonaws.com/photos/104044336/medium.jpeg?1605131681,,0,0,FALSE,
occurrence,iNaturalist,"Ventura, CA 93001, USA",Anacapa,34.01571111,-119.3627278,,,,,FALSE,gps,gps,Metaphidippus,Arachnida,158642,Salticidae,Salticidae,Metaphidippus,Metaphidippus,,,54014883,7,2020,7/20/20,19:27:52,100,Pacific Time (US & Canada),Metaphidippus,Araneae,,,leptonia,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54014883,https://inaturalist-open-data.s3.amazonaws.com/photos/85928242/medium.jpeg?1595469463,,0,0,FALSE,2
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Mexigonus minutus,Arachnida,298248,Salticidae,Salticidae,Mexigonus,Mexigonus,Mexigonus minutus,,5254761,,,,,,Pacific Time (US & Canada),Mexigonus minutus,Araneae,Mexigonus minutus,,psyllidhipster,research,CC-BY-NC,https://www.inaturalist.org/observations/5254761,https://inaturalist-open-data.s3.amazonaws.com/photos/6502146/medium.jpg?1489026431,,1,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, US-CA, US",Santa Catalina,33.35055768,-118.3294295,48,48,,,FALSE,,,Mexigonus minutus,Arachnida,298248,Salticidae,Salticidae,Mexigonus,Mexigonus,Mexigonus minutus,,26211927,6,2019,6/1/19,23:59:54,100,Pacific Time (US & Canada),Mexigonus minutus,Araneae,Mexigonus minutus,,ecozippertfb,research,CC-BY-NC,https://www.inaturalist.org/observations/26211927,https://inaturalist-open-data.s3.amazonaws.com/photos/40793423/medium.jpeg?1559510428,,1,0,FALSE,2
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.8419289,-118.4423474,145,145,,,FALSE,,,Mexigonus morosus,Arachnida,345327,Salticidae,Salticidae,Mexigonus,Mexigonus,Mexigonus morosus,,39394385,2,2020,2/23/20,21:14:00,0,Pacific Time (US & Canada),Mexigonus morosus,Araneae,Mexigonus morosus,,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/39394385,https://inaturalist-open-data.s3.amazonaws.com/photos/62487241/medium.jpeg?1586055238,,0,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.02132333,-119.8706967,,,,,FALSE,,,Coppered White-cheeked Jumping Spider,Arachnida,117457,Salticidae,Salticidae,Pelegrina,Pelegrina,Pelegrina aeneola,,70238820,4,2019,4/13/19,2:54:00,100,Pacific Time (US & Canada),Pelegrina aeneola,Araneae,Pelegrina aeneola,Coppered White-cheeked Jumping Spider,silversea_starsong,research,CC-BY-NC,https://www.inaturalist.org/observations/70238820,https://inaturalist-open-data.s3.amazonaws.com/photos/114142863/medium.jpeg?1614407828,,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99562167,-119.716705,,,,,FALSE,,,Coppered White-cheeked Jumping Spider,Arachnida,117457,Salticidae,Salticidae,Pelegrina,Pelegrina,Pelegrina aeneola,,70364664,4,2019,4/13/19,21:52:00,100,Pacific Time (US & Canada),Pelegrina aeneola,Araneae,Pelegrina aeneola,Coppered White-cheeked Jumping Spider,silversea_starsong,research,CC-BY-NC,https://www.inaturalist.org/observations/70364664,https://inaturalist-open-data.s3.amazonaws.com/photos/114373413/medium.jpeg?1614562485,,3,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,4045969,7,2015,7/1/15,11:10:00,100,Pacific Time (US & Canada),Phanias,Araneae,,,psyllidhipster,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/4045969,https://inaturalist-open-data.s3.amazonaws.com/photos/4788762/medium.jpg?1473131350,,1,0,FALSE,
occurrence,iNaturalist,"Channel Islands National Park, , CA, US",Santa Cruz,34.021385,-119.6901433,,,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,26501583,6,2019,6/3/19,22:07:26,100,Pacific Time (US & Canada),Phanias,Araneae,,,aaron_echols,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/26501583,https://inaturalist-open-data.s3.amazonaws.com/photos/41156678/medium.jpg?1559839845,P. Harfordii?,1,0,FALSE,3
occurrence,iNaturalist,"Descanso Beach, Avalon, CA 90704, USA",Santa Catalina,33.3508443,-118.3298497,64,64,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,38766190,2,2020,2/17/20,20:24:52,0,Pacific Time (US & Canada),Phanias,Araneae,,,ecozippertfb,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38766190,https://inaturalist-open-data.s3.amazonaws.com/photos/61663776/medium.jpeg?1581971351,,2,0,FALSE,2
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which specimens were sampled.",San Clemente,32.8775,-118.4349,130,130,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,75696889,,,,,,Pacific Time (US & Canada),Phanias,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/75696889,https://inaturalist-open-data.s3.amazonaws.com/photos/123863207/medium.jpg?1619727765,"Collected from a steep, forested, canyon via beat sheet of from Quercus tomentella. Images by Nolan K. Weiss.",1,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which specimens were sampled.",San Clemente,32.8775,-118.4349,130,130,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,75696890,,,,,,Pacific Time (US & Canada),Phanias,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/75696890,https://inaturalist-open-data.s3.amazonaws.com/photos/123863157/medium.jpg?1619727751,"Collected from a steep, forested, canyon via beat sheet of from Quercus tomentella. Images by Nolan K. Weiss.",1,0,FALSE,
occurrence,iNaturalist,"Grove Canyon, San Clemente Island, Los Angeles County, CA, USA. Coordinate uncertainty reflects the broad area from which the specimens were possibly sampled.",San Clemente,32.8775,-118.4349,70,70,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,75195705,,,,,,Pacific Time (US & Canada),Phanias,Araneae,,,pileated,needs_id,CC-BY,https://www.inaturalist.org/observations/75195705,https://inaturalist-open-data.s3.amazonaws.com/photos/122976799/medium.jpg?1619368153,"Collected from a steep, forested, canyon via beat sheet of Quercus tomentella. Images by Samantha K. Taylor.",0,0,FALSE,
occurrence,iNaturalist,"Los Angeles County, CA, USA",San Clemente,32.99591211,-118.5519569,61,61,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,38194355,1,2020,1/31/20,2:02:00,0,Pacific Time (US & Canada),Phanias,Araneae,,,cedric_lee,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/38194355,https://inaturalist-open-data.s3.amazonaws.com/photos/60662248/medium.jpeg?1580588857,,2,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands National Park, Channel Islands, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99610333,-119.7161517,,,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,70364709,4,2019,4/13/19,22:27:00,100,Pacific Time (US & Canada),Phanias,Araneae,,,silversea_starsong,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/70364709,https://inaturalist-open-data.s3.amazonaws.com/photos/114373687/medium.jpeg?1614562625,,2,0,FALSE,
occurrence,iNaturalist,"W End Rd, , CA, US",Santa Catalina,33.46894336,-118.5378038,22,22,,,FALSE,,,Phanias,Arachnida,172351,Salticidae,Salticidae,Phanias,Phanias,,,15994452,7,2018,7/16/18,16:48:21,100,Pacific Time (US & Canada),Phanias,Araneae,,,emshaph,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/15994452,https://inaturalist-open-data.s3.amazonaws.com/photos/23950275/medium.jpg?1535526579,,3,0,FALSE,3
occurrence,iNaturalist,"Avalon, Ca",Santa Catalina,33.342819,-118.328228,3273,3273,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,1472744,4,2012,4/1/12,22:37:00,100,Pacific Time (US & Canada),Phidippus,Araneae,,,kiloueka,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1472744,https://inaturalist-open-data.s3.amazonaws.com/photos/1825850/medium.JPG?1431249211,,4,1,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,5261343,,,,,,Pacific Time (US & Canada),Phidippus,Araneae,,,psyllidhipster,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5261343,https://inaturalist-open-data.s3.amazonaws.com/photos/6511131/medium.jpg?1489100204,,2,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3446519,-118.3287528,30,30,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,40843117,3,2020,3/27/20,21:52:11,0,Pacific Time (US & Canada),Phidippus,Araneae,,,ecozippertfb,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40843117,https://inaturalist-open-data.s3.amazonaws.com/photos/64749624/medium.jpeg?1585346137,Possibly Phidippus princeps ,0,0,FALSE,2
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.342199,-118.328219,,,,,FALSE,gps,gps,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,43546558,4,2020,4/24/20,20:19:44,100,Pacific Time (US & Canada),Phidippus,Araneae,,,jeanshelton,needs_id,,https://www.inaturalist.org/observations/43546558,https://static.inaturalist.org/photos/69090636/medium.jpeg?1587877237,,0,0,FALSE,2
occurrence,iNaturalist,"Cape Canyon Rd, , CA, US",Santa Catalina,33.38418333,-118.41175,,,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,29396590,7,2019,7/21/19,17:15:06,100,Pacific Time (US & Canada),Phidippus,Araneae,,,aaron_echols,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/29396590,https://inaturalist-open-data.s3.amazonaws.com/photos/45876472/medium.jpg?1563908177,,1,0,FALSE,3
occurrence,iNaturalist,"Catalina Island Visitors GC, Avalon, CA, US",Santa Catalina,33.34058,-118.3322133,22,22,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,14172920,7,2018,7/8/18,18:31:33,100,Pacific Time (US & Canada),Phidippus,Araneae,,,jeffchapman7967,research,,https://www.inaturalist.org/observations/14172920,https://static.inaturalist.org/photos/21013223/medium.jpg?1531074007,,4,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, , CA, US",Santa Cruz,34.04788774,-119.5686497,101,101,,,FALSE,,,Salticinae,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,22705022,4,2019,4/18/19,23:01:57,100,Pacific Time (US & Canada),Phidippus,Araneae,,,apeman,needs_id,,https://www.inaturalist.org/observations/22705022,https://static.inaturalist.org/photos/35183389/medium.jpg?1555683703,,2,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Barbara,33.48060493,-119.0295701,23,23,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,37430099,1,2020,1/9/20,9:04:22,0,UTC,Phidippus,Araneae,,,rovingrangers,needs_id,,https://www.inaturalist.org/observations/37430099,https://static.inaturalist.org/photos/59336719/medium.jpg?1578589834,"A jumping spider, seem inside the ranger station on Santa Barbara Island.",3,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Cruz,34.025158,-119.564342,4447,4447,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,73916866,4,2021,4/13/21,20:07:57,100,Pacific Time (US & Canada),Phidippus,Araneae,,,tularosatabulator,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/73916866,https://inaturalist-open-data.s3.amazonaws.com/photos/120746316/medium.jpg?1618376871,,2,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Cruz,34.03395438,-119.5593311,9002,9002,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,73985024,4,2021,4/11/21,22:36:20,100,Pacific Time (US & Canada),Phidippus,Araneae,,,tularosatabulator,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/73985024,https://inaturalist-open-data.s3.amazonaws.com/photos/120864456/medium.jpg?1618437378,,1,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Cruz,34.04593617,-119.5678167,3,3,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,83878596,6,2021,6/20/21,21:20:08,100,Pacific Time (US & Canada),Phidippus,Araneae,,,manidae,needs_id,,https://www.inaturalist.org/observations/83878596,https://static.inaturalist.org/photos/137797109/medium.jpg?1624238483,,1,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Rosa,34.00531388,-120.0517055,45,45,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,88815696,7,2021,7/26/21,23:18:03,100,Pacific Time (US & Canada),Phidippus,Araneae,,,megakylie,needs_id,CC-BY,https://www.inaturalist.org/observations/88815696,https://inaturalist-open-data.s3.amazonaws.com/photos/146591947/medium.jpg?1627394006,,1,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Rosa,33.95070333,-120.1084362,4,4,,,FALSE,,,,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,89113044,7,2021,7/28/21,18:36:56,100,Pacific Time (US & Canada),Phidippus,Araneae,,,megakylie,needs_id,CC-BY,https://www.inaturalist.org/observations/89113044,https://inaturalist-open-data.s3.amazonaws.com/photos/147118758/medium.jpg?1627592675,,0,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, CA, US",Santa Rosa,33.94661333,-120.1165862,3,3,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,89113365,7,2021,7/28/21,23:03:15,100,Pacific Time (US & Canada),Phidippus,Araneae,,,megakylie,needs_id,CC-BY,https://www.inaturalist.org/observations/89113365,https://inaturalist-open-data.s3.amazonaws.com/photos/147119447/medium.jpg?1627592892,,1,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, Channel Islands National Pk, CA, US",Santa Cruz,34.01088333,-119.6607133,,,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,6714183,6,2017,6/17/17,2:36:50,100,Pacific Time (US & Canada),Phidippus,Araneae,,,wyattherp,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/6714183,https://inaturalist-open-data.s3.amazonaws.com/photos/8520047/medium.jpg?1497848194,,2,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, Channel Islands National Pk, CA, US",Santa Cruz,34.04874521,-119.5579299,2,2,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,8505127,10,2017,10/14/17,22:54:04,100,Pacific Time (US & Canada),Phidippus,Araneae,,,aaron_echols,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/8505127,https://inaturalist-open-data.s3.amazonaws.com/photos/11349182/medium.jpg?1508687902,,2,0,FALSE,3
occurrence,iNaturalist,"Channel Islands National Park, Channel Islands, Santa Barbara County, US-CA, US",Santa Cruz,34.01863617,-119.6838617,,,,,FALSE,,,Phidippus,Arachnida,53810,Salticidae,Salticidae,Phidippus,Phidippus,,,56542047,8,2020,8/15/20,19:08:16,100,Pacific Time (US & Canada),Phidippus,Araneae,,,ckler,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/56542047,https://inaturalist-open-data.s3.amazonaws.com/photos/90113772/medium.jpg?1597516137,,4,1,FALSE,3
