record,source,place_guess,island,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,acceptedName,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,acceptedFamily,taxon_genus_name,acceptedGenus,taxon_species_name,taxon_subspecies_name,id,month,year,time_observed_at_date,time_observed_at_time,time_obs_3,time_zone,user_login,created_at,updated_at,quality_grade,license,url,image_url,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.92320333,-118.492745,4,4,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,86892387,7,2021,7/13/21,21:50:54,300,Pacific Time (US & Canada),shrike2,2021-07-13 22:26:48 +0300,2021-07-14 03:06:10 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/86892387,https://inaturalist-open-data.s3.amazonaws.com/photos/143223638/medium.jpg?1626204410,2,0,FALSE,3
occurrence,iNaturalist,"San Clemente Island Underwater Range, CA, US",San Clemente,32.99604167,-118.5521167,4,4,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,88032014,7,2021,7/21/21,19:58:50,300,Pacific Time (US & Canada),shrike2,2021-07-21 22:45:27 +0300,2021-07-22 04:35:55 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/88032014,https://inaturalist-open-data.s3.amazonaws.com/photos/145200038/medium.jpg?1626896737,1,0,FALSE,3
occurrence,iNaturalist,"san clemente island, ca",San Clemente,32.93008,-118.506921,61,61,,,FALSE,,manual,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,56512421,8,2020,8/14/20,17:59:00,300,Pacific Time (US & Canada),vireolanius,2020-08-15 17:06:09 +0300,2020-08-16 01:35:59 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/56512421,https://inaturalist-open-data.s3.amazonaws.com/photos/90064383/medium.jpg?1597499960,1,0,FALSE,
occurrence,iNaturalist,"San Nicolas Naval Facility, , CA, US",San Nicolas,33.25338,-119.4693133,6,6,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,20823036,2,2019,2/27/19,23:20:28,300,Pacific Time (US & Canada),leptonia,2019-02-28 09:18:18 +0300,2019-03-09 05:14:18 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/20823036,https://inaturalist-open-data.s3.amazonaws.com/photos/32118449/medium.jpg?1551334711,2,0,FALSE,3
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01894972,-119.6823441,86,86,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,5134857,2,2017,2/15/17,1:08:00,300,Mountain Time (US & Canada),varajuan,2017-02-19 18:36:42 +0300,2017-02-20 23:48:12 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5134857,https://inaturalist-open-data.s3.amazonaws.com/photos/6320761/medium.jpg?1487518563,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.0186607,-119.6850586,687,687,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,5210335,3,2014,3/30/14,0:08:00,400,Central Time (US & Canada),aalilith,2017-03-02 11:49:51 +0300,2017-03-02 15:13:37 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5210335,https://inaturalist-open-data.s3.amazonaws.com/photos/6427438/medium.jpeg?1488403981,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.0186963,-119.6835566,8,8,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,6306164,5,2017,5/20/17,20:22:00,300,Pacific Time (US & Canada),ryanandrews,2017-05-21 22:07:11 +0300,2017-07-05 07:00:27 +0300,research,,https://www.inaturalist.org/observations/6306164,https://static.inaturalist.org/photos/7938095/medium.jpg?1495391671,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.0468991,-119.5559907,114,114,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,6362102,5,2017,5/24/17,23:05:00,300,Pacific Time (US & Canada),dlbowls,2017-05-26 02:17:28 +0300,2017-07-04 09:09:49 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/6362102,https://inaturalist-open-data.s3.amazonaws.com/photos/8024229/medium.jpg?1495753135,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.03611379,-119.5666552,61,61,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,6381295,5,2017,5/24/17,21:08:00,300,Pacific Time (US & Canada),tiyumq,2017-05-27 20:00:18 +0300,2017-05-28 10:16:29 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/6381295,https://inaturalist-open-data.s3.amazonaws.com/photos/8055035/medium.jpeg?1495904137,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04204234,-119.5711613,122,122,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,6422704,5,2017,5/24/17,20:36:00,300,Pacific Time (US & Canada),tiyumq,2017-05-30 02:02:58 +0300,2017-07-04 08:21:14 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/6422704,https://inaturalist-open-data.s3.amazonaws.com/photos/8107511/medium.jpeg?1496097042,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05972,-119.9173817,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,6435991,5,2017,5/20/17,2:40:00,300,Pacific Time (US & Canada),silversea_starsong,2017-05-31 01:18:07 +0300,2017-05-31 06:33:18 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/6435991,https://inaturalist-open-data.s3.amazonaws.com/photos/8128834/medium.jpeg?1496182153,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04978056,-119.5576944,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,10267525,3,2015,3/28/15,22:02:00,300,Pacific Time (US & Canada),ezeemonee,2018-03-17 05:37:02 +0300,2018-03-21 00:03:58 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/10267525,https://inaturalist-open-data.s3.amazonaws.com/photos/14209831/medium.jpeg?1521254138,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01218663,-119.6663475,264,264,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,11438854,2,2016,2/27/16,15:19:00,300,UTC,janeyd,2018-04-26 04:47:47 +0300,2018-04-26 05:01:42 +0300,research,,https://www.inaturalist.org/observations/11438854,https://static.inaturalist.org/photos/16315854/medium.jpg?1524707004,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.05347453,-119.5654514,26,26,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,13457944,6,2018,6/14/18,22:17:00,300,Pacific Time (US & Canada),dlbowls,2018-06-15 22:22:47 +0300,2018-06-16 01:44:06 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/13457944,https://inaturalist-open-data.s3.amazonaws.com/photos/19754152/medium.jpg?1529088898,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.01807592,-119.6875279,909,909,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,21018723,3,2019,3/3/19,1:34:00,300,Eastern Time (US & Canada),micahfreedman,2019-03-07 10:45:35 +0300,2019-03-07 17:40:31 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/21018723,https://inaturalist-open-data.s3.amazonaws.com/photos/32465904/medium.jpeg?1551943598,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.03783713,-119.5655323,466,466,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,21223900,,,,,,UTC,robert_hogg,2019-03-14 07:21:25 +0300,2019-03-14 07:31:22 +0300,research,,https://www.inaturalist.org/observations/21223900,https://static.inaturalist.org/photos/32808742/medium.jpeg?1552537071,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.0493514,-119.577411,141,141,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,21224644,,,,,,UTC,robert_hogg,2019-03-14 08:13:44 +0300,2019-03-14 08:19:04 +0300,research,,https://www.inaturalist.org/observations/21224644,https://static.inaturalist.org/photos/32809741/medium.jpeg?1552539557,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.0508932,-119.5721957,49,49,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,24980235,5,2019,5/11/19,21:24:00,300,Pacific Time (US & Canada),tothemax,2019-05-12 07:48:37 +0300,2019-05-12 07:53:33 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/24980235,https://inaturalist-open-data.s3.amazonaws.com/photos/38649046/medium.jpeg?1557636229,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.03981782,-119.8070974,977,977,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,28557858,7,2019,7/9/19,0:22:00,300,Eastern Time (US & Canada),oridgen10,2019-07-10 18:16:11 +0300,2019-07-10 21:10:28 +0300,research,,https://www.inaturalist.org/observations/28557858,https://static.inaturalist.org/photos/44525356/medium.jpg?1562771501,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04393016,-119.5708523,35,35,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,30333892,8,2019,8/5/19,0:02:00,300,Pacific Time (US & Canada),dlbowls,2019-08-07 01:18:48 +0300,2019-08-07 07:13:21 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/30333892,https://inaturalist-open-data.s3.amazonaws.com/photos/47374143/medium.jpeg?1565123731,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,34.04088253,-119.5711817,215,215,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,30830625,5,2019,5/25/19,7:02:00,300,Hawaii,fumonta,2019-08-14 23:06:04 +0300,2019-08-17 07:23:37 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/30830625,https://inaturalist-open-data.s3.amazonaws.com/photos/48191670/medium.jpeg?1565813021,2,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Cruz,33.99963687,-119.6412778,977,977,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,35706958,7,2019,7/9/19,0:22:00,300,Eastern Time (US & Canada),oridgen10,2019-11-15 20:24:33 +0300,2019-11-17 08:10:15 +0300,research,,https://www.inaturalist.org/observations/35706958,https://static.inaturalist.org/photos/56337663/medium.jpg?1573838363,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara County, CA, USA",Santa Rosa,33.95205667,-119.9715133,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,25283747,5,2019,5/11/19,20:01:00,300,Pacific Time (US & Canada),silversea_starsong,2019-05-18 01:15:20 +0300,2019-05-18 03:14:04 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/25283747,https://inaturalist-open-data.s3.amazonaws.com/photos/39142952/medium.jpeg?1558130196,1,0,FALSE,
occurrence,iNaturalist,"Santa Barbara Island, Santa Barbara County, CA",Santa Barbara,33.474784,-119.032103,300,300,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,363092,7,2007,7/19/07,23:58:11,400,Pacific Time (US & Canada),lynnwatson,2013-08-12 07:22:23 +0400,2021-02-14 05:52:37 +0300,research,CC-BY-NC,http://www.inaturalist.org/observations/363092,https://static.inaturalist.org/photos/453334/medium.jpg?1444637233,1,0,FALSE,
occurrence,iNaturalist,Santa Catalina Island,Santa Catalina,33.383361,-118.417576,50209,50209,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,3559158,,,,,,Central Time (US & Canada),justinscioli,2016-06-30 01:02:40 +0300,2016-07-01 22:46:44 +0300,research,,http://www.inaturalist.org/observations/3559158,https://static.inaturalist.org/photos/4138320/medium.JPG?1467237764,1,0,FALSE,
occurrence,iNaturalist,"Santa Catalina Island, Avalon, CA, US",Santa Catalina,33.32746333,-118.34413,10,10,,,FALSE,,,Scrub-Hairstreaks,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,25776959,5,2019,5/25/19,19:20:37,300,Pacific Time (US & Canada),jaredburton,2019-05-26 04:04:12 +0300,2020-06-03 23:06:06 +0300,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/25776959,https://inaturalist-open-data.s3.amazonaws.com/photos/39959811/medium.jpg?1558832654,3,1,FALSE,3
occurrence,iNaturalist,"Santa Cruz Island main ranch area, Santa Barbara County, CA, USA",Santa Cruz,34.00056914,-119.7152407,977,977,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,20995819,3,2007,3/24/07,23:59:00,300,Pacific Time (US & Canada),henicorhina,2019-03-06 17:28:30 +0300,2019-03-06 19:13:42 +0300,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/20995819,https://inaturalist-open-data.s3.amazonaws.com/photos/32426737/medium.jpg?1551881808,1,0,FALSE,
occurrence,iNaturalist,"Santa Cruz Island Reserve, Channel Islands, Channel Islands National Park, Santa Barbara, UC Natural Reserve System, California, United States",Santa Cruz,33.99692592,-119.7421429,,28902,,,FALSE,,,Strymon melinus,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,1791785,7,2015,7/22/15,3:00:51,300,Pacific Time (US & Canada),kueda,2015-07-23 06:57:03 +0300,2019-03-26 04:39:23 +0300,research,CC0,http://www.inaturalist.org/observations/1791785,https://inaturalist-open-data.s3.amazonaws.com/photos/2170649/medium.jpg?1437623837,2,0,FALSE,
occurrence,iNaturalist,"Santa Rosa Island, Santa Barbara County, CA, USA",Santa Rosa,33.99947887,-120.0581818,1067,1067,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,7755604,9,2017,9/2/17,2:26:00,300,Arizona,dcoopercem,2017-09-03 02:37:15 +0300,2017-10-01 22:47:22 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/7755604,https://inaturalist-open-data.s3.amazonaws.com/photos/10184101/medium.jpg?1504394861,2,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",San Nicolas,33.27751667,-119.5212333,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,5444935,4,2016,4/23/16,20:02:00,300,Pacific Time (US & Canada),ezeemonee,2017-03-24 23:12:07 +0300,2021-04-19 20:39:01 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5444935,https://inaturalist-open-data.s3.amazonaws.com/photos/6701287/medium.jpeg?1490386267,1,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",San Nicolas,33.25684722,-119.4851139,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,5444964,4,2016,4/21/16,22:37:00,300,Pacific Time (US & Canada),ezeemonee,2017-03-24 23:17:34 +0300,2017-06-10 09:30:10 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/5444964,https://inaturalist-open-data.s3.amazonaws.com/photos/6701339/medium.jpeg?1490386626,2,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",San Nicolas,33.25545,-119.4847944,5,5,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,10274440,4,2016,4/21/16,22:07:00,300,Pacific Time (US & Canada),ezeemonee,2018-03-17 19:54:08 +0300,2018-03-17 20:00:34 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/10274440,https://inaturalist-open-data.s3.amazonaws.com/photos/14221976/medium.jpg?1521305579,1,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",Anacapa,34.01348056,-119.3669278,,,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,5520849,10,2016,10/9/16,21:06:00,300,Eastern Time (US & Canada),kgarner,2017-04-01 00:02:10 +0300,2017-04-01 03:24:21 +0300,research,,https://www.inaturalist.org/observations/5520849,https://static.inaturalist.org/photos/6809851/medium.jpeg?1490993830,2,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",Anacapa,34.01565896,-119.3621167,124,124,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,58921930,7,2020,7/19/20,23:15:00,300,Pacific Time (US & Canada),serpophaga,2020-09-08 06:50:16 +0300,2020-09-08 09:11:00 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/58921930,https://inaturalist-open-data.s3.amazonaws.com/photos/94103316/medium.jpeg?1599536660,1,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",Anacapa,34.01596018,-119.3624385,272,272,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,59547411,7,2020,7/20/20,22:46:00,300,Pacific Time (US & Canada),serpophaga,2020-09-14 07:36:44 +0300,2020-09-14 08:14:05 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/59547411,https://inaturalist-open-data.s3.amazonaws.com/photos/95153244/medium.jpeg?1600058072,1,0,FALSE,
occurrence,iNaturalist,"Ventura County, CA, USA",Anacapa,34.01652933,-119.3622669,312,312,,,FALSE,,,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,59547413,7,2020,7/20/20,22:44:00,300,Pacific Time (US & Canada),serpophaga,2020-09-14 07:36:45 +0300,2020-09-14 08:13:55 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/59547413,https://inaturalist-open-data.s3.amazonaws.com/photos/95153271/medium.jpeg?1600058095,1,0,FALSE,
occurrence,iNaturalist,"Ventura, CA 93001, USA",Anacapa,34.01549167,-119.3615611,,,,,FALSE,gps,gps,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,54014610,7,2020,7/19/20,23:22:35,300,Pacific Time (US & Canada),leptonia,2020-07-23 04:53:44 +0300,2021-03-29 03:30:41 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/54014610,https://inaturalist-open-data.s3.amazonaws.com/photos/85927558/medium.jpeg?1595469228,0,0,FALSE,2
occurrence,iNaturalist,"Ventura, CA 93001, USA",Anacapa,34.01567635,-119.3625055,90,90,,,FALSE,gps,gps,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,54023392,7,2020,7/19/20,23:03:31,300,Pacific Time (US & Canada),pileated,2020-07-23 07:02:53 +0300,2020-08-17 08:11:46 +0300,research,CC-BY,https://www.inaturalist.org/observations/54023392,https://inaturalist-open-data.s3.amazonaws.com/photos/85942416/medium.jpg?1595476975,2,0,FALSE,2
occurrence,iNaturalist,"wilson cove, san clemente island, ca",San Clemente,32.996682,-118.553267,492,492,,,FALSE,,manual,Gray Hairstreak,Strymon melinus,Strymon melinus,Gray Hairstreak,Insecta,50931,Lepidoptera,Lycaenidae,Lycaenidae,Strymon,Strymon,Strymon melinus,,59077736,9,2020,9/9/20,22:08:46,300,Pacific Time (US & Canada),vireolanius,2020-09-09 23:59:02 +0300,2020-09-10 01:47:46 +0300,research,CC-BY-NC,https://www.inaturalist.org/observations/59077736,https://inaturalist-open-data.s3.amazonaws.com/photos/94367762/medium.jpg?1599685157,1,0,FALSE,3
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Mompha,Mompha,,,Insecta,176948,Lepidoptera,Momphidae,Momphidae,Mompha,Mompha,,,5254806,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:49:40 +0300,2020-06-03 23:09:30 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254806,https://inaturalist-open-data.s3.amazonaws.com/photos/6502194/medium.jpg?1489026496,0,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,5254594,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:19:29 +0300,2017-10-15 18:17:55 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254594,https://inaturalist-open-data.s3.amazonaws.com/photos/6501902/medium.jpg?1489025051,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,5254595,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:19:29 +0300,2017-10-15 19:09:25 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254595,https://inaturalist-open-data.s3.amazonaws.com/photos/6501894/medium.jpg?1489025039,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,5254597,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:19:30 +0300,2017-10-15 19:11:21 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254597,https://inaturalist-open-data.s3.amazonaws.com/photos/6501906/medium.jpg?1489025057,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,5254598,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:19:30 +0300,2017-10-15 19:11:38 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254598,https://inaturalist-open-data.s3.amazonaws.com/photos/6501916/medium.jpg?1489025077,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.3428193,-118.3282279,2403,2403,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,5254600,,,,,,Pacific Time (US & Canada),psyllidhipster,2017-03-09 05:19:31 +0300,2017-10-15 19:13:04 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/5254600,https://inaturalist-open-data.s3.amazonaws.com/photos/6501921/medium.jpg?1489025084,1,0,FALSE,
occurrence,iNaturalist,"Avalon, CA 90704, USA",Santa Catalina,33.32540667,-118.3409667,,,,,FALSE,,,Stigmella,Stigmella,,,Insecta,211345,Lepidoptera,Nepticulidae,Nepticulidae,Stigmella,Stigmella,,,65463783,8,2020,8/25/20,22:51:00,300,Pacific Time (US & Canada),silversea_starsong,2020-11-23 11:54:33 +0300,2020-12-08 18:50:08 +0300,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/65463783,https://inaturalist-open-data.s3.amazonaws.com/photos/105371581/medium.jpeg?1606120290,1,0,FALSE,
