"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName"
"5275","LACM",9,2004,"Santa Catalina","Lepidoptera","Crambidae","Pyrausta","Pyrausta laticlavia"
"5276","LACM",9,1987,"Santa Barbara","Lepidoptera","Crambidae","Euchromius","Euchromius ocellea"
"5277","LACM",9,2004,"Santa Catalina","Lepidoptera","Crambidae","Hemiplatytes","Hemiplatytes epia"
"5278","LACM",9,2004,"Santa Catalina","Lepidoptera","Crambidae","Pyrausta","Pyrausta perrubralis"
"5279","LACM",5,1985,"Anacapa","Lepidoptera","Crambidae","Diastictis",
"5280","LACM",8,1988,"Anacapa","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5281","LACM",9,2004,"Santa Catalina","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5282","LACM",9,2004,"Santa Catalina","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5283","LACM",5,1988,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5284","LACM",6,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5285","LACM",6,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5286","LACM",7,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5287","LACM",6,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5288","LACM",6,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5289","LACM",7,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5290","LACM",7,1987,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5291","LACM",6,1986,"Anacapa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5292","LACM",9,1987,"Anacapa","Lepidoptera","Crambidae","Loxostegopsis","Loxostegopsis merrickalis"
"5293","LACM",9,1987,"Anacapa","Lepidoptera","Crambidae","Loxostegopsis","Loxostegopsis merrickalis"
"5294","LACM",7,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5295","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5296","LACM",8,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5297","LACM",8,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5298","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5299","LACM",8,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5300","LACM",7,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5301","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5302","LACM",7,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5303","LACM",7,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5304","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5305","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5306","LACM",8,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5307","LACM",7,1939,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5308","LACM",3,1941,"Santa Cruz","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5309","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5310","LACM",8,1970,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5311","LACM",8,1970,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5312","LACM",8,1970,"San Miguel","Lepidoptera","Crambidae","Achyra","Achyra occidentalis"
"5313","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5314","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5315","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5316","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5317","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5318","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5319","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5320","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5321","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5322","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5323","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5324","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5325","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5326","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5327","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5328","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5329","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5330","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5331","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5332","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5333","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5334","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5335","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5336","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5337","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5338","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5339","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5340","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5341","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5342","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5343","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5344","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5345","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5346","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5347","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Agriphila","Agriphila attenuatus"
"5348","LACM",8,1940,"Anacapa","Lepidoptera","Crambidae","Uresiphita","Uresiphita reversalis"
"5349","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5350","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5351","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5352","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5353","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5354","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5355","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Chalcoela","Chalcoela iphitalis"
"5356","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Conchylodes","Conchylodes octonalis"
"5357","LACM",6,1981,"Santa Catalina","Lepidoptera","Crambidae","Conchylodes","Conchylodes octonalis"
"5358","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5359","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5360","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5361","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5362","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5363","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5364","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5365","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5366","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5367","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5368","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5369","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5370","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5371","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5372","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5373","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5374","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5375","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5376","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5377","LACM",7,1939,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5378","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5379","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5380","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5381","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5382","LACM",5,1939,"Santa Barbara","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5383","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5384","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5385","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5386","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5387","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5388","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5389","LACM",8,1939,"Santa Rosa","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5390","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5391","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5392","LACM",6,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5393","LACM",9,1932,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5394","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5395","LACM",8,1970,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5396","LACM",8,1970,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5397","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5398","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5399","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5400","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5401","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5402","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5403","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5404","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5405","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5406","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5407","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5408","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5409","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5410","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5411","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5412","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5413","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5414","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5415","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5416","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5417","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5418","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5419","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5420","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5421","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5422","LACM",10,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5423","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5424","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5425","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5426","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5427","LACM",5,1981,"Santa Catalina","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5428","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5429","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5430","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5431","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5432","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5433","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5434","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5435","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5436","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5437","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Dicymolomia","Dicymolomia metalliferalis"
"5438","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5439","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5440","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5441","LACM",9,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5442","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5443","LACM",11,1981,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5444","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5445","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5446","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5447","LACM",10,1931,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5448","LACM",10,,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5449","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5450","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5451","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5452","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5453","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5454","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5455","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5456","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5457","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5458","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5459","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5460","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5461","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5462","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5463","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5464","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5465","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5466","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5467","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5468","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5469","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5470","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5471","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5472","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5473","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5474","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5475","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5476","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5477","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5478","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5479","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5480","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5481","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5482","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5483","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5484","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5485","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5486","LACM",8,1939,"Santa Cruz","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5487","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5488","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5489","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5490","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5491","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5492","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5493","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5494","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5495","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5496","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5497","LACM",12,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5498","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5499","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5500","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5501","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5502","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5503","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5504","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5505","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5506","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5507","LACM",11,1939,"San Clemente","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5508","LACM",12,1940,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5509","LACM",12,1940,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5510","LACM",11,1940,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5511","LACM",3,1941,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5512","LACM",8,1970,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5513","LACM",8,1970,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5514","LACM",8,1970,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5515","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5516","LACM",11,1981,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5517","LACM",11,1981,"Santa Catalina","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5518","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Hellula","Hellula rogatalis"
"5519","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5520","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5521","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5522","LACM",6,1979,"Santa Cruz","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5523","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5524","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5525","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5526","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5527","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5528","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5529","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5530","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5531","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
"5532","LACM",10,1980,"San Nicolas","Lepidoptera","Crambidae","Diastictis","Diastictis fracturalis"
