kingdom,phylum,class,order,Family_5,scientificName,sciname_3,count,assign_by_island,Eliminate,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia ramosissima,Phacelia ramosissima,30,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. austrolitoralis,Phacelia ramosissima,22,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. latifolia,Phacelia ramosissima,1,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. montereyensis,Phacelia ramosissima,4,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia ramosissima var. subglabra,Phacelia ramosissima,2,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia viscida,Phacelia viscida,60,NA,Keep,1?,1,1,1,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Pholistoma auritum,Pholistoma auritum var. auritum,123,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Pholistoma auritum var. auritum,Pholistoma auritum var. auritum,31,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Pholistoma racemosa,Pholistoma racemosum,1,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Pholistoma racemosum,Pholistoma racemosum,245,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Asparagales,Iridaceae,Sisyrinchium bellum,Sisyrinchium bellum,128,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Lycopodiopsida,Isoetales,Isoetaceae,Isoetes orcuttii,Isoetes orcuttii,3,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans californica,Juglans californica,6,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans californica var. californica,Juglans californica,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans regia,Juglans regia,4,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus acutus,Juncus acutus subsp. leopoldii,23,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus acutus subsp. leopoldii,Juncus acutus subsp. leopoldii,43,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus arcticus subsp. littoralis,Juncus balticus subsp. ater,3,NA,Keep,1,1,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus balticus,Juncus balticus subsp. ater,23,NA,Keep,1,1,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus balticus subsp. ater,Juncus balticus subsp. ater,3,NA,Keep,1,1,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus bufonius,Juncus bufonius var. bufonius,187,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus bufonius var. bufonius,Juncus bufonius var. bufonius,34,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus effusus,Juncus effusus subsp. pacificus,5,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus effusus subsp. pacificus,Juncus effusus subsp. pacificus,1,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus balticus subsp. mexicanus,Juncus mexicanus,4,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus mexicanus,Juncus mexicanus,61,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus patens,Juncus patens,79,NA,Keep,NA,1,1,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus phaeocephalus,Juncus phaeocephalus,15,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus phaeocephalus var. phaeocephalus,Juncus phaeocephalus var. phaeocephalus,2,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus textilis,Juncus textilis,23,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Juncus xiphioides,Juncus xiphioides,63,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula spicata,Luzula spicata,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula subcongesta,Luzula subcongesta,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,Luzula subsessilis,Luzula subsessilis,66,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Clinopodium douglasii,Clinopodium douglasii,27,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Micromeria douglasii,Clinopodium douglasii,2,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Satureja douglasii,Clinopodium douglasii,26,NA,Keep,1,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lamium amplexicaule,Lamium amplexicaule,8,NA,Keep,NA,NA,1,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lepechinia fragrans,Lepechinia fragrans,125,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Marrubium vulgare,Marrubium vulgare,183,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha spicata,Mentha spicata,9,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta cataria,Nepeta cataria,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia apiana,Salvia apiana,61,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia brandegeei,Salvia brandegeei,93,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia columbariae,Salvia columbariae,82,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia columbariae var. columbariae,Salvia columbariae,1,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia leucophylla,Salvia leucophylla,3,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia mellifera,Salvia mellifera,213,NA,Keep,1,NA,1,1,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria tuberosa,Scutellaria tuberosa,65,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria tuberosa var. similis,Scutellaria tuberosa,1,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys ajugoides,Stachys ajugoides,2,NA,Keep,1,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys bullata,Stachys bullata,204,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Trichostema lanceolatum,Trichostema lanceolatum,31,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus albus,Calochortus albus,110,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus albus var. rubellus,Calochortus albus,4,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus catalinae,Calochortus catalinae,185,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus luteus,Calochortus luteus,34,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus splendens,Calochortus splendens,48,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Calochortus venustus,Calochortus venustus,1,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Lilium humboldtii,Lilium humboldtii subsp. ocellatum,43,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Lilium humboldtii subsp. ocellatum,Lilium humboldtii subsp. ocellatum,25,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,Lilium humboldtii var. ocellatum,Lilium humboldtii subsp. ocellatum,1,NA,Keep,NA,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Hesperolinon micranthum,Hesperolinon micranthum,14,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia affinis,Mentzelia affinis,42,NA,Keep,NA,NA,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Cornales,Loasaceae,Mentzelia micrantha,Mentzelia micrantha,70,NA,Keep,NA,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Ammannia robusta,Ammannia robusta,2,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum californicum,Lythrum californicum,13,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum hyssopifolia,Lythrum hyssopifolia,70,NA,Keep,NA,1,1,NA,NA,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Eremalche exilis,Eremalche exilis,6,NA,Keep,NA,NA,1,NA,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malacothamnus clementinus,Malacothamnus clementinus,113,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvastrum clementinum,Malacothamnus clementinus,6,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malacothamnus fasciculatus,Malacothamnus fasciculatus,92,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvastrum nesioticum,Malacothamnus fasciculatus,2,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malacothamnus fasciculatus subsp. catalinensis,Malacothamnus fasciculatus var. catalinensis,2,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malacothamnus fasciculatus var. catalinensis,Malacothamnus fasciculatus var. catalinensis,23,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malacothamnus fasciculatus var. nesioticus,Malacothamnus fasciculatus var. nesioticus,29,assign by island,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva arborea,Malva arborea,8,NA,Keep,NA,NA,NA,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Lavatera assurgentiflora,Malva assurgentiflora,11,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Lavatera assurgentiflora subsp. assurgentiflora,Malva assurgentiflora,75,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Lavatera assurgentiflora subsp. glabra,Malva assurgentiflora,26,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva assurgentiflora,Malva assurgentiflora,227,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,Malvaceae,NA,Malva assurgentiflora,NA,assign by island,Keep,1,1,1,1,NA,NA,NA,NA
NA,NA,NA,NA,Malvaceae,NA,Malva assurgentiflora,NA,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva nicaeensis,Malva nicaeensis,31,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva parviflora,Malva parviflora,147,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Lavatera cretica,Malva pseudolavatera,18,NA,Keep,1,1,NA,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malva sylvestris,Malva sylvestris,1,NA,Elim,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvella leprosa,Malvella leprosa,39,NA,Keep,NA,1,NA,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea malvaeflora,Sidalcea malviflora subsp. malviflora,3,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea malviflora,Sidalcea malviflora subsp. malviflora,57,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sidalcea malviflora subsp. malviflora,Sidalcea malviflora subsp. malviflora,75,NA,Keep,1,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Melanthiaceae,Toxicoscordion fremontii,Toxicoscordion fremontii,56,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Melanthiaceae,Zigadenus fremontii,Toxicoscordion fremontii,30,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Liliales,Melanthiaceae,Zigadenus fremontii var. fremontii,Toxicoscordion fremontii,3,NA,Keep,1,1,1,1,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Calandrinia breweri,Calandrinia breweri,11,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Calandrinia ciliata,Calandrinia menziesii,107,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Calandrinia ciliata var. menziesii,Calandrinia menziesii,12,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Calyptridium monandrum,Calyptridium monandrum,1,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Cistanthe monandra,Calyptridium monandrum,1,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Calandrinia maritima,Cistanthe maritima,35,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Cistanthe maritima,Cistanthe maritima,131,NA,Keep,NA,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia parviflora,Claytonia parviflora subsp. parviflora,25,NA,Keep,1,NA,1,NA,1,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia parviflora subsp. parviflora,Claytonia parviflora subsp. parviflora,34,NA,Keep,1,NA,1,NA,1,1,NA,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia perfoliata,Claytonia perfoliata,91,NA,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia perfoliata subsp. mexicana,Claytonia perfoliata subsp. mexicana,151,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia perfoliata subsp. perfoliata,Claytonia perfoliata subsp. perfoliata,65,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Claytonia perfoliata var. perfoliata,Claytonia perfoliata subsp. perfoliata,2,NA,Keep,1,1,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Montiaceae,Montia fontana,Montia fontana,4,NA,Keep,NA,NA,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus carica,Ficus carica,30,NA,Keep,1,NA,1,NA,NA,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Myrsinaceae,Anagallis arvensis,Lysimachia arvensis,51,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Myrsinaceae,Anagallis arvensis var. coerulea,Lysimachia arvensis,2,NA,Keep,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus camaldulensis,Eucalyptus camaldulensis,18,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus camaldulensis var. obtusa,Eucalyptus camaldulensis,2,NA,Keep,NA,1,1,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus cladocalyx,Eucalyptus cladocalyx,2,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus globulus,Eucalyptus globulus,47,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus globulus subsp. globulus,Eucalyptus globulus,1,NA,Keep,NA,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus polyanthemos,Eucalyptus polyanthemos,10,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus sideroxylon,Eucalyptus sideroxylon,7,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eucalyptus tereticornis,Eucalyptus tereticornis,15,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Namaceae,Eriodictyon traskiae,Eriodictyon traskiae subsp. traskiae,45,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Boraginales,Namaceae,Nama stenocarpa,Nama stenocarpa,1,NA,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia latifolia,Abronia latifolia,4,NA,Keep,1,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia maritima,Abronia maritima,291,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia maritima subsp. maritima,Abronia maritima,3,NA,Keep,1,1,1,1,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia alba,Abronia umbellata var. umbellata,5,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia insularis,Abronia umbellata var. umbellata,1,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia neurophylla,Abronia umbellata var. umbellata,1,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia umbellata,Abronia umbellata var. umbellata,318,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia umbellata subsp. alba,Abronia umbellata var. umbellata,9,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia umbellata subsp. umbellata,Abronia umbellata var. umbellata,1,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Abronia umbellata var. umbellata,Abronia umbellata var. umbellata,8,NA,Keep,1,1,1,NA,NA,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis californica,Mirabilis laevis var. crassifolia,5,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis californica var. californica,Mirabilis laevis var. crassifolia,7,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis laevis,Mirabilis laevis var. crassifolia,80,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis laevis var. cordifolia,Mirabilis laevis var. crassifolia,3,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Nyctaginaceae,Mirabilis laevis var. crassifolia,Mirabilis laevis var. crassifolia,244,NA,Keep,NA,1,1,1,1,NA,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus uhdei,Fraxinus uhdei,10,NA,Keep,NA,NA,NA,NA,NA,NA,NA,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Olea europaea,Olea europaea,24,NA,Keep,NA,NA,1,1,1,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia strigulosa,Camissonia strigulosa,18,NA,Keep,NA,1,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia cheiranthifolia,Camissoniopsis cheiranthifolia,9,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis cheiranthifolia,Camissoniopsis cheiranthifolia,137,assign by island,Keep,NA,NA,NA,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia cheiranthifolia subsp. cheiranthifolia,Camissoniopsis cheiranthifolia subsp. cheiranthifolia,62,assign by island,Keep,1,1,1,NA,1,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis cheiranthifolia subsp. cheiranthifolia,Camissoniopsis cheiranthifolia subsp. cheiranthifolia,84,assign by island,Keep,1,1,1,NA,1,1,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia cheiranthifolia subsp. suffruticosa,Camissoniopsis cheiranthifolia subsp. suffruticosa,7,assign by island,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis cheiranthifolia subsp. suffruticosa,Camissoniopsis cheiranthifolia subsp. suffruticosa,9,assign by island,Keep,NA,NA,NA,NA,NA,1,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina,21,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis guadalupensis,Camissoniopsis guadalupensis subsp. clementina,33,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina,36,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina,2,assign by island,Keep,NA,NA,NA,NA,NA,NA,1,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia hirtella,Camissoniopsis hirtella,1,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissoniopsis hirtella,Camissoniopsis hirtella,3,NA,Keep,NA,NA,1,NA,NA,NA,NA,NA
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Camissonia ignota,Camissoniopsis ignota,1,NA,Keep,NA,1,1,NA,NA,NA,NA,NA
