kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,assign by island,needs review,MASTER_ELIM,isl_check,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. menziesii,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. pubescens,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. robinsonii,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lepidospartum squamatum,lepidospartum squamatum,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leptochloa fusca subsp. uninervia,leptochloa fusca subsp. uninervia,,,Problem - check if keep,0,,,,,,,,
,,,,,leptosiphon androsaceus,leptosiphon androsaceus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon bicolor,leptosiphon bicolor,,,KEEP,4,,1,1,,,,1,1
,,,,,leptosiphon croceus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon parviflorus,leptosiphon parviflorus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon pygmaeus subsp. pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
,,,,,leptosiphon rattanii,leptosiphon rattanii,,,ELIM,0,,,,,,,,
,,,,,leptospermum laevigatum,leptospermum laevigatum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,leptosyne gigantea,leptosyne gigantea,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia var. filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
,,,,,lessingia glandulifera var. glandulifera,lessingia glandulifera var. glandulifera,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus condensatus,elymus condensatus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus pacificus,elymus pacificus,,,KEEP,3,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus triticoides,elymus triticoides,,,KEEP,6,1,1,1,1,,1,,1
,,,,,leymus x multiflorus,elymus x gouldii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
,,,,,lilium humboldtii subsp. humboldtii,lilium humboldtii subsp. humboldtii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii subsp. ocellatum,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii var. ocellatum,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,limonium perezii,limonium perezii,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,limonium sinuatum,limonium sinuatum,,,KEEP,3,,,,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus bicolor,leptosiphon bicolor,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus dianthiflorus,linanthus dianthiflorus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus dianthiflorus subsp. dianthiflorus,linanthus dianthiflorus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus parviflorus,leptosiphon parviflorus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus pygmaeus subsp. pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,linaria bipartita,linaria bipartita,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,linaria canadensis var. texana,nuttallanthus texanus,,,KEEP,6,1,1,1,1,,,1,1
,,,,,linaria maroccana,linaria maroccana,,,ELIM,0,,,,,,,,
,,,,,linum usitatissimum,linum usitatissimum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,lippia nodiflora var. rosea,phyla nodiflora,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma affine,lithophragma affine,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma affine subsp. mixtum,lithophragma affine,,,KEEP,1,,,,,,,,1
,,,,,lithophragma catalinae,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma cymbalaria,lithophragma cymbalaria,,,KEEP,2,,1,1,,,,,
,,,,,lithophragma maxima,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma maximum,lithophragma maximum,,,KEEP,1,,,,,,,1,
,,,,,lithraea molleoides,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,lobelia dunnii var. serrata,lobelia dunnii var. serrata,,,KEEP,1,,,,,,,,1
,,,,,lobelia erinus,lobelia erinus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lobularia maritima,lobularia maritima,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,loeflingia squarrosa,loeflingia squarrosa,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia arizonica,logfia arizonica,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia californica,logfia filaginoides,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,logfia filaginioides,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia filaginoides,logfia filaginoides,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia gallica,logfia gallica,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium multiflorum,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. multiflorum,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. perenne,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,lolium rigidum,festuca rigida,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium temulentum,festuca temulenta,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium caruifolium,lomatium caruifolium var. caruifolium,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium caruifolium var. caruifolium,lomatium caruifolium var. caruifolium,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium insulare,lomatium insulare,,,KEEP,2,,,,,,1,1,
,,,,,lomatium macrocarpum,lomatium macrocarpum,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium utriculatum,lomatium utriculatum,,,KEEP,3,1,1,1,,,,,
,,,,,lomatium vaginatum,lomatium vaginatum,,,ELIM,0,,,,,,,,
,,,,,lonicera catalinensis,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera hispidula,lonicera hispidula,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera hispidula var. vacillans,lonicera hispidula,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera interrupta,lonicera interrupta,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata,lonicera subspicata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata var. denudata,lonicera subspicata var. denudata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata var. johnstonii,lonicera subspicata var. denudata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata var. subspicata,lonicera subspicata var. subspicata,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus,acmispon argophyllus,,Problem - check if keep,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus argenteus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus subsp. niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus subsp. ornithopus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. adsurgens,acmispon argophyllus var. adsurgens,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. argenteus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. argophyllus,acmispon argophyllus var. argophyllus,,Problem - check if keep,Problem - check if keep,0,,,,,,,,
,,,,,lotus argophyllus var. hancockii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. ornithopus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus corniculatus,lotus corniculatus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus,acmispon dendroideus,assign by island,,KEEP,0,,,,,,,,
,,,,,lotus dendroideus dendroideus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. dendroideus,acmispon dendroideus var. dendroideus,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. traskiae,acmispon dendroideus var. traskiae,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. veatchii,acmispon dendroideus var. veatchii,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus grandiflorus,acmispon grandiflorus var. grandiflorus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus grandiflorus var. grandiflorus,acmispon grandiflorus var. grandiflorus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus hamatus,acmispon micranthus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus heermannii,acmispon heermannii var. heermannii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus humistratus,acmispon brachycarpus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus micranthus,acmispon parviflorus,,,KEEP,1,,,1,,,,,
,,,,,lotus purshianus var. purshianus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus salsuginosus,acmispon maritimus var. maritimus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus salsuginosus var. salsuginosus,acmispon maritimus var. maritimus,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,lotus scoparius,acmispon glaber,,,ELIM,0,,,,,,,,
,,,,,lotus scoparius subsp. scoparius,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius subsp. traskiae,acmispon dendroideus var. traskiae,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius var. dendroideus,acmispon dendroideus var. dendroideus,assign by island,,KEEP,0,,,,,,,,
,,,,,lotus scoparius var. scoparius,acmispon glaber var. glaber,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius var. veatchii,acmispon dendroideus var. veatchii,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus var. hirtellus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus var. strigosus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus subpinnatus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus unifoliolatus,acmispon americanus var. americanus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus wrangelianus,acmispon wrangelianus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,ludwigia peploides,ludwigia peploides subsp. peploides,,,KEEP,2,,,1,,,,,1
,,,,,ludwigia peploides subsp. montevidensis,ludwigia peploides subsp. montevidensis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,ludwigia peploides subsp. peploides,ludwigia peploides subsp. peploides,,,KEEP,2,,,1,,,,,1
,,,,,ludwigia repens,ludwigia repens,,,ELIM,0,,,,,,,,
,,,,,lupinus adsurgens var. adsurgens,lupinus adsurgens,,,ELIM,0,,,,,,,,
,,,,,lupinus adsurgens var. lilacinus,lupinus adsurgens,,,ELIM,0,,,,,,,,
,,,,,lupinus affinis,lupinus affinis,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus agardhianus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons,lupinus albifrons var. douglasii,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. albifrons,lupinus albifrons var. albifrons,,,KEEP,6,1,1,1,1,,1,,1
,,,,,lupinus albifrons var. collinus,lupinus albifrons var. collinus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. douglasii,lupinus albifrons var. douglasii,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. eminens,lupinus albifrons var. albifrons,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus aliclementinus,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus arboreus,lupinus arboreus,,,KEEP,3,1,1,1,,,,,
,,,,,lupinus argenteus var. tenellus,lupinus argenteus var. argenteus,,,ELIM,0,,,,,,,,
,,,,,lupinus arizonicus,lupinus arizonicus,,,ELIM,0,,,,,,,,
,,,,,lupinus arizonicus subsp. lagunensis,lupinus arizonicus subsp. lagunensis,,,ELIM,0,,,,,,,,
,,,,,lupinus benthamii,lupinus benthamii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,lupinus bicolor microphyllus,,,Yes,,0,,,,,,,,
,,,,,lupinus bicolor pipersmithii,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. bicolor,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. microphyllus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. tridentatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. umbellatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,lupinus bicolor umbellatus,,,Yes,,0,,,,,,,,
,,,,,lupinus bicolor var. bicolor,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor var. microphyllus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor var. umbellatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,lupinus carnosulus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus chamissonis,lupinus chamissonis,,,KEEP,2,1,1,,,,,,
,,,,,lupinus citrinus var. citrinus,lupinus citrinus var. citrinus,,,ELIM,0,,,,,,,,
,,,,,lupinus clementinus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus subsp. concinnus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus subsp. orcuttii,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus var. agardhianus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
,,,,,lupinus concinnus var. concinnus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus var. orcuttii,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
,,,,,lupinus densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
,,,,,lupinus densiflorus var. densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus densiflorus var. palustris,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
,,,,,lupinus elatus,lupinus elatus,,,ELIM,0,,,,,,,,
,,,,,lupinus excubitus,lupinus excubitus,,,ELIM,0,,,,,,,,
,,,,,lupinus excubitus subsp. hallii,lupinus excubitus var. hallii,,Yes,,0,,,,,,,,
,,,,,lupinus excubitus var. hallii,lupinus excubitus var. hallii,,Yes,,0,,,,,,,,
,,,,,lupinus excurbitus hallii,,,Yes,,0,,,,,,,,
,,,,,lupinus formosus,lupinus formosus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus guadalupensis,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus hirsutissimus,lupinus hirsutissimus,,,KEEP,5,,1,1,1,,,1,1
,,,,,lupinus latifolius subsp. latifolius,lupinus latifolius var. latifolius,,,ELIM,0,,,,,,,,
,,,,,lupinus longifolius,lupinus longifolius,,,ELIM,0,,,,,,,,
,,,,,lupinus micranthus var. micranthus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus subsp. microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
,,,,,lupinus microcarpus var. densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus var. microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus moranii,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
,,,,,lupinus nanus,lupinus nanus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus polycarpus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus ruber,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus sparsiflorus subsp. sparsiflorus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus subvexus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus subvexus var. subvexus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus succulentus,lupinus succulentus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus succulentus var. succulentus,lupinus succulentus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus truncatus,lupinus truncatus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus truncatus var. truncatus,lupinus truncatus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus umbellatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
,,,,,lupinus umbellatus subsp. umbellatus,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus variicolor,lupinus variicolor,,,KEEP,1,1,,,,,,,
,,,,,luzula comosa,luzula comosa,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,luzula spicata,luzula spicata,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,luzula subcongesta,luzula subcongesta,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,luzula subsessilis,luzula subsessilis,,,KEEP,2,,1,1,,,,,
,,,,,lycium andersonii,lycium andersonii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium brevipes,lycium brevipes var. hassei,,,KEEP,3,,,,,,1,1,1
,,,,,lycium brevipes var. brevipes,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium brevipes var. hassei,lycium brevipes var. hassei,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium californicum,lycium californicum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium fremontii,lycium fremontii,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium hassei,lycium brevipes var. hassei,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycium verrucosum,lycium verrucosum,,,KEEP,1,,,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,lycopersicon esculentum,lycopersicon esculentum,,,KEEP,8,1,1,1,1,1,1,1,1
,,,,,lycopodium clavatum,lycopodium clavatum,,,ELIM,0,,,,,,,,
,,,,,lyonothamnus asplenifolius,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,lyonothamnus aspleniifolius,lyonothamnus floribundus,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,lyonothamnus floribundus,lyonothamnus floribundus,assign by island,,KEEP,0,,,,,,,,
,,,,,lyonothamnus floribundus f. aspleniifolius,,,Yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,lyonothamnus floribundus floribundus,lyonothamnus floribundus subsp. floribundus,assign by island,,KEEP,0,,,,,,,,
,,,,,lyonothamnus floribundus subsp. asplenifolius,,,Yes,,0,,,,,,,,
