kingdom_final,phylum_final,class_final,order_final,family_final,scientificName,sci_name,Sort by island?,Needs_review,MASTER_ELIM,Total isls,SMI,SR,SCR,A,SBA,SNI,SCL,SCA
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,isomeris arborea var. insularis,peritoma arborea,,,KEEP,3,,1,,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,juglans californica,juglans californica,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,juglans californica var. californica,juglans californica,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus acutus,juncus acutus subsp. leopoldii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus acutus subsp. leopoldii,juncus acutus subsp. leopoldii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus arcticus subsp. littoralis,juncus balticus subsp. ater,,,KEEP,3,1,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus balticus,juncus balticus subsp. ater,,,KEEP,3,1,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus balticus subsp. ater,juncus balticus subsp. ater,,,KEEP,3,1,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus balticus subsp. littoralis,juncus balticus subsp. ater,,,KEEP,3,1,1,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus balticus subsp. mexicanus,juncus mexicanus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus bufonius,juncus bufonius var. bufonius,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus bufonius var. bufonius,juncus bufonius var. bufonius,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus effusus,juncus effusus subsp. pacificus,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus effusus subsp. pacificus,juncus effusus subsp. pacificus,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus mexicanus,juncus mexicanus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus phaeocephalus,juncus phaeocephalus var. phaeocephalus,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Juncaceae,juncus phaeocephalus var. phaeocephalus,juncus phaeocephalus var. phaeocephalus,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,keckiella cordifolia,keckiella cordifolia,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Valerianaceae,kentranthus ruber,centranthus ruber,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,koeleria gerardii,koeleria gerardii,,,KEEP,2,,,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,koeleria macrantha,koeleria macrantha,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,koeleria phleoides,koeleria gerardii,,,KEEP,2,,,1,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,koeleria pyramidata,koeleria macrantha,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,laennecia coulteri,laennecia coulteri,,,KEEP,5,,1,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,lastarriaea coriacea,lastarriaea coriacea,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia californica,lasthenia glabrata subsp. coulteri,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia californica subsp. californica,lasthenia glabrata subsp. coulteri,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia chrysostoma,lasthenia glabrata subsp. coulteri,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia glabrata,lasthenia glabrata subsp. coulteri,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lasthenia glabrata subsp. coulteri,lasthenia glabrata subsp. coulteri,,,KEEP,1,,1,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus laetiflorus,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus laetiflorus subsp. alefeldii,lathyrus vestitus var. alefeldii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus laetiflorus subsp. barbarae,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. alefeldii,lathyrus vestitus var. alefeldii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. laetiflorus,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. puberulus,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus subsp. vestitus,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus var. alefeldii,lathyrus vestitus var. alefeldii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lathyrus vestitus var. vestitus,lathyrus vestitus var. vestitus,,,KEEP,5,,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,lavatera assurgentiflora,malva assurgentiflora,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,lavatera assurgentiflora subsp. assurgentiflora,malva assurgentiflora,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,lavatera assurgentiflora subsp. glabra,malva assurgentiflora,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,layia platyglossa,layia platyglossa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,layia platyglossa subsp. campestris,layia platyglossa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,layia platyglossa subsp. platyglossa,layia platyglossa,,,KEEP,5,1,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium didymum,lepidium didymum,,,KEEP,3,,,,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium draba,lepidium draba,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium draba subsp. draba,lepidium draba,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum subsp. lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum subsp. wrightii,lepidium lasiocarpum subsp. lasiocarpum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum var. lasiocarpum,lepidium lasiocarpum subsp. lasiocarpum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium lasiocarpum var. wrightii,lepidium lasiocarpum subsp. lasiocarpum,,,KEEP,3,,,,,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium latipes,lepidium latipes,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium latipes var. latipes,lepidium latipes,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium nitidum,lepidium nitidum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium nitidum var. howellii,lepidium nitidum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium nitidum var. nitidum,lepidium nitidum,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium oblongum,lepidium oblongum,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium oblongum var. insulare,lepidium oblongum,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium oblongum var. oblongum,lepidium oblongum,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum subsp. menziesii,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. menziesii,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. pubescens,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,lepidium virginicum var. robinsonii,lepidium virginicum subsp. menziesii,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon bicolor,leptosiphon bicolor,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon parviflorus,leptosiphon parviflorus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,leptosiphon pygmaeus subsp. pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,leptosyne gigantea,leptosyne gigantea,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,lessingia filaginifolia var. filaginifolia,corethrogyne filaginifolia,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus condensatus,elymus condensatus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus pacificus,elymus pacificus,,,KEEP,3,1,1,,,,1,,
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,leymus triticoides,elymus triticoides,,,KEEP,6,1,1,1,1,,1,,1
,,,,,leymus x multiflorus,elymus x gouldii,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii subsp. ocellatum,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Liliales,Liliaceae,lilium humboldtii var. ocellatum,lilium humboldtii subsp. ocellatum,,,KEEP,3,,1,1,1,,,,
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus bicolor,leptosiphon bicolor,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus dianthiflorus,linanthus dianthiflorus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus dianthiflorus subsp. dianthiflorus,linanthus dianthiflorus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus parviflorus,leptosiphon parviflorus,,,KEEP,4,1,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,linanthus pygmaeus subsp. pygmaeus,leptosiphon pygmaeus subsp. pygmaeus,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,linaria canadensis var. texana,nuttallanthus texanus,,,KEEP,6,1,1,1,1,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,lippia nodiflora var. rosea,phyla nodiflora,,,KEEP,3,,,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma affine,lithophragma affine,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Saxifragaceae,lithophragma affine subsp. mixtum,lithophragma affine,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia arizonica,logfia arizonica,,,KEEP,4,,,1,,1,,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia californica,logfia filaginoides,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia filaginoides,logfia filaginoides,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,logfia gallica,logfia gallica,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium multiflorum,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. multiflorum,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Poales,Poaceae,lolium perenne subsp. perenne,festuca perennis,,,KEEP,8,1,1,1,1,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium caruifolium,lomatium caruifolium var. caruifolium,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,lomatium caruifolium var. caruifolium,lomatium caruifolium var. caruifolium,,,KEEP,3,1,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera hispidula,lonicera hispidula,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera hispidula var. vacillans,lonicera hispidula,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata var. denudata,lonicera subspicata var. denudata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,lonicera subspicata var. johnstonii,lonicera subspicata var. denudata,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus,acmispon argophyllus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus argenteus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus subsp. niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus subsp. ornithopus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. adsurgens,acmispon argophyllus var. adsurgens,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. argenteus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. argophyllus,acmispon argophyllus var. argophyllus,,,Problem - check if keep,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. niveus,acmispon argophyllus var. niveus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus argophyllus var. ornithopus,acmispon argophyllus var. argenteus,,,KEEP,5,,1,,,1,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus,acmispon dendroideus,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. dendroideus,acmispon dendroideus var. dendroideus,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. traskiae,acmispon dendroideus var. traskiae,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus dendroideus var. veatchii,acmispon dendroideus var. veatchii,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus grandiflorus,acmispon grandiflorus var. grandiflorus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus grandiflorus var. grandiflorus,acmispon grandiflorus var. grandiflorus,,,KEEP,3,,1,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus hamatus,acmispon micranthus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus heermannii,acmispon heermannii var. heermannii,,,KEEP,1,,,,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus micranthus,acmispon parviflorus,,,KEEP,1,,,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus salsuginosus,acmispon maritimus var. maritimus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus salsuginosus var. salsuginosus,acmispon maritimus var. maritimus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius subsp. traskiae,acmispon dendroideus var. traskiae,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius var. dendroideus,acmispon dendroideus var. dendroideus,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus scoparius var. veatchii,acmispon dendroideus var. veatchii,assign by island,,KEEP,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus var. hirtellus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus strigosus var. strigosus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus subpinnatus,acmispon strigosus,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus unifoliolatus,acmispon americanus var. americanus,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lotus wrangelianus,acmispon wrangelianus,,,KEEP,5,1,1,1,1,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,ludwigia peploides,ludwigia peploides subsp. peploides,,,KEEP,2,,,1,,,,,1
Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,ludwigia peploides subsp. peploides,ludwigia peploides subsp. peploides,,,KEEP,2,,,1,,,,,1
,,,,,lupinus adsurgens var. adsurgens,lupinus adsurgens,,,ELIM,0,,,,,,,,
,,,,,lupinus adsurgens var. lilacinus,lupinus adsurgens,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus agardhianus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons,lupinus albifrons var. douglasii,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. albifrons,lupinus albifrons var. albifrons,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. douglasii,lupinus albifrons var. douglasii,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus albifrons var. eminens,lupinus albifrons var. albifrons,,,KEEP,6,1,1,1,1,,1,,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus aliclementinus,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. bicolor,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. microphyllus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. tridentatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor subsp. umbellatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor var. microphyllus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus bicolor var. umbellatus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus subsp. concinnus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus subsp. orcuttii,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus var. agardhianus,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus concinnus var. orcuttii,lupinus concinnus,,,KEEP,4,,1,1,,,,1,1
,,,,,lupinus densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
,,,,,lupinus densiflorus var. densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus densiflorus var. palustris,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus excubitus subsp. hallii,lupinus excubitus var. hallii,,yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus excubitus var. hallii,lupinus excubitus var. hallii,,yes,,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus guadalupensis,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus subsp. microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
,,,,,lupinus microcarpus var. densiflorus,lupinus microcarpus var. densiflorus,,,ELIM,0,,,,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus microcarpus var. microcarpus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus moranii,lupinus guadalupensis,,,KEEP,1,,,,,,,1,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus polycarpus,lupinus bicolor subsp. bicolor,,,KEEP,7,1,1,1,1,,1,1,1
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus ruber,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus sparsiflorus subsp. sparsiflorus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus subvexus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus subvexus var. subvexus,lupinus microcarpus,,,KEEP,2,,1,1,,,,,
Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,lupinus succulentus,lupinus succulentus,,,KEEP,7,1,1,1,1,,1,1,1
