scientificName,acceptedName
Tenarea dispar,Tenarea dispar
Tetragonia tetragonioides,Tetragonia tetragonioides
Thysanocarpus conchuliferus,Thysanocarpus conchuliferus
Thysanocarpus curvipes,Thysanocarpus curvipes
Thysanocarpus curvipes subsp. amplectens,Thysanocarpus curvipes subsp. amplectens
Thysanocarpus laciniatus var. ramosus,Thysanocarpus curvipes subsp. amplectens
Thysanocarpus curvipes subsp. curvipes,Thysanocarpus curvipes subsp. curvipes
Thysanocarpus laciniatus var. crenatus,Thysanocarpus curvipes subsp. curvipes
Thysanocarpus curvipes subsp. elegans,Thysanocarpus curvipes subsp. elegans
Thysanocarpus laciniatus,Thysanocarpus laciniatus
Thysanocarpus laciniatus var. laciniatus,Thysanocarpus laciniatus
Torilis arvensis,Torilis arvensis
Torilis nodosa,Torilis nodosa
Toxicodendron diversilobum,Toxicodendron diversilobum
Toxicoscordion fremontii,Toxicoscordion fremontii
Zigadenus fremontii,Toxicoscordion fremontii
Zygadenus fremontii,Toxicoscordion fremontii
Zigadenus fremontii var. fremontii,Toxicoscordion fremontii
Tragopogon porrifolius,Tragopogon porrifolius
Trentepohlia aurea,Trentepohlia aurea
Tribulus terrestris,Tribulus terrestris
Trichostema lanceolatum,Trichostema lanceolatum
Trifolium albopurpureum,Trifolium albopurpureum
Trifolium truncatum,Trifolium amplectens var. truncatum
Trifolium barbigerum,Trifolium barbigerum
Trifolium ciliolatum,Trifolium ciliolatum
Trifolium depauperatum,Trifolium depauperatum
Trifolium amplectens,Trifolium depauperatum var. amplectens
Trifolium depauperatum var. amplectens,Trifolium depauperatum var. amplectens
Trifolium amplectens var. truncatum,Trifolium depauperatum var. truncatum
Trifolium depauperatum var. truncatum,Trifolium depauperatum var. truncatum
Trifolium stenophyllum,Trifolium depauperatum var. truncatum
Trifolium albopurpureum var. dichotomum,Trifolium dichotomum
Trifolium dichotomum,Trifolium dichotomum
Trifolium flavulum,Trifolium fucatum
Trifolium fucatum,Trifolium fucatum
Trifolium fucatum var. gambelii,Trifolium fucatum
Trifolium gambelii,Trifolium fucatum
Trifolium gracilentum,Trifolium gracilentum
Trifolium gracilentum var. gracilentum,Trifolium gracilentum
Trifolium hirtum,Trifolium hirtum
Trifolium howellii,Trifolium howellii
Trifolium macraei,Trifolium macraei
Trifolium traskiae,Trifolium macraei
Trifolium macrocephalum,Trifolium macrocephalum
Trifolium microcephalum,Trifolium microcephalum
Trifolium microdon,Trifolium microdon
Trifolium microdon var. pilosum,Trifolium microdon
Trifolium obtusiflorum,Trifolium obtusiflorum
Trifolium gracilentum var. palmeri,Trifolium palmeri
Trifolium palmeri,Trifolium palmeri
Trifolium repens,Trifolium repens
Trifolium variegatum,Trifolium variegatum
Trifolium variegatum var. variegatum,Trifolium variegatum
Trifolium variegatum var. melananthum,Trifolium variegatum
Trifolium tridentatum,Trifolium willdenovii
Trifolium tridentatum var. aciculare,Trifolium willdenovii
Trifolium willdenovii,Trifolium willdenovii
Trifolium willdenowii,Trifolium willdenovii
Triglochin striata,Triglochin striata
Triodanis biflora,Triodanis biflora
Triodanis perfoliata,Triodanis perfoliata
Triticum aestivum,Triticum aestivum
Tropaeolum majus,Tropaeolum majus
Tropidocarpum gracile,Tropidocarpum gracile
Arabis glabra,Turritis glabra
Turritis glabra,Turritis glabra
Typha angustifolia,Typha angustifolia
Typha domingensis,Typha domingensis
Typha latifolia,Typha latifolia
Ulva californica,Ulva californica
Ulva compressa,Ulva compressa
Ulva lactuca,Ulva lactuca
Ulva lobata,Ulva lobata
Ulva taeniata,Ulva taeniata
Umbellularia californica,Umbellularia californica
Microseris lindleyi,Uropappus lindleyi
Microseris linearifolia,Uropappus lindleyi
Uropappus lindleyi,Uropappus lindleyi
Urospermum picroides,Urospermum picroides
Urtica dioica,Urtica dioica
Urtica dioica subsp. gracilis,Urtica dioica subsp. gracilis
Urtica dioica subsp. holosericea,Urtica dioica subsp. holosericea
Urtica dioica var. holosericea,Urtica dioica subsp. holosericea
Urtica gracilis subsp. holosericea,Urtica dioica subsp. holosericea
Urtica holosericea,Urtica dioica subsp. holosericea
Urtica urens,Urtica urens
Vaccinium ovatum,Vaccinium ovatum
Venegasia carpesioides,Venegasia carpesioides
Verbascum thapsus,Verbascum thapsus
Verbena bracteata,Verbena bracteata
Verbena lasiostachys,Verbena lasiostachys
Verbena lasiostachys var. lasiostachys,Verbena lasiostachys var. lasiostachys
Verbena lasiostachys var. scabrida,Verbena lasiostachys var. scabrida
Verbena robusta,Verbena lasiostachys var. scabrida
Glandularia pulchella,Verbena pulchella
Verbena tenuisecta,Verbena pulchella
Verbesina encelioides,Verbesina encelioides
Verbesina encelioides subsp. exauriculata,Verbesina encelioides var. exauriculata
Veronica anagallis-aquatica,Veronica anagallis-aquatica
Veronica arvensis,Veronica arvensis
Veronica catenata,Veronica catenata
Veronica peregrina,Veronica peregrina
Veronica peregrina subsp. xalapensis,Veronica peregrina subsp. xalapensis
Veronica persica,Veronica persica
Vicia americana,Vicia americana
Vicia americana subsp. americana,Vicia americana subsp. americana
Vicia americana var. americana,Vicia americana subsp. americana
Vicia benghalensis,Vicia benghalensis
Vicia exigua var. hassei,Vicia hassei
Vicia hassei,Vicia hassei
Vicia hirsuta,Vicia hirsuta
Vicia ludoviciana,Vicia ludoviciana
Vicia ludoviciana subsp. ludoviciana,Vicia ludoviciana subsp. ludoviciana
Vicia ludoviciana var. ludoviciana,Vicia ludoviciana subsp. ludoviciana
Vicia exigua,Vicia ludoviciana var. ludoviciana 
Vicia sativa,Vicia sativa
Vicia sativa subsp. nigra,Vicia sativa subsp. nigra
Vicia sativa subsp. sativa,Vicia sativa subsp. sativa
Vicia villosa,Vicia villosa
Vicia dasycarpa,Vicia villosa subsp. varia
Vicia villosa subsp. varia,Vicia villosa subsp. varia
Vicia villosa var. glabrescens,Vicia villosa subsp. varia
Vicia villosa subsp. villosa,Vicia villosa subsp. villosa
Vinca major,Vinca major
Viola pedata,Viola pedata
Viola pedunculata,Viola pedunculata
Vitis girdiana,Vitis girdiana
Vitis labrusca,Vitis labrusca
Vitis vinifera,Vitis vinifera
Vulpia octoflora var. glauca,Vulpia octoflora var. glauca
Washingtonia filifera,Washingtonia filifera
Washingtonia robusta,Washingtonia robusta
Weeksia reticulata,Weeksia reticulata
Acanthoxanthium spinosum,Xanthium spinosum
Xanthium spinosum,Xanthium spinosum
Xanthium strumarium,Xanthium strumarium
Arctostaphylos bicolor,Xylococcus bicolor
Xylococcus bicolor,Xylococcus bicolor
Caucalis microcarpa,Yabea microcarpa
Yabea microcarpa,Yabea microcarpa
Yucca gigantea,Yucca gigantea
Yucca guatemalensis,Yucca gigantea
Yucca gloriosa,Yucca gloriosa
Zannichellia palustris,Zannichellia palustris
Zantedeschia aethiopica,Zantedeschia aethiopica
Zea mays,Zea mays
Centaurium davyi,Zeltnera davyi
Zeltnera davyi,Zeltnera davyi
Centaurium venustum,Zeltnera venusta
Zeltnera venusta,Zeltnera venusta
Zostera japonica,Zostera japonica
Zostera marina,Zostera marina
Zostera marina var. latifolia,Zostera marina
Zostera pacifica,Zostera pacifica
