locality_latlong,Freq,id,island,latitude,longitude,locality,year,taxa
34.036944-120.334722,1,735666985,San Miguel,34.036944,-120.334722,San Miguel Island; N of Willow Canyon,1996,mammal
34.037222-120.345833,1,735665616,San Miguel,34.037222,-120.345833,San Miguel Island; Ravine E of Airstrip,1978,mammal
34.03737264-120.3720791,2,812657518,San Miguel,34.03737264,-120.3720791,San Miguel Island,1975,mammal
34.03765163-120.3726981,1,583462031,San Miguel,34.03765163,-120.3726981,Near San Miguel Island,1928,mammal
34.038056-119.886111,1,735670828,Santa Cruz,34.038056,-119.886111,Santa Cruz Island; W most grade of Black Point complex,1995,mammal
34.038056-120.367222,2,735671260,San Miguel,34.038056,-120.367222,San Miguel Island; 1 mi W airstrip,1977,mammal
34.038056-120.367222,2,735670738,San Miguel,34.038056,-120.367222,San Miguel Island; 1 mi W airstrip; near NW shore,1977,mammal
34.039167-120.3775,1,735666855,San Miguel,34.039167,-120.3775,San Miguel Island; 1/2 mi E Green Mountain,1978,mammal
34.039722-120.374444,86,735673330,San Miguel,34.039722,-120.374444,San Miguel Island,1975,mammal
34.039722-120.374444,86,735672189,San Miguel,34.039722,-120.374444,San Miguel Island; Near Dry Lake Bed,1985,mammal
34.039722-120.374444,86,735666762,San Miguel,34.039722,-120.374444,San Miguel Island; Research hut,1978,mammal
34.039722-120.374444,86,735665951,San Miguel,34.039722,-120.374444,San Miguel Island; Dry Lake Bed,1982,mammal
34.04-120.372,11,2381408314,San Miguel,34.04,-120.372,San Miguel I.,1954,mammal
34.040556-120.349167,1,735666316,San Miguel,34.040556,-120.349167,San Miguel Island; Campground,1996,mammal
34.041667-120.319444,1,735673334,San Miguel,34.041667,-120.319444,San Miguel Island; Bay Point; slope below,1979,mammal
34.041667-120.32,2,735675360,San Miguel,34.041667,-120.32,San Miguel Island; Daisy Cave,NA,mammal
34.041944-120.320556,1,735666288,San Miguel,34.041944,-120.320556,San Miguel Island; E of Hoffman Point; base of cliff,1979,mammal
34.043888-120.345276,1,1699190768,San Miguel,34.043888,-120.345276,NA,NA,mammal
34.044982-119.725853,7,1039528667,Santa Cruz,34.044982,-119.725853,within ca. 1 mi of University of California Research Station,NA,mammal
34.044982-119.725853,7,1039529469,Santa Cruz,34.044982,-119.725853,Field Station,1970,mammal
34.044982-119.725853,7,1039520511,Santa Cruz,34.044982,-119.725853,University of California Research Station,1970,mammal
34.045-120.353056,2,735672363,San Miguel,34.045,-120.353056,San Miguel Island; Nidever Canyon,1979,mammal
34.04523536-120.3802374,49,1145892276,San Miguel,34.04523536,-120.3802374,San Miguel Island,1910,mammal
34.046389-120.393889,1,735674322,San Miguel,34.046389,-120.393889,San Miguel Island; North Green Mt. Canyon; 300 yds up from willows,1980,mammal
34.046944-120.364722,1,735673932,San Miguel,34.046944,-120.364722,San Miguel Island,2010,mammal
34.04755727-119.5520798,1,583509218,Santa Cruz,34.04755727,-119.5520798,Scorpion Harbor,1901,mammal
34.048058-120.423332,1,1699190733,San Miguel,34.048058,-120.423332,exact location is not listed in Guthrie 1998,NA,mammal
34.0481-119.5519,2,1019052419,Santa Cruz,34.0481,-119.5519,"Scorpion Beach, Santa Cruz Island, Santa Cruz Island, Santa Barbara, California, USA",1998,mammal
34.05-120.35,7,2381397184,San Miguel,34.05,-120.35,"San Miguel I., Cuyler Harbor",1938,mammal
34.05-120.35,7,2381399165,San Miguel,34.05,-120.35,"San Miguel I., Cuyler's Harbor",1938,mammal
34.050556-119.818611,1,735674364,Santa Cruz,34.050556,-119.818611,Santa Cruz Island; Valdez Canyon,1927,mammal
34.051667-120.384167,1,735673794,San Miguel,34.051667,-120.384167,San Miguel Island; 1/4 mi S Simonton Cove,1978,mammal
34.054722-120.361111,4,735673075,San Miguel,34.054722,-120.361111,San Miguel Island; Cuyler Harbor,1976,mammal
34.055-120.415556,1,735669955,San Miguel,34.055,-120.415556,San Miguel Island; NW point,1977,mammal
34.058-120.335,12,2381409206,San Miguel,34.058,-120.335,"San Miguel I., Prince Islet",1976,mammal
34.058-120.335,12,2381399241,San Miguel,34.058,-120.335,"Prince I., near San Miguel I.",1938,mammal
34.058056-119.919167,2,735673964,Santa Cruz,34.058056,-119.919167,Santa Cruz Island; Forney's Cove,1977,mammal
34.058056-120.3325,28,735674634,San Miguel,34.058056,-120.3325,San Miguel Island; Prince Island,1978,mammal
34.058056-120.386111,1,735669963,San Miguel,34.058056,-120.386111,San Miguel Island; Simonton Cove,1977,mammal
34.059167-119.926111,1,735661792,Santa Cruz,34.059167,-119.926111,Santa Cruz Island; Fraser Point,1995,mammal
34.059444-119.926111,6,735667737,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; Fraser Point, in small Canyon on N side, about 125 m from mouth",1995,mammal
34.059444-119.926111,6,735667562,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; 0.2 mi E of Fraser Point, ca. 25m E of Trap Station #33",1995,mammal
34.059444-119.926111,6,735666156,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; Fraser Point area, on TF just NW of trap #9",1994,mammal
34.059444-119.926111,6,735664439,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; 0.2 mi E of Fraser Point, near trap station 31",1994,mammal
34.059444-119.926111,6,735663268,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; Fraser Point area, 5 m from Trap #4",1995,mammal
34.059444-119.926111,6,735662860,Santa Cruz,34.059444,-119.926111,"Santa Cruz Island; Fraser Point, Island Fox trapping grid",1995,mammal
34.059444-119.926944,1,735664734,Santa Cruz,34.059444,-119.926944,"Santa Cruz Island; Fraser Point area, near trap #7",1994,mammal
34.059722-119.928056,1,735663917,Santa Cruz,34.059722,-119.928056,"Santa Cruz Island; 0.1 mi E of Fraser Point, site E8B",1995,mammal
34.059722-119.928611,1,735667513,Santa Cruz,34.059722,-119.928611,"Santa Cruz Island; <0.1mi E of Fraser Point, 30m W of trap 2",1995,mammal
34.06-119.913056,2,735672407,Santa Cruz,34.06,-119.913056,Santa Cruz Island; Cistern 1/2 km inland from Fourney's Cove,1977,mammal
34.06-119.913056,2,735663041,Santa Cruz,34.06,-119.913056,Santa Cruz Island; 1/2 km from Fourney's Cove,1977,mammal
34.061667-120.373889,1,735669532,San Miguel,34.061667,-120.373889,San Miguel Island; Simonton Cove,2009,mammal
34.068889-119.920833,1,735667871,Santa Cruz,34.068889,-119.920833,Santa Cruz Island; 100 m from ocean just NNE of Fraser Point,1995,mammal
34.071111-119.920278,2,735671608,Santa Cruz,34.071111,-119.920278,"Santa Cruz Island; second finger of 3 fingers DC, NNE of Fraser Point",1995,mammal
34.076111-120.367222,1,735668499,San Miguel,34.076111,-120.367222,San Miguel Island; Harris Point,1986,mammal
34.0775-119.918333,1,735664324,Santa Cruz,34.0775,-119.918333,Santa Cruz Island; West Point,1979,mammal
34.0833-120.4167,1,1039517693,San Miguel,34.0833,-120.4167,NA,NA,mammal
