locality_latlong,Freq,island,latitude,longitude,locality,year,taxa
33.9853-119.668,10,Santa Cruz,33.9853,-119.668,"Santa Cruz Island, Valley Anchorage",1966,hymenoptera
33.98549-120.07374,1,Santa Rosa,33.98549,-120.07374,"Upper Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.98552-120.02593,2,Santa Rosa,33.98552,-120.02593,"Torrey Pines, Santa Rosa Island",2014,hymenoptera
33.98568-120.02679,3,Santa Rosa,33.98568,-120.02679,"Torrey Pines, Santa Rosa Island",2014,hymenoptera
33.9865-119.7203,5,Santa Cruz,33.9865,-119.7203,"Santa Cruz Island, top of Isley Rd.",2005,hymenoptera
33.987-120.139,1,Santa Rosa,33.987,-120.139,"Santa Rosa Island, upper Soledad Canyon",1989,hymenoptera
33.987142-119.853054,1,Santa Cruz,33.987142,-119.853054,Santa Cruz Island; Pozo Canyon,1999,hymenoptera
33.988-119.717,26,Santa Cruz,33.988,-119.717,"Santa Cruz Island, ridge between Central Valley and Isley Canyon",1973,hymenoptera
33.988-120.033,9,Santa Rosa,33.988,-120.033,"Santa Rosa Island, Torrey Pine Area",1978,hymenoptera
33.98806-120.08881,4,Santa Rosa,33.98806,-120.08881,"Upper Lobos Canyon, Santa Rosa Island",2014,hymenoptera
33.98842-120.05696,2,Santa Rosa,33.98842,-120.05696,"Telephone Road, Santa Rosa Island",2014,hymenoptera
33.98856-120.05689,1,Santa Rosa,33.98856,-120.05689,"Telephone Road, Santa Rosa Island",2014,hymenoptera
33.989-119.677,16,Santa Cruz,33.989,-119.677,"Santa Cruz Island, e. Stanton Ranch",2001,hymenoptera
33.989-119.677,16,Santa Cruz,33.989,-119.677,"Santa Cruz Island, East Airstrip",2000,hymenoptera
33.989-119.677,16,Santa Cruz,33.989,-119.677,"Santa Cruz Island, Main Airstrip",1988,hymenoptera
33.989205-120.034381,4,Santa Rosa,33.989205,-120.034381,"Santa Rosa Island; Ranch, Beecher's Bay; 33.98104 -119.987324",1978,hymenoptera
33.9894-119.677,190,Santa Cruz,33.9894,-119.677,NA,2012,hymenoptera
33.99-119.677,2,Santa Cruz,33.99,-119.677,"Santa Cruz Island, Orchard",1990,hymenoptera
33.99-119.69,1,Santa Cruz,33.99,-119.69,"Santa Cruz Island, w. East Airstrip",1995,hymenoptera
33.99-120.7,27,Santa Rosa,33.99,-120.7,"Santa Rosa Island, Windmill Canyon to Black Mountain",1978,hymenoptera
33.991056-119.719278,64,Santa Cruz,33.991056,-119.719278,Santa Cruz Island,2019,hymenoptera
33.991387-119.664955,2,Santa Cruz,33.991387,-119.664955,"Santa Cruz Island, Three Fork Canyon",1999,hymenoptera
33.991972-119.689278,74,Santa Cruz,33.991972,-119.689278,Santa Cruz Island,2019,hymenoptera
33.991972-119.689278,74,Santa Cruz,33.991972,-119.689278,Santa Cruz Island Reserve,2019,hymenoptera
33.992-120.045,4,Santa Rosa,33.992,-120.045,"Santa Rosa Island, Water Canyon",1978,hymenoptera
33.992-120.045,4,Santa Cruz,33.992,-120.045,"Santa Cruz Island, Water Canyon",1941,hymenoptera
33.9927-120.0421,1,Santa Rosa,33.9927,-120.0421,"Water Cyn., Santa Rosa Island",2007,hymenoptera
33.99274-120.03915,1,Santa Rosa,33.99274,-120.03915,"Beach at Water Canyon, Sta. Cruz Isl.",1969,hymenoptera
33.993-119.637,1,Santa Cruz,33.993,-119.637,"Santa Cruz Island, Navy Site",2012,hymenoptera
33.993-119.707,18,Santa Cruz,33.993,-119.707,"Santa Cruz Island, e. Stanton Ranch",1990,hymenoptera
33.993-119.717,4,Santa Cruz,33.993,-119.717,"Santa Cruz Island, e. Stanton Ranch",2001,hymenoptera
33.993-120.039,80,Santa Rosa,33.993,-120.039,"Santa Rosa Island, Bechers Bay",1978,hymenoptera
33.993-120.041,1,Santa Rosa,33.993,-120.041,"Santa Rosa Island, lower Water Canyon",1989,hymenoptera
33.99322-119.69435,1,Santa Cruz,33.99322,-119.69435,"Central Valley, Santa Cruz I.",2012,hymenoptera
33.99439-119.75266,2,Santa Cruz,33.99439,-119.75266,"South Ridge, Sta. Cruz I.",1969,hymenoptera
33.99439-119.75266,2,Santa Cruz,33.99439,-119.75266,"South Ridge, Santa Cruz I.",1969,hymenoptera
33.99468-120.06334,45,Santa Rosa,33.99468,-120.06334,"Lower Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99481-119.63352,3,Santa Cruz,33.99481,-119.63352,"Upper Maripro, Santa Cruz Island",1998,hymenoptera
33.995-119.727,1,Santa Cruz,33.995,-119.727,"Santa Cruz Island, s. of UC Field Station",1991,hymenoptera
33.995-120.03346,3,Santa Rosa,33.995,-120.03346,"Santa Rosa Island, Beechers Bay area",1941,hymenoptera
33.995-120.043,3,Santa Rosa,33.995,-120.043,"Santa Rosa Island, Beechers Bay",1941,hymenoptera
33.995-120.065,5,Santa Rosa,33.995,-120.065,"Santa Rosa Island, Cherry Canyon",1941,hymenoptera
33.995-120.083,1,Santa Rosa,33.995,-120.083,"Santa Rosa Island, upper Windmill Canyon",1989,hymenoptera
33.9951-119.6338,4,Santa Cruz,33.9951,-119.6338,"Santa Cruz Island, Naval Station",1989,hymenoptera
33.995224-119.71556,9,Santa Cruz,33.995224,-119.71556,Santa Cruz Island,2019,hymenoptera
33.995278-119.714056,3,Santa Cruz,33.995278,-119.714056,Santa Cruz Island,2019,hymenoptera
33.995278-119.715555,7,Santa Cruz,33.995278,-119.715555,Santa Cruz Island,2019,hymenoptera
33.995657-119.717977,14,Santa Cruz,33.995657,-119.717977,Santa Cruz Island; Canada del Medio near University of California Field Station,1979,hymenoptera
33.995657-119.717977,14,Santa Cruz,33.995657,-119.717977,Santa Cruz Island; Canada del Medio near University of California Field Station; 33.995657 -119.717977,1979,hymenoptera
33.995657-119.717977,14,Santa Cruz,33.995657,-119.717977,Santa Cruz Island; Canada del Medio near University of California Field Station; 33.995657 -119.717977; 33.995657 -119.717977,1979,hymenoptera
33.99583-119.59485,8,Santa Cruz,33.99583,-119.59485,"Santa Cruz Island, Colias Canyon, 2 mi. W of Sandstone Point",1975,hymenoptera
33.99584-119.72066,6,Santa Cruz,33.99584,-119.72066,"Santa Cruz Island, Canada del Medio, 0.3 mile W of Stanton Ranch",1967,hymenoptera
33.99584-119.73291,10,Santa Cruz,33.99584,-119.73291,"Santa Cruz Island, Canada del Medio 1 mile W of Stanton Ranch",1967,hymenoptera
33.996-119.71562,7,Santa Cruz,33.996,-119.71562,"View Point Creek, Santa Cruz Island",1988,hymenoptera
33.996-119.71562,7,Santa Cruz,33.996,-119.71562,"Santa Cruz Island, .7 mi W Sauce's Gate on Ridge Rd.",1983,hymenoptera
33.996-119.71562,7,Santa Cruz,33.996,-119.71562,"Santa Cruz Island, Canada de Isley",1990,hymenoptera
33.996-119.71562,7,Santa Cruz,33.996,-119.71562,"Santa Cruz, 2 mi E. of Radar Tracking Station",1983,hymenoptera
33.996-119.717,1275,Santa Cruz,33.996,-119.717,"Santa Cruz Island, Canada del Medio",1969,hymenoptera
33.996-119.717,1275,Santa Cruz,33.996,-119.717,"Santa Cruz Island, Central Valley",1966,hymenoptera
33.996-119.717,1275,Santa Cruz,33.996,-119.717,"Santa Cruz Island, e. Main Ranch",2001,hymenoptera
33.996-119.717,1275,Santa Cruz,33.996,-119.717,"Santa Cruz Island, Stanton Ranch",1993,hymenoptera
33.996-119.717,1275,Santa Cruz,33.996,-119.717,"Santa Cruz Island, The Nature Conservancy Ranch HQ",1994,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Can. del Medio, Sta. Cruz I.",1968,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Can. del Medio, Sta. Cruz Isl.",1969,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Canada del Medio, Santa Cruz Isl.",1967,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Canada del Medio, Sta. Cruz I.",1967,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Can. del Medio, Santa Cruz I. [as ""SCI""]",1980,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Canada del Medio, Sta. Cruz Isl.",1967,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Can. del Medio, Sta. Cruz Is.",1976,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Cn. Del Medio, Sta. Cruz Isl.",1969,hymenoptera
33.9961-119.7186,47,Santa Cruz,33.9961,-119.7186,"Canada del Medio, Santa Cruz I.",1968,hymenoptera
33.99615-119.7295,1,Santa Cruz,33.99615,-119.7295,"UC Field Station, Santa Cruz Island",2003,hymenoptera
33.99622-120.05896,2,Santa Rosa,33.99622,-120.05896,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99627-120.0592,4,Santa Rosa,33.99627,-120.0592,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99628-120.05723,1,Santa Rosa,33.99628,-120.05723,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99638-119.71781,1,Santa Cruz,33.99638,-119.71781,Santa Cruz Island; 400 mtrs East of UC Research Station,1974,hymenoptera
33.996689-119.753683,11,Santa Cruz,33.996689,-119.753683,"Santa Cruz Island, S. Ridge Rd.",1992,hymenoptera
33.996689-119.753683,11,Santa Cruz,33.996689,-119.753683,"Santa Cruz Island, South Ridge Road",1992,hymenoptera
33.996689-119.753683,11,Santa Cruz,33.996689,-119.753683,Santa Cruz Island; South Ridge Road,1992,hymenoptera
33.9967-119.7246,6,Santa Cruz,33.9967,-119.7246,Santa Cruz Island; UC Santa Cruz Island Reserve; Central Valley; native plant nursery,2008,hymenoptera
33.9967-119.7246,6,Santa Cruz,33.9967,-119.7246,"UC Santa Cruz Island Reserve, Central Valley",2008,hymenoptera
33.9967-119.7246,6,Santa Cruz,33.9967,-119.7246,Santa Cruz Island; near University of California Field Station,2007,hymenoptera
33.9967-119.7246,6,Santa Cruz,33.9967,-119.7246,"Santa Cruz Island; Reserve Central Valley, native plant nursery",2008,hymenoptera
33.9967-119.7246,6,Santa Cruz,33.9967,-119.7246,"UC Santa Cruz Island Reserve; Santa Cruz Island, Canada del Medio nr. UC Field Sta.",1979,hymenoptera
33.996849-119.724736,9,Santa Cruz,33.996849,-119.724736,"Santa Cruz Island; Canada del Medio, University of California Field Station; 33.996849 -119.724736",1979,hymenoptera
33.99686-119.72137,1,Santa Cruz,33.99686,-119.72137,"400m E of field station, Santa Cruz island",1998,hymenoptera
33.996867-119.72465,8,Santa Cruz,33.996867,-119.72465,Santa Cruz Island; Canada del Medio near University of California Field Station,1979,hymenoptera
33.996867-119.72465,8,Santa Cruz,33.996867,-119.72465,Santa Cruz Island; Canada del Medio near University of California Field Station; 33.996867 -119.72465,1979,hymenoptera
33.996867-119.72465,8,Santa Cruz,33.996867,-119.72465,Santa Cruz Island; Coches Prietos; 33.971399 -119.708214,1979,hymenoptera
33.9969-120.0627,35,Santa Rosa,33.9969,-120.0627,NA,2011,hymenoptera
33.996905-119.724585,3,Santa Cruz,33.996905,-119.724585,"Santa Cruz Island, 400 meters east of UC Research Station",1974,hymenoptera
33.996959-119.725851,1,Santa Cruz,33.996959,-119.725851,Santa Cruz Island; University of California Field Station,1989,hymenoptera
33.996976-119.726194,2,Santa Cruz,33.996976,-119.726194,"Santa Cruz Island, 0.5 meters west of UC Research Station",1974,hymenoptera
33.996991-119.725981,1,Santa Cruz,33.996991,-119.725981,Santa Cruz Island; around field station,1982,hymenoptera
33.997-119.72578,7,Santa Cruz,33.997,-119.72578,"UC Field Station, Santa Cruz Island",2003,hymenoptera
33.997-119.726,2,Santa Cruz,33.997,-119.726,"Santa Cruz Island, Field Station",1976,hymenoptera
33.997-119.73,1,Santa Cruz,33.997,-119.73,"Santa Cruz Island, 0.5 miles w. UC Field Station, Canada del Medio",1974,hymenoptera
33.99701-119.72603,1,Santa Cruz,33.99701,-119.72603,"Santa Cruz Island, Central Valley, headquarters",1978,hymenoptera
33.99705-120.06361,2,Santa Rosa,33.99705,-120.06361,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.997062-119.725745,1,Santa Cruz,33.997062,-119.725745,"Santa Cruz Island, U. C. Field Station",1989,hymenoptera
33.99708-120.06353,2,Santa Rosa,33.99708,-120.06353,Santa Rosa Island above Cherry Canyon,2014,hymenoptera
33.9971-119.7258,8,Santa Cruz,33.9971,-119.7258,Santa Cruz Island,2017,hymenoptera
33.9971-119.7258,8,Santa Cruz,33.9971,-119.7258,"Santa Cruz Island, University of California Natural Reserve Research Station",2017,hymenoptera
33.9971-119.7258,8,Santa Cruz,33.9971,-119.7258,"Santa Cruz Island, University of California Natural Reserve Field Station",2017,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, 0.5 miles w. UC Field Station, Canada del Medio",1974,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, nr UC Field Station",1993,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, slope s. UC Field Station",1994,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, UC Field Station, Canada del Medio",1970,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, UC Field Station",1979,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"w. UC Field Station, Santa Cruz Island",1994,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, w. UC Field Station",1994,hymenoptera
33.9971-119.726,202,Santa Cruz,33.9971,-119.726,"Santa Cruz Island, within 0.5 mi. UC Field Station, Canada del Medio",1970,hymenoptera
33.9971-119.9971,19,Santa Cruz,33.9971,-119.9971,"Santa Cruz Island, UC Field Station",1997,hymenoptera
33.997109-119.726467,1,Santa Cruz,33.997109,-119.726467,NA,2017,hymenoptera
33.99712-120.06334,3,Santa Rosa,33.99712,-120.06334,Santa Rosa Island above Cherry Canyon,2014,hymenoptera
33.99715-120.06328,3,Santa Rosa,33.99715,-120.06328,Santa Rosa Island above Cherry Canyon,2014,hymenoptera
33.99717-120.06328,2,Santa Rosa,33.99717,-120.06328,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.9972-120.06332,5,Santa Rosa,33.9972,-120.06332,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99725-120.0615,4,Santa Rosa,33.99725,-120.0615,Santa Rosa Island above Cherry Canyon,2014,hymenoptera
33.997278-119.714056,119,Santa Cruz,33.997278,-119.714056,Santa Cruz Island,2019,hymenoptera
33.997278-119.714056,119,Santa Cruz,33.997278,-119.714056,Santa Cruz Island Reserve,2019,hymenoptera
33.997278-119.715555,1,Santa Cruz,33.997278,-119.715555,Santa Cruz Island,2019,hymenoptera
33.99736-120.06301,4,Santa Rosa,33.99736,-120.06301,Santa Rosa Island above Cherry Canyon,2014,hymenoptera
33.99738-120.06293,1,Santa Rosa,33.99738,-120.06293,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99769-120.06392,4,Santa Rosa,33.99769,-120.06392,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.99774-120.06146,1,Santa Rosa,33.99774,-120.06146,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.99778-120.0614,1,Santa Rosa,33.99778,-120.0614,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.99787-120.06152,4,Santa Rosa,33.99787,-120.06152,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.99795-120.06465,2,Santa Rosa,33.99795,-120.06465,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.998-119.585,9,Santa Cruz,33.998,-119.585,"Santa Cruz Island, 2 mi. w. Sandstone Point",1970,hymenoptera
33.998-119.585,9,Santa Cruz,33.998,-119.585,"Santa Cruz Island, 3 mi. w.  Sandstone Point",1970,hymenoptera
33.998-119.585,9,Santa Cruz,33.998,-119.585,"Santa Cruz Island, 4 mi. w. Sandstone Point",1970,hymenoptera
33.998-119.585,9,Santa Cruz,33.998,-119.585,"Santa Cruz Island, 5 mi. w. Sandstone Point",1970,hymenoptera
33.998-119.727,4,Santa Cruz,33.998,-119.727,"Santa Cruz Island, wash n. UC Field Station",1990,hymenoptera
33.99802-120.06486,3,Santa Rosa,33.99802,-120.06486,Santa Rosa Island Cherry Canyon,2014,hymenoptera
33.998239-119.725508,62,Santa Cruz,33.998239,-119.725508,Santa Cruz Island,1975,hymenoptera
33.99836-120.0653,2,Santa Rosa,33.99836,-120.0653,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99841-120.0653,5,Santa Rosa,33.99841,-120.0653,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.99842-120.06584,3,Santa Rosa,33.99842,-120.06584,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.99842-120.06617,3,Santa Rosa,33.99842,-120.06617,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.99849-120.06574,3,Santa Rosa,33.99849,-120.06574,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.99857-120.06536,4,Santa Rosa,33.99857,-120.06536,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.998641-119.802935,2,Santa Cruz,33.998641,-119.802935,Santa Cruz Island; South ridge north of Laguna Canyon,1979,hymenoptera
33.998641-119.802935,2,Santa Cruz,33.998641,-119.802935,Santa Cruz Island; South ridge north of Laguna Canyon; 33.998641 -119.802935,1979,hymenoptera
33.99865-120.06591,4,Santa Rosa,33.99865,-120.06591,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.99869-120.06587,2,Santa Rosa,33.99869,-120.06587,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99874-120.06526,4,Santa Rosa,33.99874,-120.06526,"Cherry Canyon, Santa Rosa Island",2014,hymenoptera
33.99876-120.0653,16,Santa Rosa,33.99876,-120.0653,"Ranger residence, Santa Rosa Island",2014,hymenoptera
33.99885-120.06608,2,Santa Rosa,33.99885,-120.06608,Santa Rosa Island Ranger Residence,2014,hymenoptera
33.999-119.586,4,Santa Cruz,33.999,-119.586,"Santa Cruz Island, canyon 2 mi. w.  Sandstone Point",1970,hymenoptera
33.999-119.7342,1,Santa Cruz,33.999,-119.7342,"Santa Cruz Island, w. UC Field Station",1994,hymenoptera
33.999276-119.742933,1,Santa Cruz,33.999276,-119.742933,Santa Crus Island; 1 mile west U.C. Field Station,1989,hymenoptera
33.9999-119.7338,18,Santa Cruz,33.9999,-119.7338,Santa Cruz Island,2017,hymenoptera
33.9999-119.7338,18,Santa Cruz,33.9999,-119.7338,St. Cruz Is.,2017,hymenoptera
339971-119.726,4,Santa Cruz,339971,-119.726,"Santa Cruz Island, UC Field Station",1997,hymenoptera
34-119.4,1,Anacapa,34,-119.4,Anacapa Island,1989,hymenoptera
34-119.71666,39,Santa Cruz,34,-119.71666,"Santa Cruz Island, UCSB Field Station",2008,hymenoptera
34-119.71666,39,Santa Cruz,34,-119.71666,"Santa Cruz Island, main ranch",2008,hymenoptera
34-119.71667,2,Santa Cruz,34,-119.71667,"Stanton Ranch, Santa Cruz I.",1993,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,"1 km W Field Stn., Santa Cruz I.",1993,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,"Field Stn., Santa Cruz I.",1993,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,"U.C. research station, Santa Cruz Island",1984,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,Santa Cruz Island,1991,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,"Field Station, Santa Cruz I.",2003,hymenoptera
34-119.73333,50,Santa Cruz,34,-119.73333,"Can. del Medio, Santa Cruz I.",1976,hymenoptera
34-119.75,9,Santa Cruz,34,-119.75,"nr. U.C. research station, Santa Cruz Island",1984,hymenoptera
34-119.75,9,Santa Cruz,34,-119.75,"Cascada, Santa Cruz I.",1993,hymenoptera
34-119.76667,6,Santa Cruz,34,-119.76667,"South Ridge, Santa Cruz I.",1993,hymenoptera
34-119.76667,6,Santa Cruz,34,-119.76667,"El Tigre Ridge, Santa Cruz I.",2000,hymenoptera
34-119.77,166,Santa Cruz,34,-119.77,"Santa Cruz Island, South Ridge Rd.",2005,hymenoptera
34-119.77,166,Santa Cruz,34,-119.77,"Santa Cruz Island, South Ridge",1988,hymenoptera
34-119.8,55,Santa Cruz,34,-119.8,Santa Cruz Island,1941,hymenoptera
34-119.83,3,Santa Cruz,34,-119.83,"Santa Cruz Island, 2 mi. e. mouth of Canada de los Sauces",1971,hymenoptera
34-119.83,3,Santa Cruz,34,-119.83,"Santa Cruz Island, 2.5 mi. e.  mouth of Canada de los Sauces",1972,hymenoptera
34-119.88333,1,Santa Cruz,34,-119.88333,"Sauces Pines, Santa Cruz I.",1999,hymenoptera
34-120,4,Santa Rosa,34,-120,withheld,NA,hymenoptera
34-120.09219,4,Santa Rosa,34,-120.09219,"Upper Lobos Canyon, Santa Rosa Island",2014,hymenoptera
34-120.41667,25,San Miguel,34,-120.41667,"San Miguel Island, Cuylers Harbor, beach",1968,hymenoptera
34-120.41667,25,San Miguel,34,-120.41667,"San Miguel Island, Christi Beach",1970,hymenoptera
34-120.41667,25,San Miguel,34,-120.41667,"San Miguel Island, Cuyler Harbor, beach",1968,hymenoptera
34-120.41667,25,San Miguel,34,-120.41667,"San Miguel Island, Willow Canyon",1968,hymenoptera
34.00007-120.05895,2,Santa Rosa,34.00007,-120.05895,Santa Rosa Island Cherry Canyon,2014,hymenoptera
34.00041-119.72715,20,Santa Cruz,34.00041,-119.72715,Santa Cruz Island,1968,hymenoptera
34.00041-119.72715,20,Santa Cruz,34.00041,-119.72715,Santa Cruz I.,1999,hymenoptera
34.00057-120.05917,2,Santa Rosa,34.00057,-120.05917,Santa Rosa Island Cherry Canyon,2014,hymenoptera
34.001-119.738,50,Santa Cruz,34.001,-119.738,"Santa Cruz Island, upper Central Valley",1969,hymenoptera
34.001-119.818,1,Santa Cruz,34.001,-119.818,"Santa Cruz Island, 3.8 mi. e.  mouth of Cañada de los Sauces",1970,hymenoptera
34.001-119.834,4,Santa Cruz,34.001,-119.834,"Santa Cruz Island, upper Canada de los Sauces",1997,hymenoptera
34.001056-119.686972,79,Santa Cruz,34.001056,-119.686972,Santa Cruz Island,2019,hymenoptera
34.001056-119.686972,79,Santa Cruz,34.001056,-119.686972,Santa Cruz Island Reserve,2019,hymenoptera
34.001056-119.696972,1,Santa Cruz,34.001056,-119.696972,Santa Cruz Island Reserve,2019,hymenoptera
34.001056-119.886972,1,Santa Cruz,34.001056,-119.886972,Santa Cruz Island Reserve,2019,hymenoptera
34.00111-120.06111,1,Santa Rosa,34.00111,-120.06111,"Cherry Canyon, Santa Rosa Island",1941,hymenoptera
34.00111111-120.0611111,1,Santa Rosa,34.00111111,-120.0611111,NA,1941,hymenoptera
34.001295-119.713215,3,Santa Cruz,34.001295,-119.713215,Santa Cruz Island; East Camino Cielo Road,1974,hymenoptera
34.0013-120.0583,2,Santa Rosa,34.0013,-120.0583,"Santa Rosa Island; CINP, lower Cherry Canyon",2008,hymenoptera
34.001534-120.204851,1,Santa Rosa,34.001534,-120.204851,Santa Rosa Island; Orr's Camp,1976,hymenoptera
34.00174-120.06251,1,Santa Rosa,34.00174,-120.06251,"Windmill Canyon, Santa Rosa Island",2014,hymenoptera
34.00189-119.6218,2,Santa Cruz,34.00189,-119.6218,"China Pines, Santa Cruz I.",2017,hymenoptera
34.002-119.743,7,Santa Cruz,34.002,-119.743,"Santa Cruz Island, 1 mi. w.  UC Field Station, Canada del Medio",1971,hymenoptera
34.002-119.743,7,Santa Cruz,34.002,-119.743,"1000 feet above Pelican Bay, Santa Cruz Island",1971,hymenoptera
34.002-119.759,2,Santa Cruz,34.002,-119.759,"Santa Cruz Island, ridge 2 air miles w. UC Field Station",1978,hymenoptera
34.00203-120.05872,1,Santa Rosa,34.00203,-120.05872,"Windmill Canyon, Santa Rosa Island",2014,hymenoptera
34.0025-119.7452778,14,Santa Cruz,34.0025,-119.7452778,NA,1976,hymenoptera
34.0025-119.74528,12,Santa Cruz,34.0025,-119.74528,"Central Valley [= Valley del Medio], Santa Cruz Island",1986,hymenoptera
34.002524-119.632833,1,Santa Cruz,34.002524,-119.632833,"Santa Cruz Island, isthmus",1998,hymenoptera
34.002958-120.058735,3,Santa Rosa,34.002958,-120.058735,"Santa Rosa Island, Windmill Canyon; 34.002958 -120.058735",1978,hymenoptera
34.003-119.656,15,Santa Cruz,34.003,-119.656,"Santa Cruz Island, Mt. Pleasant",1967,hymenoptera
34.003-119.804,2,Santa Cruz,34.003,-119.804,"Santa Cruz Island, upper Laguna Canyon",1991,hymenoptera
34.003-120.091,24,Santa Rosa,34.003,-120.091,"Santa Rosa Island, Cañada Lobos",1978,hymenoptera
34.003449-120.061534,5,Santa Rosa,34.003449,-120.061534,Santa Rosa Island; Windmill Canyon,1999,hymenoptera
34.003698-119.77371,9,Santa Cruz,34.003698,-119.77371,Santa Cruz Island; South Ridge Road,1992,hymenoptera
34.004-119.676,1,Santa Cruz,34.004,-119.676,"Santa Cruz Island, Navy Rd nr Eagle Canyon",1996,hymenoptera
34.004-120.0914,1,Santa Rosa,34.004,-120.0914,Santa Rosa Island; Lobo Canyon,2008,hymenoptera
34.004164-119.392694,1,Anacapa,34.004164,-119.392694,"Anacapa Island, middle; 34.004449 -119.39956; 34.004449 -119.39956",1978,hymenoptera
34.004303-119.7342606,3,Santa Cruz,34.004303,-119.7342606,Santa Cruz Island,1980,hymenoptera
34.004449-119.393171,6,Anacapa,34.004449,-119.393171,Middle Anacapa Island,1978,hymenoptera
34.004449-119.39956,17,Anacapa,34.004449,-119.39956,Anacapa Island,1941,hymenoptera
34.004449-119.39956,17,Anacapa,34.004449,-119.39956,"Anacapa Island, Middle",1978,hymenoptera
34.004449-119.39956,17,Anacapa,34.004449,-119.39956,"Anacapa Island, middle; 34.004449 -119.39956",1978,hymenoptera
34.004449-119.39956,17,Anacapa,34.004449,-119.39956,Anacapa Island; East; 34.014694 -119.366258,1978,hymenoptera
34.00457-119.74823,1,Santa Cruz,34.00457,-119.74823,"Santa Cruz Island, Central Valley",1966,hymenoptera
34.00466-119.7758,3,Santa Cruz,34.00466,-119.7758,"South Ridge, Sta. Cruz I.",1969,hymenoptera
34.0049-120.1088,1,Santa Rosa,34.0049,-120.1088,CINP: Santa Rosa Island Ca̱ada Verde,2008,hymenoptera
34.00493-119.39399,5,Anacapa,34.00493,-119.39399,Middle Anacapa I.,1978,hymenoptera
34.00493-119.39399,5,Anacapa,34.00493,-119.39399,M. Anacapa Island,1978,hymenoptera
34.005-119.393,43,Anacapa,34.005,-119.393,"Anacapa Island, Middle",1970,hymenoptera
34.005-119.393,43,Anacapa,34.005,-119.393,Anacapa Island,1940,hymenoptera
34.005-119.393,43,Anacapa,34.005,-119.393,"Anacapa Island, middle",1941,hymenoptera
34.005-119.4,1,Anacapa,34.005,-119.4,Anacapa Island,1970,hymenoptera
34.005-119.702,142,Santa Cruz,34.005,-119.702,"Santa Cruz Island, Canada del Puerto",1988,hymenoptera
34.005283-119.758552,1,Santa Cruz,34.005283,-119.758552,Santa Cruz Island,1984,hymenoptera
34.005849-119.726948,16,Santa Cruz,34.005849,-119.726948,Santa Cruz Island Ravenswood Canyon,1989,hymenoptera
34.005849-119.726948,16,Santa Cruz,34.005849,-119.726948,Santa Cruz Island; Ravenswood Canyon,1989,hymenoptera
34.005849-119.726948,16,Santa Cruz,34.005849,-119.726948,"Santa Cruz Island, Ravenswood Canyon",1989,hymenoptera
