record,source,Barcode,Country,State,County,island,Location,Latitude,Longitude,Collectors,trap,collection code,year,month,order,Family,acceptedFamily,acceptedGenus,acceptedName
occurrence,LACM,LACM ENT 515710,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478686,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478687,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478688,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478691,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478695,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478696,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478701,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 42,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515602,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515612,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515641,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515676,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515544,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 13,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515545,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 13,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515741,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 29,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515798,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 3,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515825,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 3,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515543,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 36,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515502,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 37,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515509,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 37,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515547,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515549,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515550,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515551,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515560,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515562,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515563,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515564,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515567,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515569,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515570,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515501,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 39,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515503,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 39,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515510,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 39,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515785,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515786,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515787,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515788,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515789,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515790,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515791,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515792,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515793,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515794,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515795,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515828,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515830,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478638,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515600,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 5,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515756,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 10,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478729,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 11,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478730,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 11,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478731,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 11,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515694,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515705,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515709,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 12,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515764,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 13,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515767,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 13,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515768,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 13,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478785,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 17,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515769,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 18,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515770,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 18,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515625,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 2,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478798,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 20,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515668,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 22,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515734,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 22,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515667,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515669,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515670,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515671,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515672,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515673,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515674,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 23,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515524,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 24,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515526,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 24,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478641,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 25,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515675,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 27,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515735,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 28,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515739,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 28,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478822,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 31,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515737,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 33,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478635,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 35,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515653,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 36,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478702,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478703,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478704,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478705,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478706,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478707,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478708,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478709,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 38,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515726,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515727,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515728,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515729,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 4,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515629,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515655,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 40,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515630,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515636,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515637,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515644,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515647,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515648,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 41,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515624,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 6,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515627,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 6,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515640,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 6,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515650,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 7,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515742,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 8,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515744,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 8,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 515730,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD 9,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478648,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478649,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478654,USA,California,Ventura,San Nicolas,San Nicolas Island W (Dunes),22.261,-119.554,D. Knapp and C. Garoutte,pitfall trap,SD14,2016,4,Diptera,Heleomyzidae,Heleomyzidae,,
occurrence,LACM,LACM ENT 478749,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 15,2016,4,Diptera,Phoridae,Phoridae,,
occurrence,LACM,LACM ENT 478816,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 34,2016,4,Diptera,Phoridae,Phoridae,,
occurrence,LACM,LACM ENT 515701,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 41,2016,4,Diptera,Phoridae,Phoridae,,
occurrence,LACM,LACM ENT 515605,USA,California,Ventura,San Nicolas,"San Nicolas Island, SE corner",33.221,-119.449,D. Knapp and C. Garoutte,pitfall trap,BB 9,2016,4,Diptera,Phoridae,Phoridae,,
occurrence,LACM,LACM ENT 515712,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 10,2016,4,Diptera,Phoridae,Phoridae,,
occurrence,LACM,LACM ENT 515713,USA,California,Ventura,San Nicolas,San Nicolas Island W (Caliche),33.247,-119.544,D. Knapp and C. Garoutte,pitfall trap,CP 10,2016,4,Diptera,Phoridae,Phoridae,,
