source,order,acceptedOrder,family,acceptedFamily,genus,acceptedGenus,scientificName,acceptedName,AUTHOR,YRPUBL,PUBL,VOL,PG,PG2,Anacapa,Santa Barbara,Santa Catalina,San Clemente,Santa Cruz,San Miguel,San Nicholas,Santa Rosa,month,year,NOTES
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Cyclocephala,Cyclocephala,Cyclocephala longula,Cyclocephala longula,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Melolonthidae,Diplotaxis,Diplotaxis,Diplotaxis anxius,Diplotaxis anxius,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Diplotaxis,Diplotaxis,Diplotaxis fimbriata,Diplotaxis fimbriata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Diplotaxis,Diplotaxis,Diplotaxis subangulata,Diplotaxis subangulata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Dynastidae,Ligyrus,Ligyrus,Ligyrus gibbosus,Ligyrus gibbosus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Parathyce,Amblonoxia,Parathyce palpalis,Amblonoxia palpalis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Parathyce,Amblonoxia,Parathyce palpalis,Amblonoxia palpalis,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Phobetus,Phobetus,Phobetus comatus,Phobetus comatus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Phobetus,Phobetus,Phobetus comatus,Phobetus comatus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Melolonthidae,Phyllophaga,Listrochelus,Phyllophaga mucorea,Listrochelus mucoreus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Polyphylla,Polyphylla,Polyphylla decemlineata,Polyphylla decemlineata,Cypher,2014,Global Ecology and Conservation,2,255,-266,island breakdown not present,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Serica,Paramaladera,Serica alternata,Paramaladera alternata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,Serica,Serica,Serica mixta,Serica mixta,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Dynastidae,Tomarus,Tomarus,Tomarus gibbosus obsoletus,Tomarus gibbosus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,,,Scarabaeidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Scarabaeidae,Scarabaeidae,,,Scarabaeidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Silphidae,Silphidae,Nicrophorus,Nicrophorus,Nicrophorus guttula,Nicrophorus guttula,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Silphidae,Silphidae,Nicrophorus,Nicrophorus,Nicrophorus nigrita,Nicrophorus nigrita,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Silphidae,Silphidae,Nicrophorus,Nicrophorus,Nicrophorus sp.1,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Silphidae,Silphidae,Nicrophorus,Nicrophorus,Nicrophorus,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Actium,Actium,Actium vestigialis,Actium vestigialis,Caterino & Chandler,2010,The Coleopterists Bulletin,64,187,-191,,,x,,,,,,,,SINGLE ISLAND ENDEMIC
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Actium,Actium,Actium vestigialis,Actium vestigialis,McCoshum,2012,,66,347,-350,,,x,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Aleochara,Aleochara,Aleochara bimaculata,Aleochara bimaculata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Bledius,Bledius,Bledius albonotatus,Bledius albonotatus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Bledius,Bledius,Bledius fenyesi,Bledius fenyesi,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Bledius,Bledius,Bledius ruficornis,Bledius ruficornis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Brachycepsis,Brachycepsis,Brachycepsis sp.,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Bryoporus,Bryoporus,Bryoporus rufescens,Bryoporus rufescens,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius canescens,Cafius canescens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius canescens,Cafius canescens,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius lithocharinus,Cafius lithocharinus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius lithocharinus,Cafius lithocharinus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius luteipennis,Cafius luteipennis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius seminitens,Cafius seminitens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Cafius,Cafius,Cafius seminitens,Cafius seminitens,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Creophilus,Creophilus,Creophilus maxillosus,Creophilus maxillosus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Diglotta,Diglotta,Diglotta pacifica,Diglotta pacifica,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Falagriota,Falagriota,Falagriota occidua,Falagriota occidua,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Funda,Aleochara,Funda sulcicollis,Aleochara sulcicollis,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Hadrotes,Hadrotes,Hadrotes crassus,Hadrotes crassus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Hadrotes,Hadrotes,Hadrotes crassus,Hadrotes crassus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Heterothops,Heterothops,Heterothops conformis,Heterothops conformis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Linohesperus,Linohesperus,Linohesperus borealis,Linohesperus borealis,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Neobisnius,Neobisnius,Neobisnius occidentoides,Neobisnius occidentoides,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Tarphiota,Tarphiota,Tarphiota fucicola,Tarphiota fucicola,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Tarphiota,Tarphiota,Tarphiota geniculata,Tarphiota geniculata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Thinopinus,Thinopinus,Thinopinus pictus,Thinopinus pictus,Caterino et al,2015,Monographs of the Western North American Naturalist,7,276,-296,,,x,,x,x,x,x,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Thinopinus,Thinopinus,Thinopinus pictus,Thinopinus pictus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Thinusa,Thinusa,Thinusa maritima,Thinusa maritima,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Medon,Medon,Medon,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Medon,Medon,Medon,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Pseudopsis,Pseudopsis,Pseudopsis,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,Quedius,Quedius,Quedius,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Staphylinidae,Staphylinidae,,,Staphylinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Apsena,Apsena,Apsena grossa,Apsena grossa,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Apsena,Apsena,Apsena grossa,Apsena grossa,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Apsena,Apsena,Apsena pubescens,Apsena pubescens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Blapstinus,Blapstinus,Blapstinus histricus,Blapstinus histricus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Blapstinus,Blapstinus,Blapstinus sp. 1,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Calathus,Calathus,Calathus ruficollis,Calathus ruficollis,Caterino & Chatzimanolis,2009,Conserv Genet,10,203,-216,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Calathus,Calathus,Calathus ruficollis,Calathus ruficollis,Caterino & Chatzimanolis,2009,Conserv Genet,10,203,-216,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Calathus,Calathus,Calathus ruficollis,Calathus ruficollis,Chatzimanolis,2007,Diversity and Distributions,13,498,-509,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Calathus,Calathus,Calathus ruficollis,Calathus ruficollis,Chatzimanolis,2007,Diversity and Distributions,13,498,-509,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Cibdelis,Cibdelis,Cibdelis bachei,Cibdelis bachei,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coelus,Coelus,Coelus globosus,Coelus globosus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coelus,Coelus,Coelus pacificus,Coelus pacificus,Chatzimanolis,2010,BioOne,103,985,-795,,,x,x,x,x,x,x,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coelus,Coelus,Coelus pacificus,Coelus pacificus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coelus,Coelus,Coelus pacificus,Coelus pacificus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coniontis,Coniontis,Coniontis lata,Coniontis lata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coniontis,Coniontis,Coniontis subpubescens,Coniontis subpubescens,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coniontis,Coniontis,Coniontis vandykei,Coniontis vandykei,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Contiontis,Coniontis,Contiontis sp.,,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Cryptadius,Cryptadius,Cryptadius inflatus,Cryptadius inflatus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes dentipes,Eleodes dentipes,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes dentipes,Eleodes dentipes,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes inculta,Eleodes inculta,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,ENDEMIC
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes inculta,Eleodes inculta,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes laticollis apprima,Eleodes laticollis apprima,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes laticollis apprimus,Eleodes acuticauda,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eleodes,Eleodes,Eleodes subvestita,Eleodes subvestita,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Epantius,Epantius,Epantius obscurus,Epantius obscurus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Epantius,Epantius,Epantius obscurus,Epantius obscurus,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eusattus,Eusattus,Eusattus difficilis,Eusattus difficilis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Eusattus,Eusattus,Eusattus robustus,Eusattus robustus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Helops,Helops,Helops bachei,Helops bachei,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Helops,Helops,Helops bachei,Helops bachei,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Helops,Helops,Helops blaisdelli,Helops blaisdelli,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Helops,Helops,Helops sp.,,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Isomira,Isomira,Isomira comstocki,Isomira comstocki,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Nyctoporis,Nyctoporis,Nyctoporis carinata,Nyctoporis carinata,Caterino & Chatzimanolis,2009,Conserv Genet,10,203,-216,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Nyctoporis,Nyctoporis,Nyctoporis carinata,Nyctoporis carinata,Caterino et al,2015,Monographs of the Western North American Naturalist,7,276,-296,,,x,,x,x,,x,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Phaleria,Phaleria,Phaleria rotundata,Phaleria rotundata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Phaleria,Phaleria,Phaleria rotundata,Phaleria rotundata,SNI report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Pterostichus,Pterostichus,Pterostichus gliscans,Pterostichus gliscans,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Tonibius,Tonibius,Tonibius sulcatus,Tonibius sulcatus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Coniontis,Coniontis,Coniontis,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,Hymenorus,Hymenorus,Hymenorus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Coleoptera,Coleoptera,Tenebrionidae,Tenebrionidae,,,Tenebrionidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Trogidae,Trogidae,Trox,Trox,Anthomyiidae,Trox atrox,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Trogidae,Trogidae,Trox,Trox,Trox gemmulatus,Trox gemmulatus,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Zopheridae,Zopheridae,Rhagodera,Rhagodera,Rhagodera costaefragmenta,Rhagodera costaefragmenta,Krinsky,2015,,69,293,-296,,,,,,,,,,,"Not in GBIF or DL, but described in Krinsky 2015, so…"
literature,Coleoptera,Coleoptera,Zopheridae,Zopheridae,Rhagodera,Rhagodera,Rhagodera tuberculata,Rhagodera tuberculata,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Coleoptera,Coleoptera,Bostrichidae,Bostrichidae,Scobicia,Scobicia,Scobicia declivis,Scobicia declivis,SNI report,,,,,,,,,,,,,,,,
literature,Dermaptera,Dermaptera,Forficulidae,Forficulidae,Euborellia,Euborellia,Euborellia annulipes,Euborellia annulipes,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Dermaptera,Dermaptera,Forficulidae,Forficulidae,Forficula,Forficula,Forficula auricularia,Forficula auricularia,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Anthomyiidae,Anthomyiidae,,,Anthomyiidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Asilidae,Asilidae,Efferia,Efferia,Efferia clementi,Efferia clementei,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Bibionidae,Bibionidae,,,Bibionidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Bombyliidae,Bombyliidae,Bombylias,Bombylius,Bombylias lucifer,Bombylius lancifer,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Bombyliidae,Bombyliidae,,,Bombyliidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Bombyliidae,Bombyliidae,,,Bombyliidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Bombyliidae,Bombyliidae,,,Bombyliidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Calliphoridae,Calliphoridae,,,Calliphoridae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Calliphoridae,Calliphoridae,,,Calliphoridae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Dolichopodidae,Dolichopodidae,,,Dolichopodidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Empididae,Empididae,,,Empididae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Heleomyzidae,Heleomyzidae,,,Heleomyzidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Lonchaeidae,Lonchaeidae,,,Lonchaeidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Muscidae,Muscidae,,,Muscidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Mythicomyiidae,Mythicomyiidae,Mythicomyia,Mythicomyia,Mythicomyia discreta,Mythicomyia discreta,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Pipunculidae,Pipunculidae,,,Pipunculidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Pipunculidae,Pipunculidae,,,Pipunculidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Pipunculidae,Pipunculidae,,,Pipunculidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Sarcophagidae,Sarcophagidae,,,Sarcophagidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Sarcophagidae,Sarcophagidae,,,Sarcophagidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Sciaridae,Sciaridae,,,Sciaridae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Syrphidae,Syrphidae,Copestylum,Volucella,Copestylum mexicanum,Volucella mexicana,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Syrphidae,Syrphidae,,,Syrphidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Syrphidae,Syrphidae,,,Syrphidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Syrphidae,Syrphidae,,,Syrphidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tachinidae,Tachinidae,,,Tachinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tachinidae,Tachinidae,,,Tachinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tachinidae,Tachinidae,,,Tachinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tachinidae,Tachinidae,,,Tachinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tachinidae,Tachinidae,,,Tachinidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tephritidae,Tephritidae,Euaresta,Euaresta,Euaresta stelligera,Euaresta stelligera,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tephritidae,Tephritidae,Paroxyna,,Paroxyna genalis,Paroxyna genalis,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tephritidae,Tephritidae,Trupanea,Trupanea,Trupanea maculigera,Trupanea maculigera,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tephritidae,Tephritidae,Trupanea,Trupanea,Trupanea wheeleri,Trupanea wheeleri,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tephritidae,Tephritidae,,,Tephritidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Therevidae,Therevidae,,,Therevidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tipulidae,Tipulidae,,,Tipulidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Diptera,Diptera,Tipulidae,Tipulidae,,,Tipulidae,,San Clemente Sierra Report,,,,,,,,,,,,,,,,
literature,Hemiptera,Hemiptera,Alydidae,Alydidae,Alydus,Alydus,Alydus tomentosa,Alydus tomentosus,SNI report,,,,,,,,,,,,,,,,
literature,Hemiptera,Hemiptera,Anthocoridae,Anthocoridae,,,Anthocoridae,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Capitophorus,Capitophorus,Capitophorus elaeagni,Capitophorus elaeagni,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Cavariella,Cavariella,Cavariella aegopodii,Cavariella aegopodii,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Myzocallis,Myzocallis,Myzocallis agrifolicola,Myzocallis agrifolicola,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Tuberculatus,Tuberculatus,Tuberculatus pallidus,Tuberculatus pallidus,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Tuberculatus,Tuberculatus,Tuberculatus pallidus nymphus,Tuberculatus pallidus,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Aphis,Aphis,Aphis,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Dysaphis,Dysaphis,Dysaphis,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Rhopalosiphoninus,Rhopalosiphoninus,Rhopalosiphoninus,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Sipha,Sipha,Sipha,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Aphididae,Aphididae,Uroleucon,Uroleucon,Uroleucon,,Naughton,2014,Monographs of the Western North American Naturalist,7,297,-305,,,,,x,,,,,,
literature,Hemiptera,Hemiptera,Berytidae,Berytidae,Acanthophysa,Hoplinus,Acanthophysa echinata?,,San Clemente Sierra Report - Survey,,,,,,,,,,,,,,,,
