"","source","month","year","island","order","acceptedFamily","acceptedGenus","acceptedName","scientificName","latitude","longitude","phylum","class"
"9299","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9300","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9301","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9302","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9303","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9304","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9305","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9306","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9307","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9308","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9309","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9310","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9311","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9312","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9313","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9314","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9315","LACM",NA,NA,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9316","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9317","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9318","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9319","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9320","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9321","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9322","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9323","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9324","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9325","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9326","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9327","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9328","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9329","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9330","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9331","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9332","LACM",8,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9333","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9334","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9335","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9336","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9337","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9338","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9339","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9340","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9341","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9342","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9343","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9344","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9345","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9346","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9347","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9348","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9349","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9350","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9351","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9352","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9353","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9354","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9355","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9356","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9357","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9358","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9359","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9360","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9361","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9362","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9363","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9364","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9365","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9366","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9367","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9368","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9369","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9370","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9371","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9372","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9373","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9374","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9375","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9376","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9377","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9378","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9379","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9380","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9381","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9382","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9383","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9384","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9385","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9386","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9387","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9388","LACM",12,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9389","LACM",12,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9390","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9391","LACM",11,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9392","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9393","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9394","LACM",4,1940,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9395","LACM",7,1939,"San Nicolas","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9396","LACM",3,1941,"Santa Catalina","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9397","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9398","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9399","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9400","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9401","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9402","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9403","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9404","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9405","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9406","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9407","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9408","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9409","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9410","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9411","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9412","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9413","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9414","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9415","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9416","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9417","LACM",4,1939,"San Clemente","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9418","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9419","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9420","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9421","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9422","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9423","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9424","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9425","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9426","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9427","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9428","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9429","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9430","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9431","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9432","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9433","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9434","LACM",4,1939,"Santa Barbara","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9435","LACM",4,1939,"Santa Barbara","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9436","LACM",4,1939,"Santa Barbara","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9437","LACM",4,1939,"Santa Barbara","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9438","LACM",4,1939,"Santa Barbara","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9439","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9440","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9441","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9442","LACM",7,1939,"San Miguel","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9443","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9444","LACM",4,1941,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9445","LACM",4,1941,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9446","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9447","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9448","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9449","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9450","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9451","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9452","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9453","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9454","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9455","LACM",7,1939,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9456","LACM",8,1939,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9457","LACM",8,1939,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9458","LACM",8,1939,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9459","LACM",8,1939,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9460","LACM",3,1941,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9461","LACM",3,1941,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9462","LACM",3,1941,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9463","LACM",3,1941,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9464","LACM",3,1941,"Santa Cruz","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9465","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9466","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9467","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9468","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9469","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9470","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9471","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
"9472","LACM",8,1939,"Santa Rosa","Coleoptera","Tenebrionidae","Coelus","Coelus pacificus","Coelus pacificus",NA,NA,"Arthropoda","Insecta"
