scientificName,acceptedName
Rhamnus californica subsp. californica,Frangula californica subsp. californica
Brickellia,
Equisetum maximum,Equisetum telmateia subsp. braunii
Ferocactus diguetii,Ferocactus diguetii
Galium aparine var. vaillantii,Galium aparine
Cornus stolonifera,Cornus sericea subsp. Sericea
Achillea lanulosa,Achillea millefolium
Symphoricarpos albus var. mollis,Symphoricarpos mollis
Mirabilis bigelovii,Mirabilis laevis var. villosa
Muhlenbergia purpurea,Muhlenbergia mexicana
Pinus insignis,Pinus radiata
Brodiaea capitata,Dipterostemon capitatus 
Bloomeria aurea,Bloomeria crocea var. aurea
Opuntia engelmannii,Opuntia engelmannii
Cercocarpus montanus var. blancheae,Cercocarpus betulioides var blancheae
Avena sterilis,Avena sterilis
Bromus molliformis,Bromus hordeaceus
Melica imperfecta var. flexuosa,Melica imperfecta
Vulpia octoflora var. glauca,Vulpia octoflora var. glauca
Poa palustris,Poa palustris
Cupressus guadalupensis,Callitropsis guadalupensis
Rubus,
Marah guadalupensis,Marah macrocarpa
Lupinus adsurgens var. adsurgens,Lupinus adsurgens
Cakile maritima subsp. maritima,Cakile maritima subsp. maritima
Plantago elongata subsp. pentasperma,Plantago elongata
Epilobium canum subsp. garrettii,Epilobium canum subsp. garrettii
Minuartia,
Mirabilis laevis var. cordifolia,Mirabilis laevis var. crassifolia
Ericaceae,
Helianthus annuus subsp. lenticularis,Helianthus annuus
Zostera japonica,Zostera japonica
Camissonia ignota,Camissoniopsis ignota
Linanthus bicolor,Leptosiphon bicolor
Chylismia claviformis,Chylismia claviformis
Arctostaphylos auriculata,Arctostaphylos auriculata
Triglochin striata,Triglochin striata
Carex gracilior,Carex gracilior
Amaranthus spinosus,Amaranthus spinosus
Arctostaphylos tomentosa subsp. tomentosa,Arctostaphylos tomentosa subsp. tomentosa
Quercus wislizeni var. wislizeni,Quercus wislizeni var. wislizeni
Bougainvillea,
Polemoniaceae,
Astragalus leucolobus,Astragalus leucolobus
Centaurea cyanus,Centaurea cyanus
Corethrogyne filaginifolia var. viscidula,Corethrogyne filaginifolia var. filaginifolia
Orchidaceae,
Draba cuneifolia var. integrifolia,Draba cuneifolia var. integrifolia
Sarcocornia perennis,Sarcocornia perennis
Scabiosa stellata,Scabiosa stellata
Lepidium latipes var. latipes,Lepidium latipes
Lupinus latifolius subsp. latifolius,Lupinus latifolius var. latifolius
Lasthenia californica subsp. californica,Lasthenia californica subsp. californica
Linaria bipartita,Linaria bipartita
Centromadia pungens subsp. pungens,Centromadia pungens subsp. pungens
Rubus armeniacus,Rubus armeniacus
Gnaphalium ramosissimum,Pseudognaphalium ramosissimum
Brassica rapa var. rapa,Brassica rapa var. rapa
Astragalus crotalariae,Astragalus crotalariae
Platystemon californicus var. crinitus,Platystemon californicus 
Washingtonia,
Ribes malvaceum var. viridifolium,Ribes malvaceum var. viridifolium
Stellaria media subsp. pallida,Stellaria pallida
Delphinium parishii,Delphinium parishii
Reseda alba,Reseda alba
Suaeda californica var. californica,Suaeda californica
Phacelia stellaris,Phacelia stellaris
Fraxinus dipetala,Fraxinus dipetala
Opuntia leptocarpa,Opuntia macrorhiza
Nepeta cataria,Nepeta cataria
Malvastrum davidsonii,Malacothamnus davidsonii
Lotus humistratus,Acmispon brachycarpus
Lupinus adsurgens var. lilacinus,Lupinus adsurgens
Viola,
Cryptantha cinerea var. abortiva,Oreocarya suffruticosa var. abortiva
Filago,
Mammillaria deherdtiana,Mammillaria deherdtiana
Vahlodea atropurpurea,Deschampsia atropurpurea
Symphyotrichum subulatum var. squamatum,Symphyotrichum subulatum var. squamatum
Stipa coronata,Achnatherum coronatum
Nemacladus ramosissimus,Nemacladus ramosissimus
Monerma cylindrica,Hainardia cylindrica
Cnicus benedictus,Centaurea benedicta
Euphorbia serrata,Euphorbia serrata
Onagraceae,
Mammillaria oliviae,Mammillaria grahamii var. grahamii
Arctostaphylos glandulosa subsp. glandulosa,Arctostaphylos crustacea subsp. Crustacea
Platanus,
Lupinus argenteus var. tenellus,Lupinus argenteus var. argenteus
Astragalus magdalenae var. peirsonii,Astragalus magdalenae var. peirsonii
Geranium pusillum,Geranium pusillum
Astragalus molybdenus,Astragalus molybdenus
Lupinus formosus,Lupinus formosus
Astragalus pomonensis,Astragalus pomonensis
Potentilla anserina var. grandis,Potentilla anserina subsp. pacifica
Allophyllum gilioides,Allophyllum gilioides
Vicia villosa var. glabrescens,Vicia villosa subsp. varia
Saxifraga,
Juncus effusus subsp. austrocalifornicus,Juncus effusus subsp. austrocalifornicus
Frangula californica,Rhamnus californica
Lathyrus palustris,Lathyrus palustris
Caulanthus inflatus,Caulanthus inflatus
Robinia,
Penstemon cordifolius,Keckiella cordifolia
Euphorbia dentosa,Euphorbia dentosa
Agoseris grandiflora var. grandiflora,Agoseris grandiflora var. grandiflora
Prunus dulcis,Prunus dulcis
Lotus strigosus var. hirtellus,Acmispon strigosus
Chenopodium macrospermum var. farinosum,Chenopodium macrospermum
Nuttallanthus canadensis,Nuttallanthus canadensis
Trifolium howellii,Trifolium howellii
Aphanes,
Eschscholzia elegans,Eschscholzia ramosa
Lupinus sparsiflorus subsp. sparsiflorus,Lupinus sparsiflorus subsp. sparsiflorus
Orobanche uniflora,Aphyllon uniflorum 
Collomia grandiflora,Collomia grandiflora
Lotus dendroideus var. veatchii,Acmispon dendroideus var. veatchii
Plantago insularis,Plantago ovata var. insularis 
Dentaria integrifolia var. californica,Cardamine californica
Pholistoma,
Cornus occidentalis,Cornus sericea subsp. Occidentalis 
Anagallis minima,Anagallis minima
Chorizanthe,
Lepidium oblongum var. oblongum,Lepidium oblongum
Mammillaria fera-rubra,Mammillaria rhodantha subsp. fera-rubra
Lupinus citrinus var. citrinus,Lupinus citrinus var. citrinus
Psilocarphus,
Pinus torreyana var. insularis,Pinus torreyana subsp. Insularis 
Amphipappus fremontii,Amphipappus fremontii
Lupinus concinnus var. orcuttii,Lupinus concinnus
Cardionema,
Justicia californica,Justicia californica
Lupinus bicolor subsp. tridentatus,Lupinus bicolor
Oenothera laciniata,Oenothera laciniata
Juncus bufonius var. occidentalis,Juncus bufonius var. occidentalis
Astragalus lentiginosus var. nigricalycis,Astragalus lentiginosus var. nigricalycis
Croton californicus var. mohavensis,Croton californicus
Vaccinium,
Chaenactis glabriuscula var. megacephala,Chaenactis glabriuscula var. megacephala
Acacia iteaphylla,Acacia iteaphylla
Astragalus nutans,Astragalus nutans
Gnaphalium beneolens,Pseudognaphalium beneolens
Astragalus lentiginosus var. borreganus,Astragalus lentiginosus var. borreganus
Platystemon californicus var. californicus,Platystemon californicus
Blennosperma nanum,Blennosperma nanum
Oxytropis borealis var. australis,Oxytropis borealis var. australis
Rhamnus tomentella subsp. tomentella,Frangula californica subsp. Tomentella
Pyrrocoma apargioides,Pyrrocoma apargioides
Lepidium lasiocarpum var. wrightii,Lepidium lasiocarpum subsp. wrightii
Delphinium kinkiense,Delphinium variegatum subsp. kinkiense
Astragalus lentiginosus var. coachellae,Astragalus lentiginosus var. coachellae
Scirpus,
Descurainia pinnata subsp. halictorum,Descurainia pinnata subsp. halictorum
Bowlesia,
Plantago hirtella var. galeottiana,Plantago subnuda
Gazania rigens,Gazania rigens
Acacia saligna,Acacia redolens
Hesperevax sparsiflora var. sparsiflora,Hesperevax sparsiflora var. sparsiflora
Pectocarya,
Marah macrocarpa var. macrocarpa,Marah macrocarpa
Oenothera guadalupensis subsp. clementina,Camissoniopsis guadalupensis subsp. clementina
Chorizanthe coriacea,Lastarriaea coriacea
Ruppia,
Dudleya anomala,Dudleya anomala
Eriodictyon traskiae var. traskiae,Eriodictyon traskiae var. traskiae
Coryphantha strobiliformis var. durispina,Escobaria sneedi
Oxalis corniculata subsp. pilosa,Oxalis pilosa
Chamaesyce abramsiana,Euphorbia abramsiana
Hemizonia increscens subsp. increscens,Deinandra increscens subsp. increscens
Plagiobothrys californicus var. fulvescens,Plagiobothrys collinus var. fulvescens
Glandularia pulchella,Verbena pulchella
Micropus,
Eichhornia crassipes,Eichhornia crassipes
Plagiobothrys canescens var. canescens,Plagiobothrys canescens var. canescens
Bituminaria bituminosa,Bituminaria bituminosa
Pinus remorata var. remorata,Pinus muricata var. remorata
Camissonia hirtella,Camissoniopsis hirtella
Pterostegia,
Astragalus arthurii,Astragalus arthurii
Leptosiphon rattanii,Leptosiphon rattanii
Potentilla gracilis,Potentilla gracilis
Lupinus arizonicus subsp. lagunensis,Lupinus arizonicus subsp. lagunensis
Pennisetum,
Hemizonia pungens,Centromadia pungens
Aristida ternipes,Aristida ternipes
Hymenolobus procumbens,Hornungia procumbens
Solidago spathulata,Solidago spathulata
Plagiobothrys bracteatus,Plagiobothrys bracteatus
Pentachaeta exilis,Pentachaeta exilis
Navarretia squarrosa,Navarretia squarrosa
Cyperus alternifolius,Cyperus involucratus
Salix lasiandra var. lasiandra,Salix lasiandra var. lasiandra
Andropogon glomeratus var. glomeratus,Andropogon glomeratus
Phacelia leonis,Phacelia leonis
Vulpia myuros var. megalura,Festuca myuros
Vulpia microstachys var. microstachys,Festuca microstachys
Vulpia myuros var. myuros,Festuca myuros
Cortaderia jubata,Cortaderia jubata
Lupinus excubitus subsp. hallii,Lupinus excubitus var. hallii
Navarretia cotulifolia,Navarretia cotulifolia
Liliaceae,
Orobanche parishii,Aphyllon parishii
Eriogonum fasciculatum var. foliolosum,Eriogonum fasciculatum var. foliolosum
Eriogonum latifolium,Eriogonum latifolium
Trifolium microdon var. pilosum,Trifolium microdon
Leymus x multiflorus,Elymus x gouldii
Koeleria pyramidata,Koeleria pyramidata
Pappostipa speciosa,Pappostipa speciosa
Hordeum brachyantherum subsp. brachyantherum,Hordeum brachyantherum subsp. brachyantherum
Schedonorus pratensis,Festuca arundinacea
Cirsium undulatum,Cirsium undulatum
Glebionis coronarium,Glebionis coronarium
Polygonum aviculare subsp. buxiforme,Polygonum aviculare subsp. buxiforme
Polygonum aviculare subsp. neglectum,Polygonum aviculare subsp. neglectum
Draba cuneifolia var. cuneifolia,Draba cuneifolia var. cuneifolia
Rumex californicus,Rumex californicus
Jepsonia parryi,Jepsonia parryi
Aphanes arvensis,Aphanes arvensis
Dichelostemma capitatum subsp. pauciflorum,Dipterostemon capitatus subsp. Pauciflorum
Juncus balticus subsp. mexicanus,Juncus mexicanus
Juncus effusus subsp. pacificus,Juncus effusus subsp. pacificus
Nemophila menziesii subsp. integrifolia,Nemophila menziesii var. integrifolia
Sagina decumbens,Sagina decumbens
Lupinus aliclementinus,Lupinus guadalupensis
Cupressus lusitanica,Callitropsis lusitanica
Anredera cordifolia,Anredera cordifolia
