"","source","id","institutio","collection","ownerInsti","collecti_1","basisOfRec","occurrence","catalogNum","otherCatal","kingdom","phylum","class","order","family","scientificName","taxonID","scientif_1","genus","specificEp","taxonRank","infraspeci","identified","dateIdenti","identifica","identifi_1","taxonRemar","identifi_2","typeStatus","recordedBy","recordNumb","eventDate","year","month","day","startDayOf","endDayOfYe","verbatimEv","occurren_1","habitat","fieldNumbe","informatio","dataGenera","dynamicPro","associated","reproducti","establishm","lifeStage","sex","individual","samplingPr","samplingEf","preparatio","country","stateProvi","county","municipali","island","locality","ArcMap_IslandName","locationRe","decimalLat","decimalLon","geodeticDa","coordinate","verbatimCo","georeferen","georefer_1","georefer_2","georefer_3","georefer_4","minimumEle","maximumEle","minimumDep","maximumDep","verbatimDe","verbatimEl","dispositio","language","recordEnte","modified","rights","rightsHold","accessRigh","recordId","references","acceptedName","acceptedFamily","acceptedGenus"
"443","Cal-IBIS",1567801,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8639e5d4-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054253",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/78 0:00",1978,3,18,77,,"3/18/78",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"4/5/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:c3956aec-e8a4-4de0-b832-e8f0cb158f81","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567801","Irbisia californica","Miridae","Irbisia"
"444","Cal-IBIS",1567802,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8639e67e-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054252",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/78 0:00",1978,3,18,77,,"3/18/78",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"4/5/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cf6ebd4d-0e0e-4d98-bdab-3546ad5017f4","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567802","Irbisia californica","Miridae","Irbisia"
"445","Cal-IBIS",1567803,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8639e886-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054251",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/77 0:00",1977,3,18,77,,"3/18/77",,,,,,,"associated with:Baccharis sp.",,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:bf56d88f-c746-4db5-829a-47ef98945bf5","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567803","Irbisia californica","Miridae","Irbisia"
"446","Cal-IBIS",1567804,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8639e930-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054250",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/77 0:00",1977,3,18,77,,"3/18/77",,,,,,,"associated with:Baccharis sp.",,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:ed6ca727-61f9-4e43-ae39-db6750213af1","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567804","Irbisia californica","Miridae","Irbisia"
"447","Cal-IBIS",1567805,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8639eb2e-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054249",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/77 0:00",1977,3,18,77,,"3/18/77",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"4/5/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f4268b4a-2449-4073-942f-fe675dc48775","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567805","Irbisia californica","Miridae","Irbisia"
"448","Cal-IBIS",1567812,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:863a6dd8-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054361",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/78 0:00",1978,3,18,77,,"3/18/78",,,,,,,"associated with:Lepidium sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:e32ecb7f-0361-4ab7-ac8f-fe2e17125d52","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567812","Irbisia californica","Miridae","Irbisia"
"449","Cal-IBIS",1567813,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:863a6e82-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00054360",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/18/78 0:00",1978,3,18,77,,"3/18/78",,,,,,,"associated with:Lepidium sp.",,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Central Valley","Santa Cruz",,34.007,-119.76,,0,,"GeoLocate Software",,,,"bee specimens",0,,,,,,,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:4cbe2968-ef99-48ba-bc0f-b2319b6bfed8","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567813","Irbisia californica","Miridae","Irbisia"
"450","Cal-IBIS",1567817,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e3168-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052480",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. S. Bradberry",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:81eba8d6-1273-42ce-8026-b3307af415c8","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567817","Irbisia californica","Miridae","Irbisia"
"451","Cal-IBIS",1567832,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e60d4-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052505",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. S. Bradberry",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:5781d4d1-5c5d-4613-82ec-5e56aaa01da1","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567832","Irbisia californica","Miridae","Irbisia"
"452","Cal-IBIS",1567842,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e6976-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052521",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","M. A. Lardner",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:b00142e5-d25f-4717-9bd3-5edf7bf0076c","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567842","Irbisia californica","Miridae","Irbisia"
"453","Cal-IBIS",1567844,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e6c14-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052517",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. S. Bradberry",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:295e7ff4-b0d5-4a61-8ab5-ac67526aba31","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567844","Irbisia californica","Miridae","Irbisia"
"454","Cal-IBIS",1567850,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e7362-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052537",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. S. Bradberry",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:67b40872-1fad-4495-9cbf-b0188f7b6ea3","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567850","Irbisia californica","Miridae","Irbisia"
"455","Cal-IBIS",1567851,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e740c-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052536",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","J. S. Bradberry",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, 1 km SW of Centinela","Santa Cruz",,34.01003,-119.80608,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",43,,,,,"43 m",,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:686aebed-4290-4cad-baba-b62dc32fe990","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567851","Irbisia californica","Miridae","Irbisia"
"456","Cal-IBIS",1567859,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:862153ac-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052587",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,"associated with:Rheum sp.",,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cb45a57b-5b57-4d97-baa3-12f808666ff6","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567859","Irbisia californica","Miridae","Irbisia"
"457","Cal-IBIS",1567860,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:8621546a-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052586",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,"associated with:Rheum sp.",,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"1/28/16 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:7e70dfdb-fdc2-46b7-a391-9567351c6d01","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567860","Irbisia californica","Miridae","Irbisia"
"458","Cal-IBIS",1567861,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:862159c4-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052583",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"3/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:82337015-868c-469c-91e6-c991415fb069","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567861","Irbisia californica","Miridae","Irbisia"
"459","Cal-IBIS",1567862,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:86215b18-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052582",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"3/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:13299823-86ea-411e-b305-8ced30ac41f4","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567862","Irbisia californica","Miridae","Irbisia"
"460","Cal-IBIS",1567863,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:86215bc2-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052581",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Mayor",,"3/21/82 0:00",1982,3,21,80,,"3/21/82",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island, Pine Ridge at head of Canada Alimes","Santa Cruz",,34.01114,-119.78735,,0,,"Google Earth",,,,"coordinates and elev are a guess - MDS",410,,,,,"410 m",,,,"3/15/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:25ce661b-d587-40dc-9620-dce727a84626","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567863","Irbisia californica","Miridae","Irbisia"
"461","Cal-IBIS",1567822,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e3c80-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052501",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","M. L. May",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:e52bb38e-f99c-4a5a-9600-3d424d4fcb7e","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567822","Irbisia californica","Miridae","Irbisia"
"462","Cal-IBIS",1567823,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e3d2a-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052500",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Male",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:0f1a21e4-35a2-4e04-979d-b9059e17be04","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567823","Irbisia californica","Miridae","Irbisia"
"463","Cal-IBIS",1567827,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e5382-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052513",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:067deb6a-7aad-4b3a-b6ce-99d7b212ba72","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567827","Irbisia californica","Miridae","Irbisia"
"464","Cal-IBIS",1567828,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e54d6-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052512",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:9aaf219b-ab2e-4bbe-a5e7-465438a50e8a","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567828","Irbisia californica","Miridae","Irbisia"
"465","Cal-IBIS",1567837,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e65e8-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052526",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","M. L. May",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:cf82d2d1-0190-4140-a2d1-dc0be88ed00b","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567837","Irbisia californica","Miridae","Irbisia"
"466","Cal-IBIS",1567838,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e66a6-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052525",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","M. L. May",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:af922ba0-2074-445e-96f6-da1b52deaaa2","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567838","Irbisia californica","Miridae","Irbisia"
"467","Cal-IBIS",1567839,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e675a-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052524",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","A. J. Levin",,"4/16/83 0:00",1983,4,16,106,,"4/16/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:75a67bd5-f223-40b6-9579-96cd68d57858","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567839","Irbisia californica","Miridae","Irbisia"
"468","Cal-IBIS",1567840,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e6804-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052523",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:f407b329-90ed-48dc-a994-f4ee402cb063","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567840","Irbisia californica","Miridae","Irbisia"
"469","Cal-IBIS",1567841,"UCR","TTD","University of California, Rivers","b81c83d7-8ea1-475b-8c94-327913979a87","PreservedSpecimen","urn:uuid:861e68b8-d8e1-11e2-99a2-0026552be7ea","UCR_ENT 00052522",,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Irbisia californica",239511,"Van Duzee, 1921","Irbisia","californica",,,"M. D. Schwartz",2012,,,,0,"None","L. L. Breyer",,"4/15/83 0:00",1983,4,15,105,,"4/15/83",,,,,,,,,,"Adult","Female",1,"Unknown",,,"UNITED STATES","California","Santa Barbara",,"Santa Cruz","Santa Cruz Island","Santa Cruz",,34.01667,-119.71667,,0,,,,,,,0,,,,,,,,,"3/13/12 0:00","http://creativecommons.org/publicdomain/zero/1.0/",,,"urn:uuid:9b2b53f3-f925-4426-ab3a-2c7d9f9be1c6","http://www.cal-ibis.org:80/collections/individual/index.php?occid=1567841","Irbisia californica","Miridae","Irbisia"
